S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated On :,Financial Bid Opening Date:,Document :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.1,Updated on :,Document :.1,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.2,Updated on :.1,AOC document :,Type :,Summary :,Updated By :.3,Updated On :.1,Document :.2,BOQ Comparative Chart :,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Type :.1,Summary :.1,Updated By :.4,Updated On :.2,Document :.3,Tender Stage,Name,Address,Cover No,Cover,Document Type,Description,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,S.No,Bank Name,Tender Stage
1.0,2962397.0,NETRANANDA SWAIN,INR,"61,195,826",PHEO||SEPH-CIRCLE-CUTTACK,2025_PHEO_113936_1,ACEPHCTC-02/2025-26 Dtd.21.05.2025,Construction of Collector Well at Brahmani Head Works and Augmentation of distribution system for Zonal W/S System at Dhenkanal (Reach-II).,Er. Manoranjan Jena,Internal,,Kabita Pradhan,11-Jul-2025 04:10 PM,16-Jul-2025 03:30 PM,techsummary_541415.pdf (489.10 KB),"Additional Chief Engineer, P.H. Circle, Cuttack",Internal,,Manoranjan Jena,16-Oct-2025 11:55 AM,finsummary_541415.pdf (490.77 KB),16-Oct-2025,"INR 61,195,826",330.0,Manoranjan Jena,16-Oct-2025 12:02 PM,5971.pdf (793.00 KB),Finance,Opened.,Kabita Pradhan,16-Jul-2025 05:52 PM,finance_541415.pdf,BOQ Comparative Chart,1,2968075,BAC CONSTRUCTION AND ENGINEERING PVT LTD,16-Jun-2025 10:00 AM,Rejected-AOC,L3,16-Oct-2025 12:02 PM,Technical,Opening,Kabita Pradhan,18-Jun-2025 05:09 PM,technical_541415.pdf,AOC,"Addl. Chief Engineer, P.H. Circle, Cuttack","o/o Addl. Chief Engineer, P.H. Circle, Cuttack",1.0,Fee/PreQual/Technical,.pdf,"Regd. Certificate, PAN, GST, Affidavits and other documents as per DTCN.",Construction of Collector Well at Brahmani Head Works and Augmentation of distribution system for Zonal W/S System at Dhenkanal (Reach-II).,Construction of Collector Well at Brahmani Head Works and Augmentation of distribution system for Zonal W/S System at Dhenkanal (Reach-II).,Please refer Tender documents. ,NA ,"6,92,73,000",Civil Works - Water Works,NA ,Tender,120.0,330.0,Dhenkanal,753004.0,NA ,NA ,NA ,"o/o Addl. Chief Engineer, P.H. Circle, Cuttack",No ,No,"10,000",0.0,Nil,Nil,No,"6,93,000",Yes,fixed,,Nil,Nil,PHEO||SEPH-CIRCLE-CUTTACK,ACEPHCTC-02/2025-26 Dtd.21.05.2025,2025_PHEO_113936_1,Yes,Open Tender,Percentage,Works,2.0,No,No,Online,No,No,No,30-May-2025 11:00 AM,17-Jun-2025 12:30 PM,30-May-2025 11:00 AM,16-Jun-2025 05:30 PM,30-May-2025 11:00 AM ,06-Jun-2025 05:30 PM ,30-May-2025 11:00 AM,16-Jun-2025 05:30 PM,16-Jul-2025 03:30 PM,1.0,ICICI BANK,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2945636,CHANDRABHANU BISWAL,16-Jun-2025 11:25 AM,Rejected-AOC,L3,16-Oct-2025 12:02 PM,,,,,,AOC,,,2.0,Finance,.xls,Bill of Quantity,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,ICICI NEFT/RTGS,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,2962397,NETRANANDA SWAIN,16-Jun-2025 11:20 AM,Accepted-AOC,L1,16-Oct-2025 12:02 PM,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,2967780,SUSANTA KUMAR NAYAK,16-Jun-2025 04:57 PM,Rejected-AOC,L2,16-Oct-2025 12:02 PM,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,2966801,Water Tech Engineers,15-Jun-2025 09:12 PM,Rejected-AOC,L4,16-Oct-2025 12:02 PM,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
