Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,S.No,Bank Name,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Name,Address,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Cover No,Cover,Document Type,Description,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Tender Stage,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated on :,Document :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.1,Updated On :,Document :.1,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.2,Updated on :.1,AOC document :,AOC Description :,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Type :,Summary :,Updated By :.3,Updated On :.1,Document :.2,BOQ Comparative Chart :,Tender Stage
16-Jun-2025 10:00 AM,27-Jun-2025 11:00 AM,16-Jun-2025 10:00 AM,26-Jun-2025 05:00 PM,16-Jun-2025 10:00 AM ,26-Jun-2025 05:00 PM ,16-Jun-2025 10:00 AM,26-Jun-2025 05:00 PM,1.0,ICICI BANK,"6,000",0.0,Nil,Nil,No,PA ITDA RAyagada,PA ITDA RAyagada,"24,800",Yes,fixed,,Nil,Nil,ST and SC Development Deptt||ITDA Rayagada,ITDARGDA 02/2025-26,2025_STSCD_114473_23,Yes,National Competitive Bid,Percentage,Works,1.0,No,No,Online,No,No,No,1.0,Fee/PreQual/Technical/Finance,.pdf,"Cost of tender paper, EMD, PAN,GSTIN, Affidavit, Regd. Certificate, and other documents as per DTCN.",Construction of Box cell bridge at Katali Naid Sahi of Maikanch G.P under Kashipur Block,Bridge work,Please refer Tender documents. ,NA ,"24,74,820",Civil Works - Bridges,NA ,Tender,90.0,90.0,Rayagada,765001.0,NA ,NA ,NA ,PA ITDA RAyagada,No ,No,AOC,PAITDA,Internal,JE AE AEE and PA ITDA Rayagada,CHANDRAKANTA MAJHI,07-Oct-2025 07:58 PM,finsummary_543168.pdf (2236.65 KB),PAITDA,Internal,JE AE AEE and PA ITDA Rayagada,CHANDRAKANTA MAJHI,07-Oct-2025 07:41 PM,techsummary_543168.pdf (2236.65 KB),07-Oct-2025,"INR 2,103,844",90.0,CHANDRAKANTA MAJHI,07-Oct-2025 08:12 PM,Work_order_Box_Cell_Bridge_Katali.pdf (385.00 KB),Letter No 1825 dated 26-09-2025 of PA ITDA Rayagada,1,2979881,ANAM CONSTRUCTION,25-Jun-2025 12:55 PM,Rejected-AOC,1st Lowest,07-Oct-2025 08:13 PM,ST and SC Development Deptt||ITDA Rayagada,2025_STSCD_114473_23,ITDARGDA 02/2025-26,Construction of Box cell bridge at Katali Naid Sahi of Maikanch G.P under Kashipur Block,1.0,2978462.0,MOHAN JIT NAYAK,INR,"2,103,844",Finance,Tender opened,CHANDRAKANTA MAJHI,07-Oct-2025 07:23 PM,finance_543168.pdf,BOQ Comparative Chart,AOC
,,,,,,,,2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.xls,Bill of Quantity,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,2,2980259,BAPINA NAIK,25-Jun-2025 08:04 PM,Rejected-AOC,1st Lowest,07-Oct-2025 08:13 PM,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,3,2980253,BHAGYADHAR NAIK,25-Jun-2025 07:41 PM,Rejected-AOC,1st Lowest,07-Oct-2025 08:13 PM,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,4,2980324,CHANDRA SEKHAR SAHUKAR,25-Jun-2025 09:39 PM,Rejected-AOC,1st Lowest,07-Oct-2025 08:13 PM,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,5,2980274,DURJADHANA MAJHI,25-Jun-2025 08:27 PM,Rejected-AOC,1st Lowest,07-Oct-2025 08:13 PM,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,6,2973614,GOBINDA CHANDRA SAHU,19-Jun-2025 02:03 PM,Rejected-AOC,1st Lowest,07-Oct-2025 08:13 PM,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,7,2973210,HINDU CHANDRA MAJHI,23-Jun-2025 06:18 PM,Rejected-AOC,1st Lowest,07-Oct-2025 08:13 PM,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,8,2979515,HRUSHIKESH NAIK,24-Jun-2025 09:16 PM,Rejected-AOC,1st Lowest,07-Oct-2025 08:13 PM,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,9,2979675,KARNI SAPNA,25-Jun-2025 09:43 AM,Rejected-AOC,1st Lowest,07-Oct-2025 08:13 PM,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,10,2978120,KRUSHNA CHANDRA NAIK,23-Jun-2025 01:28 PM,Rejected-AOC,1st Lowest,07-Oct-2025 08:13 PM,,,,,,,,,,,,,,,,AOC
