Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated On :,Document :,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.1,Updated on :,AOC document :,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Type :,Summary :,Updated By :.2,Updated On :.1,Document :.1,BOQ Comparative Chart :,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated on :.1,Document :.2,Tender Stage,Cover No,Cover,Document Type,Description,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,S.No,Bank Name,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Name,Address,Tender Stage
Nimar Charan Panda,Internal,,Nilakantha Kisan,28-Oct-2025 04:10 PM,techsummary_531623.pdf (254.68 KB),28-Oct-2025,"INR 245,591.95",60.0,Nilakantha Kisan,28-Oct-2025 04:37 PM,3.pdf (1931.00 KB),1,2851207,Bigyan Ranjan Swain,11-Mar-2025 10:21 PM,Rejected-AOC,Rejected as L2 bidder,28-Oct-2025 04:37 PM,Finance,ok,Nilakantha Kisan,25-Mar-2025 05:07 PM,finance_531623.pdf,BOQ Comparative Chart,1.0,2849362.0,MAHENDRA PRADHAN,INR,"290,797",Municipal Bodies||Belpahar Municipal Council,2025_ORULB_111174_3,EO/BPHM/04/24-25,Sand filling work at Model Crematorium in Belpahar Municipality area.,Nimar Charan Panda,Internal,,Nilakantha Kisan,28-Oct-2025 04:21 PM,finsummary_531623.pdf (254.68 KB),AOC,1.0,Fee/PreQual/Technical/Finance,.pdf,Scanned copies of required documents as per DTCN,Municipal Bodies||Belpahar Municipal Council,EO/BPHM/04/24-25,2025_ORULB_111174_3,Yes,Open Tender,Percentage,Works,1.0,No,No,Online,No,No,No,"2,000",0.0,Nil,Nil,No,1.0,ICICI BANK,Sand filling work at Model Crematorium in Belpahar Municipality area.,Sand filling work at Model Crematorium in Belpahar Municipality area.,Please refer Tender documents. ,NA ,"3,41,900",Civil Works - Others,NA ,Tender,90.0,60.0,Belpahar Municipality,768218.0,NA ,NA ,NA ,Belpahar Municipality Office,No ,No,01-Mar-2025 10:00 AM,13-Mar-2025 11:00 AM,01-Mar-2025 10:00 AM,12-Mar-2025 05:00 PM,NA ,NA ,01-Mar-2025 10:00 AM,12-Mar-2025 05:00 PM,"3,419",Yes,fixed,,Nil,Nil,"Executive Officer,Belpahar Municipality",At/Po-Belpahar Dist-Jharsuguda Odisha,AOC
,,,,,,,,,,,,2,2849867,BIKASH KUMAR AGRAWAL,10-Mar-2025 10:40 PM,Rejected-AOC,Rejected as L2 bidder,28-Oct-2025 04:37 PM,,,,,,,,,,,,,,,,,,,,,,AOC,,,.pdf,Scanned copies of Online deposit receipt of EMD and Cost of bid documents,,,,,,,,,,,,,,,,,,,,2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,3,2850075,Debendra Sahu,11-Mar-2025 08:30 AM,Rejected-AOC,Rejected as L2 bidder,28-Oct-2025 04:37 PM,,,,,,,,,,,,,,,,,,,,,,AOC,,,.xls,BOQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,4,2850297,Jeetendra Kumar Jaiswal,11-Mar-2025 11:57 AM,Rejected-AOC,Rejected as L2 bidder,28-Oct-2025 04:37 PM,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,5,2849362,MAHENDRA PRADHAN,10-Mar-2025 05:18 PM,Accepted-AOC,Awarded as L1 bidder,28-Oct-2025 04:37 PM,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,6,2851480,M/S SASWAT ENTERPRISES,12-Mar-2025 10:37 AM,Rejected-AOC,Rejected as L2 bidder,28-Oct-2025 04:37 PM,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,7,2850239,NIRMAL PANDEY,11-Mar-2025 11:23 AM,Rejected-AOC,Rejected as L2 bidder,28-Oct-2025 04:37 PM,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,8,2851743,SANTWANA ENTERPRISE,12-Mar-2025 12:47 PM,Rejected-AOC,Rejected as L2 bidder,28-Oct-2025 04:37 PM,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,9,2849593,SATYAJIT JENA,11-Mar-2025 12:04 PM,Rejected-AOC,Rejected as L2 bidder,28-Oct-2025 04:37 PM,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,10,2851120,TANKADHAR KHAMARI,11-Mar-2025 08:06 PM,Rejected-AOC,Rejected as L2 bidder,28-Oct-2025 04:37 PM,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
