Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated On :,Document :,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.1,Updated on :,AOC document :,AOC Description :,Type :,Summary :,Updated By :.2,Updated On :.1,Document :.1,BOQ Comparative Chart :,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated on :.1,Document :.2,Tender Stage,Name,Address,Cover No,Cover,Document Type,Description,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,S.No,Bank Name,Tender Stage
"BDO, Dharmasala",Internal,"AEE,BFO,SO,JE,CP Dharmasala",KALPATARU BISWAL,27-Oct-2025 01:23 PM,techsummary_550705.pdf (612.58 KB),1,3079045,KIRAN MOHAPATRA,13-Sep-2025 08:56 PM,Rejected-Finance,Through Transparent Lottery,27-Oct-2025 01:42 PM,28-Oct-2025,"INR 1,195,092",180.0,Jyotirmaya Kar,30-Oct-2025 12:13 PM,AOCBalangia.pdf (481.00 KB),Issue of Work Order,Finance,4 Nos of Bidders have participated,Jyotirmaya Kar,16-Sep-2025 01:36 PM,,BOQ Comparative Chart,1.0,3081560.0,RABI SETHI,INR,"1,195,092",Panchayati Raj and Drinking Water Department Odisha||Zilla Parisad Jajpur||DHARMASALA Block,2025_PRDHM_117252_4,Tenderonline01 DMSL/2025-26/5584/12.08.25,Const. of Additional Class Room Building at Balangia PUPS of Balangia village under Chakradharpur GP,"BDO, Dharmasala",Internal,"AEE,BFO,SO,JE,CP Dharmasala",KALPATARU BISWAL,27-Oct-2025 01:42 PM,finsummary_550705.pdf (1373.24 KB),AOC,BDO Dharmasala,"Panchayat Samiti Office Dharmasala,Jaraka, Jajpur, 755050",1.0,Fee/PreQual/Technical/Finance,.pdf,"RC,PAN,GSTIN,,AFFIDAVIT,EMD CHALLAN AND OTHER DOCUMENTS AS PER DTCN",Panchayati Raj and Drinking Water Department Odisha||Zilla Parisad Jajpur||DHARMASALA Block,Tenderonline01 DMSL/2025-26/5584/12.08.25,2025_PRDHM_117252_4,Yes,Open Tender,Percentage,Works,1.0,No,No,Online,No,No,No,Const. of Additional Class Room Building at Balangia PUPS of Balangia village under Chakradharpur GP,Building Works,As per DTCN ,NA ,"13,94,061",Civil Works - Buildings,NA ,Tender,90.0,180.0,Balangia,755008.0,NA ,NA ,NA ,"Panchayat Samiti Office, Dharmasala",No ,No,"13,941",Yes,fixed,,Nil,Nil,30-Aug-2025 11:00 AM,16-Sep-2025 11:00 AM,30-Aug-2025 11:00 AM,15-Sep-2025 05:00 PM,30-Aug-2025 11:00 AM ,12-Sep-2025 05:00 PM ,30-Aug-2025 11:00 AM,15-Sep-2025 05:00 PM,"6,000",Nil,Nil,No,1.0,ICICI BANK,AOC
,,,,,,2,3078798,MAHESHWAR BEHERA,13-Sep-2025 07:06 PM,Rejected-Finance,Through Transparent Lottery,27-Oct-2025 01:42 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,.xls,BOQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,ICICI NEFT/RTGS,AOC
,,,,,,3,3081560,RABI SETHI,15-Sep-2025 03:17 PM,Accepted-AOC,Selected through Transparent Lottery submitted the required APSD,30-Oct-2025 12:13 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,4,3081833,TAPAN KUMAR SETHY,15-Sep-2025 04:26 PM,Rejected-Finance,Through Transparent Lottery,27-Oct-2025 01:42 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
