Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,S.No,Bank Name,Name,Address,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Cover No,Cover,Document Type,Description,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Tender Stage,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,AOC Description :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated On :,Document :,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.2,Updated on :.1,Document :.1,Type :,Summary :,Updated By :.3,Updated On :.1,Document :.2,BOQ Comparative Chart :,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Tender Stage
07-Aug-2025 10:00 AM,18-Aug-2025 11:00 AM,07-Aug-2025 10:00 AM,16-Aug-2025 05:00 PM,07-Aug-2025 10:00 AM ,15-Aug-2025 05:00 PM ,07-Aug-2025 10:00 AM,16-Aug-2025 05:00 PM,1.0,ICICI BANK,"EE R.W Division,Padampur","RURAL WORKS DIVISION, PADMAPUR","6,000",0.0,Nil,Nil,No,"38,210",Yes,fixed,,Nil,Nil,Construction of Sub Centre building at Bartunda of Paikmal Block in the district of Bargarh,Construction of Sub Centre building at Bartunda of Paikmal Block in the district of Bargarh,NA ,NA ,"38,21,034",Civil Works - Buildings,NA ,Tender,90.0,270.0,Padampur,768036.0,NA ,NA ,NA ,"O/o the E.E RURAL WORKS DIVISION, PADMAPUR",No ,No,1.0,Fee/PreQual/Technical/Finance,.pdf,"Tender cost,EMD,Affidavit,RC,PAN,GSTIN and other docs as per the DTCN",CE RW I||RWCIRCLE-SAMBALPUR||RWDIVISION-PADMAPUR,Online 05 of 2025-26,2025_CERWI_116481_1,Yes,Open Tender,Percentage,Works,1.0,No,No,Online,No,No,No,AOC,1,3037937,ANANDA KUMAR SINGH,16-Aug-2025 02:03 PM,Rejected-Finance,Not successful in lottery,10-Sep-2025 11:58 AM,08-Oct-2025,"INR 3,248,261",270.0,Tapas Ranjan Lenka,23-Oct-2025 12:53 PM,SC_bartunda_aroon.pdf (1354.00 KB),25/P1 of 2025-26,"Er. Tapas Ranjan Lenka, EE",Internal,Amar Ch. Kumar DA Lalit Ku. Naik JE Est. I/c,Lalit Kumar Naik,10-Sep-2025 10:53 AM,techsummary_548319.pdf (281.77 KB),CE RW I||RWCIRCLE-SAMBALPUR||RWDIVISION-PADMAPUR,2025_CERWI_116481_1,Online 05 of 2025-26,Construction of Sub Centre building at Bartunda of Paikmal Block in the district of Bargarh,"Er. Tapas Ranjan Lenka, EE",Internal,Amar Ch. Kumar DA Lalit Ku. Naik JE Estr. I/c,Lalit Kumar Naik,10-Sep-2025 11:58 AM,finsummary_548319.pdf (192.71 KB),Finance,Eleven bidders have participated,Lalit Kumar Naik,19-Aug-2025 11:53 AM,,BOQ Comparative Chart,1.0,3037801.0,ARUN PRASAD SAHOO,INR,"3,248,261",AOC
,,,,,,,,2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.xls,Boq,,,,,,,,,,,,,,,AOC,2,3037801,ARUN PRASAD SAHOO,16-Aug-2025 10:10 AM,Accepted-AOC,Awarded,23-Oct-2025 12:53 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,3,3036813,KAMALAKANTA MALLICK,15-Aug-2025 03:38 PM,Rejected-Finance,Not successful in lottery,10-Sep-2025 11:58 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,4,3036372,LAKSHAPATI MAHANANDA,14-Aug-2025 07:34 PM,Rejected-AOC,Not awarded,23-Oct-2025 12:53 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,5,3031426,MANARANJAN BARIK,13-Aug-2025 12:21 PM,Rejected-Finance,Not successful in lottery,10-Sep-2025 11:58 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,6,3037475,MANAS RANJAN MISHRA,15-Aug-2025 10:27 PM,Rejected-Finance,Not successful in lottery,10-Sep-2025 11:58 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,7,3037391,NILA MADHAB SAHU,15-Aug-2025 08:37 PM,Rejected-Finance,Not successful in lottery,10-Sep-2025 11:58 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,8,3038638,PAYAL NAGPURE,16-Aug-2025 04:37 PM,Rejected-Finance,Not successful in lottery,10-Sep-2025 11:58 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,9,3031768,Rajendra Jagat,11-Aug-2025 04:30 PM,Rejected-Finance,Not successful in lottery,10-Sep-2025 11:58 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,10,3037488,SANJU SAHU,15-Aug-2025 09:11 PM,Rejected-Finance,Not successful in lottery,10-Sep-2025 11:58 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,11,3037416,SWADHIN MAHAPATRA,15-Aug-2025 10:13 PM,Rejected-Finance,Not successful in lottery,10-Sep-2025 11:58 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
