S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Type :,Summary :,Updated By :,Updated On :,Document :,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated on :,Document :.1,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.2,Updated On :.1,Document :.2,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.3,Updated on :.1,AOC document :,AOC Description :,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Tender Stage,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,S.No,Bank Name,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Name,Address,Cover No,Cover,Document Type,Description,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Tender Stage
1.0,3015387.0,M/s. EASTERN ENGINEERING,INR,"1,699,965",Finance,Six nos bidders participated. one bidder M/s Electrolite Industry have not submitted Bid Security amount hence rejected. . BOQ Comparative Chart is enclosed for reference. The Original documents of bidders to be verified.,Sanjukta Sa,21-Aug-2025 12:40 PM,finance_546464.pdf,BOQ Comparative Chart,Executive Engineer,Internal,Asst. Executive Engineer,Sanjukta Sa,08-Oct-2025 05:42 PM,finsummary_546464.pdf (275.18 KB),Municipal Bodies||Cuttack Municipal Corporation,2025_ORULB_115645_1,MC(CMC)CTC_EL_No.1/2025-26,Supply and installation of decorative lights on the road from Devine Nagar Chhaka to Aparna Nagar Chhaka in ward No. 43.,Executive Engineer,Internal,Asst. Executive Engineer,Sanjukta Sa,08-Oct-2025 05:39 PM,techsummary_546464.pdf (275.18 KB),08-Oct-2025,"INR 1,699,965",60.0,Sanjukta Sa,08-Oct-2025 05:49 PM,WorkOrder.pdf (454.00 KB),Work Order,1,3016408,GLOBAL ENERGY,29-Jul-2025 12:51 PM,Rejected-AOC,Rejected,08-Oct-2025 05:49 PM,AOC,19-Jul-2025 03:00 PM,01-Aug-2025 11:00 AM,19-Jul-2025 03:00 PM,29-Jul-2025 05:00 PM,NA ,NA ,19-Jul-2025 03:00 PM,29-Jul-2025 05:00 PM,1.0,ICICI BANK,Municipal Bodies||Cuttack Municipal Corporation,MC(CMC)CTC_EL_No.1/2025-26,2025_ORULB_115645_1,Yes,Open Tender,Percentage,Works,1.0,No,No,Online,No,No,No,"17,000",Yes,fixed,,Nil,Nil,"7,080",0.0,Nil,Nil,No,"Executive Engineer, CD-III","At Bikash Bhawan, Jagannathlane Badambadi, Dist Cuttack, Pin-753012",1.0,Fee/PreQual/Technical/Finance,.pdf,"TENDER PAPER COST,EMD,GST,PAN,REGISTRATION CERTIFICATE,OTHER DOCUMENTS AS PER DTCN in online.",Supply and installation of decorative lights on the road from Devine Nagar Chhaka to Aparna Nagar Chhaka in ward No. 43.,Supply and installation of decorative lights on the road from Devine Nagar Chhaka to Aparna Nagar Chhaka in ward No. 43.,Please refer Tender documents. ,NA ,"16,94,700",Electrical Works,NA ,Tender,90.0,60.0,CMC,753012.0,NA ,NA ,NA ,"At Bikash Bhawan, Jagannathlane Badambadi",No ,No,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,3016482,MARUTI CONSTRUCTIONS,29-Jul-2025 01:20 PM,Rejected-AOC,Rejected,08-Oct-2025 05:49 PM,AOC,,,,,,,,,2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.xls,Bill of Quantity,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,3015387,M/s. EASTERN ENGINEERING,29-Jul-2025 10:34 AM,Accepted-AOC,Accepted,08-Oct-2025 05:49 PM,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,3016509,M/S ELECTROLITE INDUSTRY,29-Jul-2025 01:47 PM,Not Admitted-Fee/PreQual/Technical/Finance,Others-Due to not submitted the required Bid security amount hence rejected.,21-Aug-2025 12:40 PM,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,3015750,M/S JAIMATADI ELECTRICALS,28-Jul-2025 07:02 PM,Rejected-AOC,Rejected,08-Oct-2025 05:49 PM,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,3014351,M/s.TULSHI ENTERPRISES,29-Jul-2025 01:31 PM,Rejected-AOC,Rejected,08-Oct-2025 05:49 PM,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
