Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,S.No,Bank Name,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Name,Address,Cover No,Cover,Document Type,Description,Tender Stage,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,AOC Description :,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated On :,Document :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.2,Updated on :.1,Document :.1,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Type :,Summary :,Updated By :.3,Updated On :.1,Document :.2,BOQ Comparative Chart :,Tender Stage
Shifting and reconstruction of LT HT line substation due to impvt such as widening and strengthening to Tangi Bye pass road from 0.00 km to 1.400 km Tangi in the district of Cuttack,Shifting and reconstruction of LT HT line substation due to impvt such as widening and strengthening to Tangi Bye pass road from 0.00 km to 1.400 km Tangi in the district of Cuttack,Please refer Tender documents. ,NA ,"46,04,710",Electrical Works,NA ,Tender,90.0,180.0,Tangi,754022.0,NA ,NA ,NA ,"SE CBT R and B Division, Choudwar",No ,No,1.0,ICICI BANK,"46,100",No,fixed,,Nil,Nil,EIC-CIVIL||SERNB-CIRCLE-DHENKANAL||EERNB DIVN CHARBATIA,SE CBT (R and B)-14/2025-26,2025_EICCL_117497_3,Yes,National Competitive Bid,Percentage,Works,1.0,No,No,Online,No,No,No,"6,000",0.0,Nil,Nil,No,01-Sep-2025 10:00 AM,09-Sep-2025 11:00 AM,01-Sep-2025 10:00 AM,08-Sep-2025 05:00 PM,01-Sep-2025 10:00 AM ,06-Sep-2025 05:00 PM ,01-Sep-2025 10:00 AM,08-Sep-2025 05:00 PM,"SE CBT R and B Division, Choudwar","SE CBT R and B Division, Choudwar",1.0,Fee/PreQual/Technical/Finance,.pdf,"Tender cost, PAN, GSTIN, Affidavit, RC, EMD",AOC,28-Oct-2025,"INR 3,914,464",180.0,Ajit Kumar Ray,28-Oct-2025 07:08 PM,3.pdf (2991.00 KB),Actual date of commencement is dt.15.10.2025,1,3069339,AYUSH POWER INFRASTRUCTURE,08-Sep-2025 04:00 PM,Rejected-Technical,Not Winning the lottery,28-Oct-2025 07:03 PM,A K Ray,Internal,S Mukherjee S Singh I Priyadarshani,Ajit Kumar Ray,28-Oct-2025 07:03 PM,techsummary_550803.pdf (5775.32 KB),A K Ray,Internal,S Mukherjee S Singh I Priyadarshani,Ajit Kumar Ray,28-Oct-2025 07:05 PM,finsummary_550803.pdf (5775.32 KB),EIC-CIVIL||SERNB-CIRCLE-DHENKANAL||EERNB DIVN CHARBATIA,2025_EICCL_117497_3,SE CBT (R and B)-14/2025-26,Shifting and reconstruction of LT HT line substation due to impvt such as widening and strengthening to Tangi Bye pass road from 0.00 km to 1.400 km Tangi in the district of Cuttack,1.0,3068462.0,BABA ELECTRICAL CONSTRUCTION,INR,"3,914,464",Finance,All are valid tender,Ajit Kumar Ray,28-Oct-2025 07:00 PM,finance_550803.pdf,BOQ Comparative Chart,AOC
,,,,,,,,,,,,,,,,,,2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Other documents as per DTCN,AOC,,,,,,,,2,3068462,BABA ELECTRICAL CONSTRUCTION,08-Sep-2025 01:07 PM,Accepted-AOC,Winner of the transparent Lottery,28-Oct-2025 07:08 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.xls,BOQ,AOC,,,,,,,,3,3069050,MANGALA PRASANNA NAYAK,08-Sep-2025 02:16 PM,Rejected-Technical,Not Winning the lottery,28-Oct-2025 07:03 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,4,3068723,M/S JAY MAA TARINI ELECTRICAL AND CONSTRUCTION,08-Sep-2025 01:06 PM,Rejected-Technical,Not Winning the lottery,28-Oct-2025 07:03 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,5,3068756,M/S. MAA LAXMI ELECTRICALS,08-Sep-2025 01:14 PM,Rejected-Technical,Not winning in the lottery,28-Oct-2025 07:03 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
