Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Name,Address,Cover No,Cover,Document Type,Description,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,S.No,Bank Name,Tender Stage,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated On :,Document :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.2,Updated on :.1,Document :.1,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Type :,Summary :,Updated By :.3,Updated On :.1,Document :.2,BOQ Comparative Chart :,Tender Stage
Chief Engineer Mech - WR Bhubaneswar||SE Mechanical Circle Bhubaneswar||EE Mechanical Division Cuttack,SE/MDC-02(01)/2025-26,2025_CEMWR_112245_1,Yes,Open Tender,Percentage,Works,1.0,No,No,Online,No,No,No,"7,400",No,fixed,,Nil,Nil,"SuperintendingEngineerMechanicalDivision,Cuttack","O/o The SuperintendingEngineerMechanicalDivision,Cuttack",1.0,Fee/PreQual/Technical/Finance,.pdf,"RC,GST,PAN,AFFIDAVIT AND ALL OTHER DOCUMENTS AS PER DTCN.","4,000",0.0,Nil,Nil,No,"Supply, fabrication, transportation and erection of Saharataila CD HR gates of Athagarh Block under Minor Irrigation Division, Cuttack for the year 2024-25","Supply, fabrication, transportation and erection of Saharataila CD HR gates of Athagarh Block under Minor Irrigation Division, Cuttack for the year 2024-25",Please refer Tender documents. ,NA ,"7,31,924",Mechanical Works,NA ,Tender,90.0,30.0,ATHAGARH,754029.0,NA ,NA ,NA ,CUTTACK,No ,No,08-Apr-2025 11:00 AM,23-Apr-2025 11:00 AM,08-Apr-2025 11:00 AM,22-Apr-2025 05:00 PM,08-Apr-2025 11:00 AM ,22-Apr-2025 05:00 PM ,08-Apr-2025 11:00 AM,22-Apr-2025 05:00 PM,1.0,ICICI BANK,AOC,1,2890566,ABHISEKH ENTERPRISERS,21-Apr-2025 04:43 PM,Rejected-Technical,LOSER OF LOTTERY,29-Oct-2025 01:13 PM,30-Oct-2025,"INR 622,210",30.0,BISHNU NARAYAN MOHAPATRA,30-Oct-2025 04:15 PM,21A.pdf (719.00 KB),"SUPERINTENDING ENGINEER, MECHANICAL DIVISION, JAGATPUR, CUTTACK",Internal,,BISHNU NARAYAN MOHAPATRA,29-Oct-2025 01:13 PM,techsummary_535467.pdf (1608.75 KB),"SUPERINTENDING ENGINEER, MECHANICAL DIVISION, JAGATPUR, CUTTACK",Internal,,BISHNU NARAYAN MOHAPATRA,29-Oct-2025 06:04 PM,finsummary_535467.pdf (718.76 KB),Chief Engineer Mech - WR Bhubaneswar||SE Mechanical Circle Bhubaneswar||EE Mechanical Division Cuttack,2025_CEMWR_112245_1,SE/MDC-02(01)/2025-26,"Supply, fabrication, transportation and erection of Saharataila CD HR gates of Athagarh Block under Minor Irrigation Division, Cuttack for the year 2024-25",1.0,2887913.0,POOJARINI ENTERPRISERS,INR,"622,210",Finance,ALL BID DOCUMENTS ARE DOWNLOADED SUCCESSFULLY.,BISHNU NARAYAN MOHAPATRA,23-Apr-2025 01:51 PM,,BOQ Comparative Chart,AOC
,,,,,,,,,,,,,,,,,,,,,,,,.xls,BOQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,ICICI NEFT/RTGS,AOC,2,2887231,"ACHYUTA NANDA SWAIN ,PROPRIETOR M/S. ADITYA ENTERPRISER.",19-Apr-2025 11:15 AM,Rejected-Technical,LOSER OF LOTTERY,29-Oct-2025 01:13 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,3,2887909,ANJAN KUMAR JENA,19-Apr-2025 05:29 PM,Rejected-Technical,LOSER OF LOTTERY,29-Oct-2025 01:13 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,4,2879559,BANASHREE BHUYAN,19-Apr-2025 01:34 PM,Rejected-Technical,LOSER OF LOTTERY,29-Oct-2025 01:13 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,5,2883489,DASH ENGINEERING AND WORKS,21-Apr-2025 08:00 AM,Rejected-Technical,LOSER OF LOTTERY,29-Oct-2025 01:13 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,6,2891150,DASH ENTERPRISERS PROP.RAJEEB LOCHAN DASH,22-Apr-2025 10:11 AM,Rejected-Technical,LOSER OF LOTTERY,29-Oct-2025 01:13 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,7,2879578,LAXMIDHRA BHUYAN,19-Apr-2025 01:17 PM,Rejected-Technical,LOSER OF LOTTERY,29-Oct-2025 01:13 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,8,2888470,Manashi Dash (Prop - M/s. Babby Engg. & Works),21-Apr-2025 08:04 AM,Rejected-Technical,LOSER OF LOTTERY,29-Oct-2025 01:13 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,9,2882816,M/S Abirvab Steel Product,22-Apr-2025 12:49 PM,Rejected-Technical,LOSER OF LOTTERY,29-Oct-2025 01:13 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,10,2888686,M/S ADITYA INDUSTRIAL ENTERPRISERS(PROP.SUKANTA SAHOO),19-Apr-2025 05:10 PM,Rejected-Technical,LOSER OF LOTTERY,29-Oct-2025 01:13 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
