Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,S.No,Bank Name,Cover No,Cover,Document Type,Description,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Name,Address,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Tender Stage,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated on :,Document :,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Type :,Summary :,Updated By :.1,Updated On :,Document :.1,BOQ Comparative Chart :,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.2,Updated on :.1,AOC document :,AOC Description :,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated On :.1,Document :.2,Tender Stage
"4,000",0.0,Nil,Nil,No,07-Aug-2025 10:00 AM,18-Aug-2025 11:00 AM,07-Aug-2025 10:00 AM,16-Aug-2025 03:00 PM,07-Aug-2025 10:00 AM ,16-Aug-2025 03:00 PM ,07-Aug-2025 10:00 AM,16-Aug-2025 03:00 PM,CE RW I||RWCIRCLE-SUNABEDA||RWDIVISION-NAWARANGAPUR,EERWNGP Online 04 2025 26,2025_CERWI_116577_1,Yes,Open Tender,Percentage,Works,1.0,No,No,Online,No,No,No,1.0,ICICI BANK,1.0,Fee/PreQual/Technical/Finance,.pdf,License PAN Card GSTIN affidavit and as per DTCN,"5,083",Yes,percentage,1.0%,Nil,Nil,Executive Engineer,"RURAL WORKS DIVISION-I, NAWARANGPUR",SR to Out Post Building at Dangarbheja in Nandahandi Block for the year 2025 26,SR to Out Post Building at Dangarbheja in Nandahandi Block for the year 2025 26,Please refer Tender documents ,NA ,"5,08,278",Civil Works - Buildings,NA ,Tender,90.0,60.0,Nandahandi,764078.0,NA ,NA ,NA ,"RURAL WORKS DIVISION, NAWARANGPUR",No ,No,AOC,Executive Engineer,Internal,"Estimator,DAO,EE",Shiba Sankar Mohanta,30-Oct-2025 05:48 PM,finsummary_548582.pdf (1638.00 KB),CE RW I||RWCIRCLE-SUNABEDA||RWDIVISION-NAWARANGAPUR,2025_CERWI_116577_1,EERWNGP Online 04 2025 26,SR to Out Post Building at Dangarbheja in Nandahandi Block for the year 2025 26,1.0,3033981.0,SHASHI BHUSAN PRAHARAJ,INR,"432,087",Finance,Tender to be opened,Shiba Sankar Mohanta,30-Oct-2025 05:37 PM,finance_548582.pdf,BOQ Comparative Chart,30-Oct-2025,"INR 508,278",60.0,Jay Prakash Soren,31-Oct-2025 11:09 AM,AOC.pdf (242.00 KB),Award of Contract,1,3034416,AKASH BISSOI,13-Aug-2025 12:06 PM,Rejected-AOC,Disqualified in transparent lottery,31-Oct-2025 11:09 AM,Executive Engineer,Internal,"Estimator,DAO,EE",Shiba Sankar Mohanta,30-Oct-2025 05:41 PM,techsummary_548582.pdf (1638.00 KB),AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,ICICI NEFT/RTGS,,,.xls,Boq,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,3037507,ANJALI BISWAS,16-Aug-2025 12:19 PM,Rejected-AOC,Disqualified in transparent lottery,31-Oct-2025 11:09 AM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,3035094,ASHOK MOHANTY,13-Aug-2025 06:57 PM,Rejected-AOC,Disqualified in transparent lottery,31-Oct-2025 11:09 AM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,3037026,BIKASH KUMAR AGRAWAL,15-Aug-2025 07:16 PM,Rejected-AOC,Disqualified in transparent lottery,31-Oct-2025 11:09 AM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,3037681,BIPANNA NANDI,16-Aug-2025 11:33 AM,Rejected-AOC,Disqualified in transparent lottery,31-Oct-2025 11:09 AM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,3035080,Brajendra Naik,15-Aug-2025 08:06 PM,Rejected-AOC,Disqualified in transparent lottery,31-Oct-2025 11:09 AM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,3036958,CHANDRA HARIJAN,15-Aug-2025 02:40 PM,Rejected-AOC,Disqualified in transparent lottery,31-Oct-2025 11:09 AM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,3036854,DEBA RANJAN PATRA,15-Aug-2025 12:53 PM,Rejected-AOC,Disqualified in transparent lottery,31-Oct-2025 11:09 AM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,3030795,DETYARAJ PAHALADA SAHA,12-Aug-2025 08:30 PM,Rejected-AOC,Disqualified in transparent lottery,31-Oct-2025 11:09 AM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,3032969,DIPAK KUMAR SETHY,12-Aug-2025 03:59 PM,Rejected-AOC,Disqualified in transparent lottery,31-Oct-2025 11:09 AM,,,,,,,AOC
