Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Name,Address,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,S.No,Bank Name,Cover No,Cover,Document Type,Description,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Tender Stage,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated on :,Document :,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Type :,Summary :,Updated By :.1,Updated On :,Document :.1,BOQ Comparative Chart :,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.2,Updated on :.1,AOC document :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated On :.1,Document :.2,Tender Stage
"Fabrication, supply, transportation and erection of Dianalla check dam , Rajkanika block near village Domunda under M.I division jajpur for the year 2023-24.","Fabrication, supply, transportation and erection of Dianalla check dam , Rajkanika block near village Domunda under M.I division jajpur for the year 2023-24.",Please refer Tender documents. ,NA ,"5,40,085",Mechanical Works,NA ,Tender,90.0,60.0,"DOMUNDA, RAJKANIKA BLOCK",754220.0,NA ,NA ,NA ,CUTTACK,No ,No,SUPERINTENDING ENGINEER,"SUPERINTENDING ENGINEER, MECHANICAL DIVISION, CUTTACK",06-Nov-2024 11:00 AM,20-Nov-2024 11:00 AM,06-Nov-2024 11:00 AM,19-Nov-2024 05:00 PM,06-Nov-2024 11:00 AM ,19-Nov-2024 05:00 PM ,06-Nov-2024 11:00 AM,19-Nov-2024 05:00 PM,Chief Engineer Mech - WR Bhubaneswar||SE Mechanical Circle Bhubaneswar||EE Mechanical Division Cuttack,SE/MDC-13(1)/2024-25,2024_CEMWR_106290_1,Yes,Open Tender,Percentage,Works,1.0,No,No,Online,No,No,No,1.0,ICICI BANK,1.0,Fee/PreQual/Technical/Finance,.pdf,"RC, GST, PAN, AFFIDAVIT AND ALL OTHER DOCUMENTS AS PER DTCN","5,400",No,fixed,,Nil,Nil,"4,000",0.0,Nil,Nil,No,AOC,"SUPERINTENDING ENGINEER, MECHANICAL DIVISION, JAGATPUR, CUTTACK",Internal,,BISHNU NARAYAN MOHAPATRA,23-May-2025 06:28 PM,finsummary_513948.pdf (339.16 KB),Chief Engineer Mech - WR Bhubaneswar||SE Mechanical Circle Bhubaneswar||EE Mechanical Division Cuttack,2024_CEMWR_106290_1,SE/MDC-13(1)/2024-25,"Fabrication, supply, transportation and erection of Dianalla check dam , Rajkanika block near village Domunda under M.I division jajpur for the year 2023-24.",1.0,2637094.0,"ACHYUTA NANDA SWAIN ,PROPRIETOR M/S. ADITYA ENTERPRISER.",INR,"459,130",Finance,ALL BID DOCUMENTS ARE DOWNLOADED HERE.,BISHNU NARAYAN MOHAPATRA,20-Nov-2024 12:16 PM,,BOQ Comparative Chart,1,2637094,"ACHYUTA NANDA SWAIN ,PROPRIETOR M/S. ADITYA ENTERPRISER.",10-Nov-2024 10:10 PM,Accepted-AOC,SUCESSFUL BIDDER AND WINNER OF LOTTERY,27-Oct-2025 05:40 PM,28-May-2025,"INR 459,130",60.0,BISHNU NARAYAN MOHAPATRA,27-Oct-2025 05:40 PM,131.pdf (991.00 KB),"SUPERINTENDING ENGINEER, MECHANICAL DIVISION, JAGATPUR, CUTTACK",Internal,,BISHNU NARAYAN MOHAPATRA,23-May-2025 03:57 PM,techsummary_513948.pdf (666.70 KB),AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,ICICI NEFT/RTGS,,,.xls,BOQ,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,2,2632046,BANASHREE BHUYAN,18-Nov-2024 10:34 PM,Rejected-Technical,LOSER OF LOTTERY,23-May-2025 03:57 PM,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,3,2630270,BASUDEV PANIGRAHI,08-Nov-2024 12:15 AM,Rejected-Technical,LOSER OF LOTTERY,23-May-2025 03:57 PM,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,4,2650237,JITENDRIY NAYAK,19-Nov-2024 03:17 PM,Rejected-Technical,LOSER OF LOTTERY,23-May-2025 03:57 PM,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,5,2622847,Manashi Dash (Prop - M/s. Babby Engg. & Works),19-Nov-2024 10:32 AM,Rejected-Technical,LOSER OF LOTTERY,23-May-2025 03:57 PM,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,6,2641479,M/S Abirvab Steel Product,19-Nov-2024 11:10 AM,Rejected-Technical,LOSER OF LOTTERY,23-May-2025 03:57 PM,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,7,2643428,M/s. ASHIRBAD INDUSTRIES Prp. PRAKASH CHANDRA LENKA,19-Nov-2024 03:47 PM,Rejected-Technical,LOSER OF LOTTERY,23-May-2025 03:57 PM,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,8,2634038,M/S Ashreebad Fabricators,18-Nov-2024 12:56 PM,Rejected-Technical,LOSER OF LOTTERY,23-May-2025 03:57 PM,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,9,2643406,M/s. BHAGABATI INDUSTRIES Prop. NIRANJAN PANDA,19-Nov-2024 04:00 PM,Rejected-Technical,LOSER OF LOTTERY,23-May-2025 03:57 PM,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,10,2652608,"M/S MOHANTY INDUSTRIAL ENTERPRISERS -PROPRIETOR ,MALAYA KUMAR MOHANTY",18-Nov-2024 07:30 PM,Rejected-Technical,LOSER OF LOTTERY,23-May-2025 03:57 PM,,,,,,,,,,,,,AOC
