EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,S.No,Bank Name,Name,Address,Cover No,Cover,Document Type,Description,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Tender Stage,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated on :,Document :,Type :,Summary :,Updated By :.1,Updated On :,Document :.1,BOQ Comparative Chart :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.2,Updated on :.1,AOC document :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated On :.1,Document :.2,Tender Stage
"15,500",Yes,fixed,,Nil,Nil,Const of Additional Classroom of Kalakala High School,Classroom building,Please refer Tender documents. ,NA ,"15,21,255",Civil Works - Buildings,NA ,Tender,90.0,180.0,"Salapada GP, Badachana",754296.0,NA ,NA ,NA ,PANCHAYAT SAMITI OFFICE BARCHANA,No ,No,1,ICICI BANK,BDO Barchana,PANCHAYAT SAMITI OFFICE BARCHANA,1.0,Fee/PreQual/Technical/Finance,.pdf,"Tender Cost, EMD, RC, GSTIN, PAN, NRC and other documents as per DTCN",Panchayati Raj and Drinking Water Department Odisha||Zilla Parisad Jajpur||BADCHANA Block,Tenderonline01 BAD/2025-26/2845/22.05.2025,2025_PRBCN_113919_9,Yes,Open Tender,Percentage,Works,1.0,No,No,Online,No,No,No,"6,000",Nil,Nil,No,29-May-2025 01:50 PM,09-Jun-2025 11:30 AM,29-May-2025 01:55 PM,09-Jun-2025 11:00 AM,29-May-2025 01:55 PM ,09-Jun-2025 10:00 AM ,29-May-2025 01:55 PM,09-Jun-2025 11:00 AM,AOC,Panchayati Raj and Drinking Water Department Odisha||Zilla Parisad Jajpur||BADCHANA Block,2025_PRBCN_113919_9,Tenderonline01 BAD/2025-26/2845/22.05.2025,Const of Additional Classroom of Kalakala High School,BDO BADACHANA,Internal,"BFO, AEE, SO, CP,AE/ JE Concerned of Barchana Block",Parthasarathi Panda,12-Aug-2025 08:00 PM,finsummary_541361.pdf (965.72 KB),Finance,Two bidders are admitted,Rajanikanta Behera,09-Jun-2025 05:33 PM,,BOQ Comparative Chart,1.0,2955828.0,KUNI MALIK,INR,"1,293,219",1,2955872,ALOK KUMAR PRUSTY,07-Jun-2025 08:15 PM,Rejected-Finance,Rejected in the transparent lottery,12-Aug-2025 08:00 PM,24-Oct-2025,"INR 1,521,255",180.0,Rabindra Kumar Pradhan,24-Oct-2025 06:05 PM,AOC_Kalakala_HS.pdf (331.00 KB),BDO BADACHANA,Internal,"BFO, AEE, SO, CP,AE/ JE Concerned of Barchana Block",Parthasarathi Panda,12-Aug-2025 06:57 PM,techsummary_541361.pdf (594.38 KB),AOC
,,,,,,,,,,,,,,,,,,,,,,,,2,ICICI NEFT/RTGS,,,,,.xls,BOQ,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,2,2955828,KUNI MALIK,07-Jun-2025 07:34 PM,Accepted-AOC,L1 in the transparent lottery and done agreement submitting all security deposits.,24-Oct-2025 06:05 PM,,,,,,,,,,,,,AOC
