S.No,Bank Name,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Cover No,Cover,Document Type,Description,Name,Address,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Tender Stage,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,AOC Description :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated On :,Document :,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.2,Updated on :.1,Document :.1,Type :,Summary :,Updated By :.3,Updated On :.1,Document :.2,BOQ Comparative Chart :,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Tender Stage
1.0,ICICI BANK,"Reinforcement of Gourgoth-II, III, IV, V, VI and Ratakhandi-II operable L.I.Projects under Deogaon Block (State Plan Fund)","Reinforcement of Gourgoth-II, III, IV, V, VI and Ratakhandi-II operable L.I.Projects under Deogaon Block (State Plan Fund)",Please refer Tender documents. ,NA ,"44,36,705",Civil Works - Lift Irrigation Schemes,NA ,Tender,90.0,90.0,BALANGIR,767002.0,NA ,NA ,NA ,"O/O. the E.E., L.I. Division, Balangir",No ,No,17-Jun-2025 11:00 AM,25-Jun-2025 11:00 AM,17-Jun-2025 11:00 AM,24-Jun-2025 05:00 PM,17-Jun-2025 11:00 AM ,23-Jun-2025 05:00 PM ,17-Jun-2025 11:00 AM,24-Jun-2025 05:00 PM,Orissa Lift Irrigation Corporation||LI Western Circle Bhawanipatna||LI Division Bolangir,OLIC-BLGR-01/2025-26,2025_OLIC_114438_34,Yes,Open Tender,Percentage,Works,1.0,No,No,Online,No,No,No,1.0,Fee/PreQual/Technical/Finance,.pdf,"RC, PAN, GSTIN, AFFIDAVIT, EMD, PAPER COST, NO RELATION CERTIFICATE AND OTHER DOCUMENTS AS PER DTCN","E.E., L.I. Division, Balangir","O/O. the E.E., L.I. Division, Balangir","11,800",0.0,Nil,Nil,No,"44,367",Yes,percentage,1.0%,Nil,Nil,AOC,1,2977481,ABHIJIT PANIGRAHI,22-Jun-2025 12:03 PM,Accepted-AOC,Success on Lottery System,13-Oct-2025 10:31 AM,13-Oct-2025,"INR 4,436,705",90.0,APARNA MISHRA,13-Oct-2025 10:31 AM,34.pdf (1018.00 KB),Success on Lottery System,EE,Internal,EE and others,APARNA MISHRA,13-Oct-2025 10:22 AM,techsummary_543092.pdf (202.18 KB),Orissa Lift Irrigation Corporation||LI Western Circle Bhawanipatna||LI Division Bolangir,2025_OLIC_114438_34,OLIC-BLGR-01/2025-26,"Reinforcement of Gourgoth-II, III, IV, V, VI and Ratakhandi-II operable L.I.Projects under Deogaon Block (State Plan Fund)",EE,Internal,EE and others,APARNA MISHRA,13-Oct-2025 10:27 AM,finsummary_543092.pdf (1018.07 KB),Finance,11 Nos.,APARNA MISHRA,13-Oct-2025 08:23 AM,finance_543092.pdf,BOQ Comparative Chart,1.0,2977481.0,ABHIJIT PANIGRAHI,INR,"3,771,643",AOC
2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.xls,BILL OF QUANTITY,,,,,,,,,,,,,,AOC,2,2978856,ANANTA SAHU,24-Jun-2025 10:49 AM,Rejected-Finance,Unsuccess on Lottery System,13-Oct-2025 10:27 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,3,2979183,ARTATRANA MOHAPATRA,24-Jun-2025 02:55 PM,Rejected-Finance,Unsuccess on Lottery System,13-Oct-2025 10:27 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,4,2978601,BISHAL AGRAWALLA,23-Jun-2025 10:41 PM,Rejected-Finance,Unsuccess on Lottery System,13-Oct-2025 10:27 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,5,2978207,DEBADATTA KHAMARI,24-Jun-2025 01:26 PM,Rejected-Finance,Unsuccess on Lottery System,13-Oct-2025 10:27 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,6,2976034,KARAN JAIN,21-Jun-2025 09:07 PM,Rejected-Finance,Unsuccess on Lottery System,13-Oct-2025 10:27 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,7,2978028,NILESH KUMAR JAIN,23-Jun-2025 09:02 PM,Rejected-Finance,Unsuccess on Lottery System,13-Oct-2025 10:27 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,8,2977199,PRATIK ARYA,21-Jun-2025 06:10 PM,Rejected-Finance,Unsuccess on Lottery System,13-Oct-2025 10:27 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,9,2978152,REBATI RAMAN SAHU,23-Jun-2025 05:10 PM,Rejected-Finance,Unsuccess on Lottery System,13-Oct-2025 10:27 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,10,2973426,Softech Systems,19-Jun-2025 01:19 PM,Rejected-Finance,Unsuccess on Lottery System,13-Oct-2025 10:27 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,11,2978579,Sunil Ranjan Swain,24-Jun-2025 10:25 AM,Rejected-Finance,Unsuccess on Lottery System,13-Oct-2025 10:27 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
