Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Name,Address,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Cover No,Cover,Document Type,Description,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,S.No,Bank Name,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,S.No.1,Corrigendum Title,Corrigendum Type,View,Tender Stage,Type :,Summary :,Updated By :,Updated On :,Document :,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated On :.1,Financial Bid Opening Date:,Document :.1,Type :.1,Summary :.1,Updated By :.2,Updated On :.2,Document :.2,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated on :,Document :.3,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.4,Updated on :.1,AOC document :,AOC Description :,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Tender Stage
"10,000",0.0,Nil,Nil,No,10-Jul-2024 10:00 AM,13-Aug-2024 11:30 AM,10-Jul-2024 10:00 AM,12-Aug-2024 05:30 PM,NA ,NA ,10-Jul-2024 10:00 AM,12-Aug-2024 05:30 PM,17-May-2025 11:00 AM,"Chief Engineer, DPI and Roads, Odisha","Office of the E.I.C. Civil, Odisha, Nirman Soudha, New Building, Unit-V, Bhubaneswar",Improvement such as widening and strengthening of Dahya-Talapadar-Sagada road from 0/000 km to 15/450 km and 15/650 km to 16/200 km in the district of Boudh under State Plan,Improvement such as widening and strengthening of Dahya-Talapadar-Sagada road from 0/000 km to 15/450 km and 15/650 km to 16/200 km in the district of Boudh under State Plan,Please refer Tender documents. ,NA ,"34,13,56,361",Civil Works - Roads,NA ,Tender,90.0,510.0,In Boudh Dist,751001.0,NA ,NA ,NA ,"O/o the E.I.C. Civil, Odisha, Bhubaneswar",No ,No,1.0,Fee/PreQual/Technical,.pdf,"Online proof copy of Tender Cost and EMD, GSTIN, PAN, RC and Affidavit",EIC-CIVIL,CE-DPI AND R- 01/2024-25,2024_EICCL_103432_14,Yes,Open Tender,Percentage,Works,2.0,No,No,Online,No,No,No,1.0,ICICI BANK,"34,14,000",Yes,fixed,,Nil,Nil,1.0,2nd Corrigendum,Date,,AOC,Finance,Opening,Pradipta Kumar Nayak,17-May-2025 12:11 PM,,BOQ Comparative Chart,EIC Civil cum Roads Odisha,Internal,,Pradipta Kumar Nayak,15-May-2025 12:32 PM,17-May-2025 11:00 AM,techsummary_502326.pdf (449.04 KB),Technical,Opening,Pradipta Kumar Nayak,13-Aug-2024 12:34 PM,,CE Roads,Internal,,Pradipta Kumar Nayak,04-Aug-2025 04:33 PM,finsummary_502326.pdf (3647.99 KB),03-Sep-2025,"INR 290,187,042",510.0,Bijaya Laxmi Panda,10-Oct-2025 05:15 PM,DahyaAGREEMENT.pdf (2069.00 KB),125P1 of 2025-26,1,2518642,BANSAL INFRAPROJECTS PRIVATE LIMITED,12-Aug-2024 01:01 PM,Rejected-Finance,Other than L1 and L2 bidder,04-Aug-2025 04:33 PM,EIC-CIVIL,2024_EICCL_103432_14,CE-DPI AND R- 01/2024-25,Improvement such as widening and strengthening of Dahya-Talapadar-Sagada road from 0/000 km to 15/450 km and 15/650 km to 16/200 km in the district of Boudh under State Plan,1.0,2516881.0,Orient Constructions Pvt. Ltd.,INR,"290,187,042",AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Machineries and work experience,,,,,,,,,,,,,,,2.0,ICICI NEFT/RTGS,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2517659,BKD INFRASTRUCTURE PRIVATE LIMITED,25-Jul-2024 12:39 PM,Rejected-Finance,Other than L1 and L2 bidder,04-Aug-2025 04:33 PM,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Other documents as per DTCN,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,2518559,GYANENDRA KUMAR ROUTRAY,25-Jul-2024 04:15 PM,Rejected-Technical,Non-responsive,15-May-2025 12:32 PM,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,Finance,.xls,Bill of quantities,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,2518093,LAL MOHAN PANDA,25-Jul-2024 04:56 PM,Rejected-Finance,Other than L1 and L2 bidder,04-Aug-2025 04:33 PM,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,2518527,NANDA INFRA CONSTRUCTION PRIVATE LIMITED,12-Aug-2024 04:30 PM,Rejected-Finance,Other than L1 and L2 bidder,04-Aug-2025 04:33 PM,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,2516881,Orient Constructions Pvt. Ltd.,24-Jul-2024 06:22 PM,Accepted-AOC,Selected as L1 bidder,10-Oct-2025 05:15 PM,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,2516582,SHANTI CONSTRUCTION SAMBALPUR PVT. LTD.,24-Jul-2024 06:29 PM,Rejected-Finance,Other than L1 and L2 bidder,04-Aug-2025 04:33 PM,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,2516990,Shivam Condev Private Limited,25-Jul-2024 11:07 AM,Rejected-AOC,L1 bidder,10-Oct-2025 05:15 PM,,,,,,,,,,AOC
