S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Type :,Summary :,Updated By :,Updated On :,Document :,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated on :,Document :.1,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.2,Updated On :.1,Document :.2,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.3,Updated on :.1,AOC document :,AOC Description :,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Tender Stage,S.No,Bank Name,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Name,Address,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Cover No,Cover,Document Type,Description,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Tender Stage
1.0,3000892.0,PRATAP ROUT,INR,"1,424,830.91",Finance,ADMITTED,POONAM MAHAPATRA,18-Jul-2025 12:05 PM,finance_544790.pdf,BOQ Comparative Chart,"Poonam Mahapatra,BDO,Chilika",Internal,,POONAM MAHAPATRA,18-Jul-2025 01:44 PM,finsummary_544790.pdf (556.84 KB),Panchayati Raj and Drinking Water Department Odisha||Zilla Parisad Khordha||CHILIKA Block,2025_PRCHK_115009_2,2/CPS/2025-26,"Construction of Additional Class Room Building at Dasarathi Govt High School at Kalupadaghat,Jaripada GP Chilika Block","Poonam Mahapatra,BDO,Chilika",Internal,,POONAM MAHAPATRA,18-Jul-2025 12:49 PM,techsummary_544790.pdf (556.84 KB),07-Aug-2025,"INR 1,424,830.91",180.0,POONAM MAHAPATRA,15-Oct-2025 04:37 PM,acrjaripada.pdf (615.00 KB),Contract value is excluding GST,1,3002486,JAGAJIBAN CHHOTARAY,17-Jul-2025 04:24 PM,Rejected-AOC,L2 bidder,15-Oct-2025 04:37 PM,AOC,1,ICICI BANK,"Construction of Additional Class Room Building at Dasarathi Govt High School at Kalupadaghat,Jaripada GP Chilika Block","Construction of Additional Class Room Building at Dasarathi Govt High School at Kalupadaghat,Jaripada GP Chilika Block",Please refer Tender documents. ,NA ,"14,39,223",Civil Works - Buildings,NA ,Tender,120.0,180.0,CHILIKA BLOCK,752034.0,NA ,NA ,NA ,CHILIKA BLOCK OFFICE,No ,No,"BDO,CHILIKA","AT/PO-GANGADHARPUR, DIST-KHORDHA, PIN-752034","14,392",Yes,percentage,1.0%,Nil,Nil,1.0,Fee/PreQual/Technical/Finance,.pdf,EMD PAPER COST AND ALL OTHER DOCUMENTS AS PER DTCN,Panchayati Raj and Drinking Water Department Odisha||Zilla Parisad Khordha||CHILIKA Block,2/CPS/2025-26,2025_PRCHK_115009_2,Yes,Open Tender,Percentage,Works,1.0,No,No,Online,No,No,No,"7,080",Nil,Nil,No,03-Jul-2025 11:00 AM,18-Jul-2025 11:00 AM,03-Jul-2025 11:00 AM,17-Jul-2025 05:00 PM,03-Jul-2025 11:00 AM ,17-Jul-2025 05:00 PM ,03-Jul-2025 11:00 AM,17-Jul-2025 05:00 PM,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,3000892,PRATAP ROUT,17-Jul-2025 04:41 PM,Accepted-AOC,L1 bidder as per the lowest quoted rate,15-Oct-2025 04:37 PM,AOC,2,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.xls,BILL OF QUANTITIES,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
