Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Name,Address,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,S.No,Bank Name,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Cover No,Cover,Document Type,Description,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Tender Stage,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,AOC Description :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated on :.1,Document :,Type :,Summary :,Updated By :.2,Updated On :,Document :.1,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated On :.1,Document :.2,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Tender Stage
Procurement of Furniture for SIHM Bolangir,Procurement of Furniture for SIHM Bolangir,As per DTCN ,NA ,"32,52,000",Miscellaneous Goods,NA ,Tender,90.0,90.0,Bolangir,767001.0,NA ,NA ,NA ,O/o Superintending Engineer OTDC Ltd Bhubaneswar,No ,No,Odisha Tourism Devl. Corp.,BP I/18/2025-26 dt. 07.08.2025,2025_OTDC_117026_1,Yes,National Competitive Bid,Item Rate,Goods,1.0,No,No,Online,No,No,No,Superintending Engineer OTDC Ltd Bhubaneswar,Superintending Engineer OTDC Ltd Bhubaneswar,"6,000","1,080",Nil,Nil,No,1.0,ICICI BANK,"32,520",Yes,fixed,,Nil,Nil,1.0,Fee/PreQual/Technical/Finance,.pdf,DTCN,19-Aug-2025 09:00 AM,30-Aug-2025 11:30 AM,19-Aug-2025 09:00 AM,29-Aug-2025 05:00 PM,NA ,NA ,19-Aug-2025 09:00 AM,29-Aug-2025 05:00 PM,AOC,1,3053126,CREDENCE INTERIOR PVT LTD,29-Aug-2025 04:16 PM,Rejected-AOC,2ND LOWEST BIDDER,28-Oct-2025 01:53 PM,27-Oct-2025,"INR 2,380,698",90.0,Sunil Kumar Behera,28-Oct-2025 01:53 PM,AOC.pdf (793.00 KB),WORK ORDER,S.K. Behera,Internal,"S. K. JENA, A. S. SWAIN",Sunil Kumar Behera,07-Oct-2025 12:54 PM,finsummary_549787.pdf (1508.37 KB),Finance,List of Bidders,Sunil Kumar Behera,20-Sep-2025 12:10 PM,finance_549787.pdf,BOQ Comparative Chart,S.K. Behera,Internal,"S. PRADHAN, A. S. SWAIN",Sunil Kumar Behera,07-Oct-2025 12:49 PM,techsummary_549787.pdf (1508.37 KB),1.0,3052490.0,M/S WOOD ART,INR,"2,380,698",Odisha Tourism Devl. Corp.,2025_OTDC_117026_1,BP I/18/2025-26 dt. 07.08.2025,Procurement of Furniture for SIHM Bolangir,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,ICICI NEFT/RTGS,,,,,,,,,.pdf,Other documents as per DTCN,,,,,,,,,AOC,2,3048303,KGMI SERVICES PRIVATE LIMITED,29-Aug-2025 11:16 AM,Rejected-Technical,Not Fulfilled eligibility criteria,07-Oct-2025 12:49 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.xls,BoQ,,,,,,,,,AOC,3,3052490,M/S WOOD ART,28-Aug-2025 02:19 PM,Accepted-AOC,1ST LOWEST BIDDER,28-Oct-2025 01:53 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
