Cover No,Cover,Document Type,Description,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Name,Address,S.No,Bank Name,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Tender Stage,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated On :,Document :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.1,Updated on :,Document :.1,Type :,Summary :,Updated By :.2,Updated On :.1,Document :.2,BOQ Comparative Chart :,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.3,Updated on :.1,AOC document :,AOC Description :,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Tender Stage
1.0,Fee/PreQual/Technical/Finance,.pdf,"TenderPaperCost,EMD,GSTChallan,GSTIN,PAN,Affidavit,CivilandHTLicenseJointVenture, Others as per DTCN",07-May-2025 11:00 AM,17-May-2025 11:00 AM,07-May-2025 11:00 AM,16-May-2025 05:00 PM,07-May-2025 11:00 AM ,14-May-2025 05:00 PM ,07-May-2025 11:00 AM,16-May-2025 05:00 PM,"7,080",0.0,Nil,Nil,No,Orissa Lift Irrigation Corporation||LI Western Circle Bhawanipatna||LI Division Bhawanipatna,OLIC-BPT-02/2025-26 Dt.01.05.2025,2025_OLIC_113047_9,Yes,National Competitive Bid,Percentage,Works,1.0,No,No,Online,No,No,No,"REINFORCEMENT OF CHHATRAPUR-I, PANIMUNDA-IV AND GOBARDHANPUR-I LIFT IRRIGATION PROJECT UNDER LANJIGARH BLOCK IN KALAHANDI DISTRICT","REINFORCEMENT OF CHHATRAPUR-I, PANIMUNDA-IV AND GOBARDHANPUR-I LIFT IRRIGATION PROJECT UNDER LANJIGARH BLOCK IN KALAHANDI DISTRICT",Please refer to Tender Documents ,NA ,"17,88,000",Civil Works - Lift Irrigation Schemes,NA ,Tender,90.0,60.0,LANJIGARH,766027.0,NA ,NA ,NA ,"O/O The Executive Engineer L.I.Division,Bhawanipat",No ,No,"Executive Engineer, L.I.Division, Bhawanipatna",At - Infront of GOVT. ITI Po - Bhawanipatna,1.0,ICICI BANK,"17,880",Yes,fixed,,Nil,Nil,AOC,Orissa Lift Irrigation Corporation||LI Western Circle Bhawanipatna||LI Division Bhawanipatna,2025_OLIC_113047_9,OLIC-BPT-02/2025-26 Dt.01.05.2025,"REINFORCEMENT OF CHHATRAPUR-I, PANIMUNDA-IV AND GOBARDHANPUR-I LIFT IRRIGATION PROJECT UNDER LANJIGARH BLOCK IN KALAHANDI DISTRICT",1.0,2909802.0,RUP KUMAR AGRAWAL PROP KP ELECTRICALS,INR,"1,519,979",Bipra Soren,Internal,Bipra Soren Santosh Kumar Kisan Krushna Ch. Sahu Dyllod Nag Jagannath Das,BIPRA SOREN,19-Jul-2025 01:29 PM,techsummary_538302.pdf (3067.81 KB),Bipra Soren,Internal,Bipra Soren Santosh Kumar Kisan Dyllod Nag Jagannath Das,BIPRA SOREN,20-Aug-2025 12:10 PM,finsummary_538302.pdf (2850.44 KB),Finance,Bid Opening summary uploaded as per bidding. The L1 bidder will be accepted after Technical evaluation.,BIPRA SOREN,30-Jun-2025 01:08 PM,finance_538302.pdf,BOQ Comparative Chart,25-Aug-2025,"INR 1,519,979",60.0,BIPRA SOREN,17-Oct-2025 01:02 PM,09ChhatrapurIPanimundaIVGobardhanpurI.pdf (4837.00 KB),AWARD OF CONTRACT,1,2916347,AGRAWALLA POWER INFRASTRUCTURE,16-May-2025 10:03 AM,Rejected-Finance,L3 not Selected,20-Aug-2025 12:10 PM,AOC
,,.xls,Bill of Quantities,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,ICICI NEFT/RTGS,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2919590,CHUDAMANI SAHU,15-May-2025 09:53 PM,Rejected-Finance,L3 not Selected,20-Aug-2025 12:10 PM,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,2918122,JANAKI PUJHARI,15-May-2025 05:11 PM,Rejected-Finance,L3 not Selected,20-Aug-2025 12:10 PM,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,2918605,Jaya Krishana Panda,15-May-2025 10:04 PM,Rejected-Finance,L3 not Selected,20-Aug-2025 12:10 PM,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,2918037,M/S ADARSH AGENCY (PROP. ADARSH PRATAP SINGH),15-May-2025 06:10 PM,Rejected-Finance,L3 not Selected,20-Aug-2025 12:10 PM,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,2911256,MS Shree Shyam and Co,12-May-2025 11:30 AM,Rejected-Finance,L3 not Selected,20-Aug-2025 12:10 PM,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,2921121,RATHA MEHER,16-May-2025 04:26 PM,Rejected-AOC,L2 not Selected,17-Oct-2025 01:03 PM,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,2909802,RUP KUMAR AGRAWAL PROP KP ELECTRICALS,13-May-2025 08:57 PM,Accepted-AOC,L1 and Accepted,17-Oct-2025 01:03 PM,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,2916830,SANTOSH KUMAR SAHU,14-May-2025 02:15 PM,Rejected-Finance,L3 not Selected,20-Aug-2025 12:10 PM,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,2913006,SHASHI BHUSAN PRAHARAJ,14-May-2025 01:47 PM,Rejected-Finance,L3 not Selected,20-Aug-2025 12:10 PM,AOC
