Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated On :,Document :,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.1,Updated on :,AOC document :,AOC Description :,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Type :,Summary :,Updated By :.2,Updated On :.1,Document :.1,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated on :.1,Document :.2,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Tender Stage,Name,Address,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Cover No,Cover,Document Type,Description,S.No,Bank Name,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Tender Stage
Bipra Soren,Internal,Bipra Soren Santosh Kumar Kisan Krushna Ch. Sahu Dyllod Nag Jagannath Das,BIPRA SOREN,19-Jul-2025 01:26 PM,techsummary_538304.pdf (3067.81 KB),25-Aug-2025,"INR 2,007,936",60.0,BIPRA SOREN,17-Oct-2025 12:13 PM,10BelkhandiIandIIIandIV.pdf (4935.00 KB),AWARD OF CONTRACT,1,2920672,ABHINANDAN PANDA,16-May-2025 03:44 PM,Rejected-Finance,L3 not Selected,20-Aug-2025 12:17 PM,1.0,2916351.0,AGRAWALLA POWER INFRASTRUCTURE,INR,"2,007,936",Finance,Bid Opening summary uploaded as per bidding. The L1 bidder will be accepted after Technical evaluation.,BIPRA SOREN,30-Jun-2025 01:14 PM,finance_538304.pdf,BOQ Comparative Chart,Bipra Soren,Internal,Bipra Soren Santosh Kumar Kisan Dyllod Nag Jagannath Das,BIPRA SOREN,20-Aug-2025 12:17 PM,finsummary_538304.pdf (2850.44 KB),Orissa Lift Irrigation Corporation||LI Western Circle Bhawanipatna||LI Division Bhawanipatna,2025_OLIC_113047_10,OLIC-BPT-02/2025-26 Dt.01.05.2025,"REINFORCEMENT OF BELKHANDI-VI, BELKHANDI-III AND BELKHANDI-I LIFT IRRIGATION PROJECT UNDER KESINGA BLOCK IN KALAHANDI DISTRICT",AOC,"Executive Engineer, L.I.Division, Bhawanipatna",At - Infront of GOVT. ITI Po - Bhawanipatna,07-May-2025 11:00 AM,17-May-2025 11:00 AM,07-May-2025 11:00 AM,16-May-2025 05:00 PM,07-May-2025 11:00 AM ,14-May-2025 05:00 PM ,07-May-2025 11:00 AM,16-May-2025 05:00 PM,"23,620",Yes,fixed,,Nil,Nil,"7,080",0.0,Nil,Nil,No,1.0,Fee/PreQual/Technical/Finance,.pdf,"TenderPaperCost,EMD,GSTChallan,GSTIN,PAN,Affidavit,CivilandHTLicenseJointVenture, Others as per DTCN",1.0,ICICI BANK,Orissa Lift Irrigation Corporation||LI Western Circle Bhawanipatna||LI Division Bhawanipatna,OLIC-BPT-02/2025-26 Dt.01.05.2025,2025_OLIC_113047_10,Yes,National Competitive Bid,Percentage,Works,1.0,No,No,Online,No,No,No,"REINFORCEMENT OF BELKHANDI-VI, BELKHANDI-III AND BELKHANDI-I LIFT IRRIGATION PROJECT UNDER KESINGA BLOCK IN KALAHANDI DISTRICT","REINFORCEMENT OF BELKHANDI-VI, BELKHANDI-III AND BELKHANDI-I LIFT IRRIGATION PROJECT UNDER KESINGA BLOCK IN KALAHANDI DISTRICT",Please refer to Tender Documents ,NA ,"23,62,000",Civil Works - Lift Irrigation Schemes,NA ,Tender,90.0,60.0,KESINGA,766012.0,NA ,NA ,NA ,"O/O The Executive Engineer L.I.Division,Bhawanipat",No ,No,AOC
,,,,,,,,,,,,,2,2916351,AGRAWALLA POWER INFRASTRUCTURE,16-May-2025 10:06 AM,Accepted-AOC,L1 and Accepted,17-Oct-2025 12:13 PM,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,.xls,Bill of Quantities,2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,3,2911158,BISHAL AGRAWALLA,11-May-2025 02:07 PM,Rejected-Finance,L3 not Selected,20-Aug-2025 12:17 PM,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,4,2917449,Biswajit Mund,15-May-2025 07:42 PM,Rejected-Finance,L3 not Selected,20-Aug-2025 12:17 PM,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,5,2918257,KAPIL KUMAR JAIN,16-May-2025 10:41 AM,Rejected-AOC,L2 not Selected,17-Oct-2025 12:13 PM,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,6,2918050,M/S ADARSH AGENCY (PROP. ADARSH PRATAP SINGH),15-May-2025 06:13 PM,Rejected-Finance,L3 not Selected,20-Aug-2025 12:17 PM,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,7,2910044,"M/S SHIVANI INFRASTRUCTURE AND SUPPLIERS, PROP. YASH AGRAWAL",13-May-2025 09:04 PM,Rejected-Finance,L3 not Selected,20-Aug-2025 12:17 PM,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,8,2916914,PRADEEP KUMAR AGRAWALLA,16-May-2025 12:54 PM,Rejected-Finance,L3 not Selected,20-Aug-2025 12:17 PM,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,9,2920568,RATHA MEHER,16-May-2025 03:13 PM,Rejected-Finance,L3 not Selected,20-Aug-2025 12:17 PM,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,10,2916834,SANTOSH KUMAR SAHU,14-May-2025 02:18 PM,Rejected-Finance,L3 not Selected,20-Aug-2025 12:17 PM,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
