Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated On :,Document :,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.1,Updated on :,AOC document :,AOC Description :,Type :,Summary :,Updated By :.2,Updated On :.1,Document :.1,BOQ Comparative Chart :,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated on :.1,Document :.2,Tender Stage,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Cover No,Cover,Document Type,Description,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,S.No,Bank Name,Name,Address,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Tender Stage
"Siddheshwar Baliram Bondar,IAS",Internal,"DEE,EE,AO,DC,COMMISSIONER,SMC",PADMINI MEHER,15-Oct-2025 12:22 PM,techsummary_527544.pdf (542.02 KB),1.0,2805317.0,DEEPAK BARLA(S.T),09-Feb-2025 04:27 PM,Accepted-AOC,successful,15-Oct-2025 12:26 PM,15-Oct-2025,"INR 117,182",60.0,PADMINI MEHER,15-Oct-2025 12:26 PM,25smc3.pdf (542.00 KB),successful,Finance,This is a case of single tender for the second time which will submitted before Tender committee for necessary approval from higher authority as per OPWD Rule.,Dhananjaya Panda,20-Feb-2025 11:45 AM,finance_527544.pdf,BOQ Comparative Chart,1.0,2805317.0,DEEPAK BARLA(S.T),INR,"117,182",Municipal Bodies||Sambalpur Municipal Corporation,2025_ORULB_109863_3,25/SMC_SBP/2024-25,Repair and restoration of drain at Chandan Nagar Meher Colony,"Siddheshwar Baliram Bondar,IAS",Internal,"DEE,EE,AO,DC,COMMISSIONER,SMC",PADMINI MEHER,15-Oct-2025 12:24 PM,finsummary_527544.pdf (542.02 KB),AOC,Municipal Bodies||Sambalpur Municipal Corporation,25/SMC_SBP/2024-25,2025_ORULB_109863_3,Yes,Open Tender,Percentage,Works,1.0,No,No,Online,No,No,No,1.0,Fee/PreQual/Technical/Finance,.pdf,"Contractor license, Tender Fees, EMD, GST, PAN, Affidavits, Appendix etc. as per DTCN",31-Jan-2025 11:00 AM,10-Feb-2025 11:00 AM,31-Jan-2025 11:00 AM,09-Feb-2025 05:00 PM,NA ,NA ,31-Jan-2025 11:00 AM,09-Feb-2025 05:00 PM,1,ICICI BANK,"COMMISSIONER, SMC","New Office Building, SMC Durgapali,Sambalpur",Repair and restoration of drain at Chandan Nagar Meher Colony,Repair and restoration of drain at Chandan Nagar Meher Colony,Please refer Tender documents. ,NA ,"1,17,182",Civil Works - Others,NA ,Tender,120.0,60.0,SAMBALPUR MUNICIPAL CORPORATION,768006.0,NA ,NA ,NA ,SAMBALPUR MUNICIPAL CORPORATION,No ,No,600.0,0.0,Nil,Nil,No,"1,172",Yes,percentage,1.0%,Nil,Nil,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,.xls,Bill of Quantity,,,,,,,,,2,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
