Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,AOC Description :,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Type :,Summary :,Updated By :.1,Updated On :,Document :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.2,Updated on :.1,Document :.1,Type :.1,Summary :.1,Updated By :.3,Updated On :.1,Document :.2,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.4,Updated On :.2,Financial Bid Opening Date:,Document :.3,Tender Stage,Cover No,Cover,Document Type,Description,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,S.No,Bank Name,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Name,Address,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Tender Stage
27-Oct-2025,"INR 6,630,817",300.0,Bikram Keshari Malla,27-Oct-2025 04:39 PM,WORKORDERRT.pdf (1028.00 KB),AWARDED AS L1 TENDERER AND AWARDED ON DATE 24.10.2025,1,3028040,Pabitra Mohanty,08-Aug-2025 01:48 PM,Rejected-Finance,DUE TO L1 BIDDER BUT UNSUCCEFULL BIDDER IN TRANSPERENT LOTERY SYSTEM,27-Oct-2025 04:37 PM,Orissa State Police Housing and Welfare Corporation Ltd,2025_OSPHW_115875_53,08/OPHWC/2025-26,Constn. of Office bldg. for Deputy Fire Officer at Bhubaneswar,1.0,3021790.0,SANJAY KUMAR CHAUDHURY,INR,"6,630,817",Technical,6 Nos. of bidders have been participated,Bikram Keshari Malla,16-Aug-2025 01:06 PM,,AS PER AS ACCEPTANCE LETTER,Internal,AS PER AS ACCEPTANCE LETTER,Bikram Keshari Malla,27-Oct-2025 04:37 PM,finsummary_547301.pdf (818.89 KB),Finance,financial bid opened,Bikram Keshari Malla,13-Sep-2025 11:01 AM,,BOQ Comparative Chart,AS PER AS TC MINUTES,Internal,AS PER AS TC MINUTES,Srikanta Samal,12-Sep-2025 06:56 PM,13-Sep-2025 10:30 AM,techsummary_547301.pdf (330.48 KB),AOC,1.0,Fee/PreQual/Technical,.pdf,"GST, GSTR-1, PAN, Contractor Registration Certificate and Affidavit","78,000",Yes,fixed,,Nil,Nil,"11,800",0.0,Nil,Nil,No,Orissa State Police Housing and Welfare Corporation Ltd,08/OPHWC/2025-26,2025_OSPHW_115875_53,Yes,National Competitive Bid,Percentage,Works,2.0,No,No,Online,No,No,No,1.0,ICICI BANK,Constn. of Office bldg. for Deputy Fire Officer at Bhubaneswar,Building Work,Please refer Tender documents  ,NA ,"78,00,044",Civil Works - Buildings,NA ,Tender,90.0,300.0,Bhubaneswar,751022.0,NA ,NA ,NA ,OPHWC BHUBANESWAR,No ,No,CHIEF ENGINEER OPHWC,OPHWC BHUBANESWAR,24-Jul-2025 06:00 PM,11-Aug-2025 10:30 AM,24-Jul-2025 06:00 PM,08-Aug-2025 05:00 PM,NA ,NA ,24-Jul-2025 06:00 PM,08-Aug-2025 05:00 PM,13-Sep-2025 10:30 AM,AOC
,,,,,,,2,3028778,PRAKASH KUMAR PANDA,08-Aug-2025 04:30 PM,Rejected-Finance,DUE TO L3 BIDDER,27-Oct-2025 04:37 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,.pdf,Other Document as per DTCN,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,3,3028707,RABINDRA NATH SARAP,08-Aug-2025 03:53 PM,Rejected-Finance,DUE TO L1 BIDDER BUT UNSUCCEFULL BIDDER IN TRANSPERENT LOTERY SYSTEM,27-Oct-2025 04:37 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,2.0,Finance,.xls,Bill of Quantity,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,4,3021790,SANJAY KUMAR CHAUDHURY,07-Aug-2025 07:08 PM,Accepted-AOC,QUALIFIED BIDDER,27-Oct-2025 04:39 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,5,3028429,Sarat Malik,08-Aug-2025 01:46 PM,Rejected-Finance,DUE TO L4 BIDDER,27-Oct-2025 04:37 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,6,3028111,SISIR KUMAR NAYAK,08-Aug-2025 11:54 AM,Rejected-Finance,DUE TO L2 BIDDER,27-Oct-2025 04:37 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
