Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated On :,Financial Bid Opening Date:,Document :,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.1,Updated on :,AOC document :,AOC Description :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.2,Updated on :.1,Document :.1,Type :,Summary :,Updated By :.3,Updated On :.1,Document :.2,BOQ Comparative Chart :,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Type :.1,Summary :.1,Updated By :.4,Updated On :.2,Document :.3,Tender Stage,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Cover No,Cover,Document Type,Description,Name,Address,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,S.No,Bank Name,Tender Stage
ODISHA CONSTRUCTION CORPORATION LTD,2025_OCCL_115064_1,Bid ID - OCCL_TSI_CL_I_01/2025-26,e-procurement Notice No.- 15/OCCL/2025-26(on-line),1.0,3020853.0,SHIVAJYOTI CONPRO PVT. LTD.,INR,"65,784,184",MANAGING DIRECTOR OF OCC LTD.,Internal,,Pratap Chandra Chaudhury,16-Aug-2025 10:01 PM,18-Aug-2025 03:30 PM,techsummary_544998.pdf (90.01 KB),09-Oct-2025,"INR 65,898,682",510.0,Pratap Chandra Chaudhury,09-Oct-2025 01:09 PM,TSI_CL_01.pdf (747.00 KB),AOC,MANAGING DIRECTOR OF OCC LTD.,Internal,,Pratap Chandra Chaudhury,09-Oct-2025 12:58 PM,finsummary_544998.pdf (747.43 KB),Finance,Opened Successfully.,Pratap Chandra Chaudhury,18-Aug-2025 03:56 PM,,BOQ Comparative Chart,1.0,3020873.0,Pradeep Kumar Satapathy,01-Aug-2025 08:31 PM,Rejected-Finance,L2 BIDDER.,09-Oct-2025 12:58 PM,Technical,Opened Successfully.,Pratap Chandra Chaudhury,02-Aug-2025 03:49 PM,,AOC,04-Jul-2025 10:00 AM,02-Aug-2025 03:30 PM,04-Jul-2025 10:00 AM,02-Aug-2025 03:00 PM,04-Jul-2025 10:00 AM ,11-Jul-2025 05:30 PM ,04-Jul-2025 10:00 AM,02-Aug-2025 03:00 PM,18-Aug-2025 03:30 PM,"6,59,000",No,fixed,,Nil,Nil,1.0,Fee/PreQual/Technical,.pdf,"GST,PAN,EPF registration certificate,Valid OCC Ltd enlistment certificate and EMD (Mandatory) etc.",MANAGING DIRECTOR OF OCC LTD.,"ODISHA CONSTRUCTION CORPORATION Ltd.,UNIT - VIII, GOPABANDHUNAGAR,BBSR-751012",0.0,Nil,Nil,No,e-procurement Notice No.- 15/OCCL/2025-26(on-line),Tank Improvement / Renovation / Modernisation Works of 13 (Thirteen) Nos. of Minor Irrigation Projects in Ganjam District (Cluster-I) under OIIPCRA Scheme.,AS PER DTCN ,NA ,"6,58,98,682",Civil Works - Others,NA ,Tender,90.0,510.0,Ganjam district of Odisha.,761026.0,CONFERENCE HALL OF OCC LTD. ,"ODISHA CONSTRUCTION CORPORATION Ltd.,UNIT - VIII, GOPABANDHUNAGAR,BBSR-751012 ",14-Jul-2025 11:30 AM ,HEAD OFFICE OCCL,No ,No,ODISHA CONSTRUCTION CORPORATION LTD,Bid ID - OCCL_TSI_CL_I_01/2025-26,2025_OCCL_115064_1,Yes,Open Tender,Item Rate,Works,2.0,No,No,Online,No,No,No,1.0,ICICI BANK,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,3020853.0,SHIVAJYOTI CONPRO PVT. LTD.,02-Aug-2025 01:19 PM,Accepted-AOC,L1 BIDDER,09-Oct-2025 01:10 PM,,,,,,AOC,,,,,,,,,,,,,,,,,,.pdf,Other documents as per DTCN.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,ICICI NEFT/RTGS,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,2.0,Finance,.xls,BoQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
