Type :,Summary :,Updated By :,Updated On :,Document :,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated On :.1,Financial Bid Opening Date:,Document :.1,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.2,Updated on :,AOC document :,AOC Description :,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated on :.1,Document :.2,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Type :.1,Summary :.1,Updated By :.4,Updated On :.2,Document :.3,Tender Stage,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Name,Address,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,S.No,Bank Name,Cover No,Cover,Document Type,Description,Tender Stage
Finance,Tender opened,CHANDRAKANTA MAJHI,10-Oct-2025 06:35 PM,finance_543137.pdf,BOQ Comparative Chart,PAITDA,Internal,JEAEAEEITDARayagada,RAM CHANDRA TUDU,07-Jul-2025 06:04 PM,08-Jul-2025 10:00 AM,techsummary_543137.pdf (613.41 KB),10-Oct-2025,"INR 6,200,006",120.0,CHANDRAKANTA MAJHI,10-Oct-2025 06:55 PM,Work_order_Add_Class_Room_Robadi.pdf (436.00 KB),Letter No 1837 dated 26-09-2025 of PA ITDA Rayagada,1,2980785,Allapa Ganapati Rao,26-Jun-2025 03:45 PM,Rejected-AOC,2nd Lowest,10-Oct-2025 06:56 PM,1.0,2978587.0,SANJAY KUMAR CHAUDHURY,INR,"6,200,006",PAITDA,Internal,JE AE AEE and PA ITDA Rayagada,CHANDRAKANTA MAJHI,10-Oct-2025 06:45 PM,finsummary_543137.pdf (1698.28 KB),ST and SC Development Deptt||ITDA Rayagada,2025_STSCD_114472_4,ITDARGDA 01/2025-26,"Construction 6 Nos. of Additional Class Room at Govt. (SSD), Girls High School, Robadi, G.P-Bankili, Block-Kolnara",Technical,Eleven Bids Accepted for Technical Evaluation,RAM CHANDRA TUDU,07-Jul-2025 05:09 PM,technical_543137.pdf,AOC,"10,000",0.0,Nil,Nil,No,ST and SC Development Deptt||ITDA Rayagada,ITDARGDA 01/2025-26,2025_STSCD_114472_4,Yes,National Competitive Bid,Percentage,Works,2.0,No,No,Online,No,No,No,16-Jun-2025 10:00 AM,27-Jun-2025 11:00 AM,16-Jun-2025 10:00 AM,26-Jun-2025 05:00 PM,16-Jun-2025 10:00 AM ,26-Jun-2025 05:00 PM ,16-Jun-2025 10:00 AM,26-Jun-2025 05:00 PM,08-Jul-2025 10:00 AM,"73,000",Yes,fixed,,Nil,Nil,PA ITDA RAyagada,PA ITDA RAyagada,"Construction 6 Nos. of Additional Class Room at Govt. (SSD), Girls High School, Robadi, G.P-Bankili, Block-Kolnara",Building works,Please refer Tender documents. ,NA ,"72,93,267",Civil Works - Buildings,NA ,Tender,90.0,120.0,Rayagada,765001.0,NA ,NA ,NA ,PA ITDA RAyagada,No ,No,1.0,ICICI BANK,1.0,Fee/PreQual/Technical,.pdf,"cost of tender paper, EMD,PAN,GSTIN, Affidavit, Regd Certificate.",AOC
,,,,,,,,,,,,,,,,,,,,2,2979925,BIJAYALAXMI SITHA,25-Jun-2025 01:45 PM,Rejected-AOC,1st Lowest,10-Oct-2025 06:56 PM,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,ICICI NEFT/RTGS,,,.pdf,Other Documents,AOC
,,,,,,,,,,,,,,,,,,,,3,2978560,BRAJAMOHAN HIKAKA,23-Jun-2025 07:00 PM,Rejected-AOC,4th Lowest,10-Oct-2025 06:56 PM,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,Finance,.xls,Bill of Quantity,AOC
,,,,,,,,,,,,,,,,,,,,4,2980783,CHANDRA SEKHAR SAHUKAR,26-Jun-2025 03:38 PM,Rejected-AOC,5th Lowest,10-Oct-2025 06:56 PM,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,5,2980781,DAITARI BENIA,26-Jun-2025 03:39 PM,Rejected-AOC,6th Lowest,10-Oct-2025 06:56 PM,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,6,2979678,DEVENDRA BISOI,25-Jun-2025 09:41 AM,Rejected-AOC,1st Lowest,10-Oct-2025 06:56 PM,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,7,2974133,pradeep kumar patro,20-Jun-2025 06:31 PM,Rejected-AOC,1st Lowest,10-Oct-2025 06:56 PM,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,8,2975862,RAMA KRUSHNA PANIGRAHI,24-Jun-2025 06:24 PM,Rejected-AOC,1st Lowest,10-Oct-2025 06:56 PM,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,9,2978587,SANJAY KUMAR CHAUDHURY,25-Jun-2025 04:26 PM,Accepted-AOC,1st Lowest selected through transparent lottery system,10-Oct-2025 06:56 PM,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,10,2979293,SURYA DAS,24-Jun-2025 04:39 PM,Rejected-AOC,3rd Lowest,10-Oct-2025 06:56 PM,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,11,2977774,SUSANTA BEHERA,22-Jun-2025 09:13 PM,Rejected-AOC,2nd Lowest,10-Oct-2025 06:56 PM,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
