Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Name,Address,S.No,Bank Name,Cover No,Cover,Document Type,Description,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Tender Stage,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated on :,Document :,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Type :,Summary :,Updated By :.1,Updated On :,Document :.1,BOQ Comparative Chart :,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.2,Updated on :.1,AOC document :,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated On :.1,Document :.2,Tender Stage
"Supply, Fabrication, Transportation and Erection of gates and hoists of cross regulator on Phulnakhara Disty. at RD 8.742 km under Prachi Division, Bhubaneswar for the year of 2025-26.","Supply, Fabrication, Transportation and Erection of gates and hoists of cross regulator on Phulnakhara Disty. at RD 8.742 km under Prachi Division, Bhubaneswar for the year of 2025-26.",Please refer Tender documents. ,NA ,"10,60,259",Mechanical Works,NA ,Tender,90.0,60.0,"Phulnakhara Disty., Bhubaneswar, Khordha",754001.0,NA ,NA ,NA ,BHUBANESWAR,No ,No,"ADDL.CHIEF ENGINEER, MECHANICAL CIRCLE,BHUBANESWAR","O/O THE ADDL.CHIEF ENGINEER, MECHANICAL CIRCLE,BHUBANESWAR, DELTA SQUARE",1.0,ICICI BANK,1.0,Fee/PreQual/Technical/Finance,.pdf,"RC, GST, PAN, AFFIDAVIT AND ALL OTHER DOCUMENTS AS PER DTCN",Chief Engineer Mech - WR Bhubaneswar||SE Mechanical Circle Bhubaneswar||EE Mechanical Division Berhampur,ACEM/MDB-23/2025-26,2025_CEMWR_115010_1,Yes,Open Tender,Percentage,Works,1.0,No,No,Online,No,No,No,"6,000",0.0,Nil,Nil,No,03-Jul-2025 10:00 AM,15-Jul-2025 12:00 PM,03-Jul-2025 10:00 AM,14-Jul-2025 05:30 PM,03-Jul-2025 10:00 AM ,14-Jul-2025 05:30 PM ,03-Jul-2025 10:00 AM,14-Jul-2025 05:30 PM,"10,700",No,fixed,,Nil,Nil,AOC,"ADDL. CHIEF ENGINEER, MECHANICAL CIRCLE, BHUBANESWAR",Internal,,KISHORE KUMAR BEHERA,18-Sep-2025 04:09 PM,finsummary_544786.pdf (439.98 KB),Chief Engineer Mech - WR Bhubaneswar||SE Mechanical Circle Bhubaneswar||EE Mechanical Division Berhampur,2025_CEMWR_115010_1,ACEM/MDB-23/2025-26,"Supply, Fabrication, Transportation and Erection of gates and hoists of cross regulator on Phulnakhara Disty. at RD 8.742 km under Prachi Division, Bhubaneswar for the year of 2025-26.",1.0,2993084.0,M/S Ashreebad Fabricators,INR,"901,325.72",Finance,ALL BID DOCUMENTS ARE DOWNLOADED,KISHORE KUMAR BEHERA,15-Jul-2025 01:24 PM,,BOQ Comparative Chart,04-Oct-2025,"INR 901,325.72",60.0,KISHORE KUMAR BEHERA,09-Oct-2025 05:02 PM,aocmdb23.pdf (589.00 KB),1,2998607,ABHISEKH ENTERPRISERS,14-Jul-2025 10:52 AM,Rejected-Finance,LOOSER OF THE LOTTERY,18-Sep-2025 04:09 PM,"ADDL.CHIEF ENGINEER, MECHANICAL CIRCLE,BHUBANESWAR",Internal,,KISHORE KUMAR BEHERA,01-Aug-2025 04:35 PM,techsummary_544786.pdf (579.26 KB),AOC
,,,,,,,,,,,,,,,,,,,,2.0,ICICI NEFT/RTGS,,,.xls,BOQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2992732,"ACHYUTA NANDA SWAIN ,PROPRIETOR M/S. ADITYA ENTERPRISER.",07-Jul-2025 09:19 PM,Rejected-Finance,LOOSER OF THE LOTTERY,18-Sep-2025 04:09 PM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,2994722,BANASHREE BHUYAN,14-Jul-2025 01:50 PM,Rejected-Finance,LOOSER OF THE LOTTERY,18-Sep-2025 04:09 PM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,2992927,M/S Abirvab Steel Product,14-Jul-2025 11:58 AM,Rejected-Finance,LOOSER OF THE LOTTERY,18-Sep-2025 04:09 PM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,2993700,M/s. ASHIRBAD INDUSTRIES Prp. PRAKASH CHANDRA LENKA,13-Jul-2025 11:16 AM,Rejected-Finance,LOOSER OF THE LOTTERY,18-Sep-2025 04:09 PM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,2993084,M/S Ashreebad Fabricators,14-Jul-2025 03:47 PM,Accepted-AOC,WINNER OF LOTTERY,09-Oct-2025 05:02 PM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,2993716,M/s. BHAGABATI INDUSTRIES Prop. NIRANJAN PANDA,13-Jul-2025 11:08 AM,Rejected-Finance,LOOSER OF THE LOTTERY,18-Sep-2025 04:09 PM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,2998646,M/S JAGANNATH AGRICULTURAL IMPLEMENTS WORKSHOP,14-Jul-2025 12:52 PM,Rejected-Finance,LOOSER OF THE LOTTERY,18-Sep-2025 04:09 PM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,2998565,M/S KALINGA METAL PRODUCT (PROP. SMT BASANTILATA MOHANTY,14-Jul-2025 10:10 AM,Rejected-Finance,LOOSER OF THE LOTTERY,18-Sep-2025 04:09 PM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,2998538,"M/S MOHANTY INDUSTRIAL ENTERPRISERS -PROPRIETOR ,MALAYA KUMAR MOHANTY",14-Jul-2025 09:50 AM,Rejected-Finance,LOOSER OF THE LOTTERY,18-Sep-2025 04:09 PM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,11,2996029,M/S SHREE INDUSTRIES,12-Jul-2025 11:58 AM,Rejected-Finance,LOOSER OF THE LOTTERY,18-Sep-2025 04:09 PM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,2998844,ORIFEB INDUSTRIES,14-Jul-2025 12:46 PM,Rejected-Finance,LOOSER OF THE LOTTERY,18-Sep-2025 04:09 PM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,13,2998794,POOJARINI ENTERPRISERS,14-Jul-2025 01:30 PM,Rejected-Finance,LOOSER OF THE LOTTERY,18-Sep-2025 04:09 PM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,14,2993682,SPS INDUSTRY,13-Jul-2025 11:22 AM,Rejected-Finance,LOOSER OF THE LOTTERY,18-Sep-2025 04:09 PM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,15,2998086,SRI SRI JAGANNATH MECHANICAL WORKS,14-Jul-2025 02:01 PM,Rejected-Technical,Non Responsive,01-Aug-2025 04:35 PM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,16,2993665,SUSHIL KUMAR DAS,13-Jul-2025 11:29 AM,Rejected-Finance,LOOSER OF THE LOTTERY,18-Sep-2025 04:09 PM,,,,,,,AOC
