Type :,Summary :,Updated By :,Updated On :,Document :,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated On :.1,Financial Bid Opening Date:,Document :.1,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.2,Updated on :,AOC document :,AOC Description :,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated on :.1,Document :.2,Type :.1,Summary :.1,Updated By :.4,Updated On :.2,Document :.3,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Tender Stage,Cover No,Cover,Document Type,Description,S.No,Bank Name,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Name,Address,Tender Stage
Finance,Tender opened,CHANDRAKANTA MAJHI,10-Oct-2025 07:03 PM,finance_543138.pdf,BOQ Comparative Chart,PAITDA,Internal,JEAEAEEITDARAYAGADA,RAM CHANDRA TUDU,07-Jul-2025 06:07 PM,08-Jul-2025 10:00 AM,techsummary_543138.pdf (710.04 KB),10-Oct-2025,"INR 6,906,694.41",120.0,CHANDRAKANTA MAJHI,10-Oct-2025 07:18 PM,Work_order_boundary_Wall_at_Tribal_Museume.pdf (387.00 KB),Letter No 1833 dated 26-09-2025 of PA ITDA Rayagada,1,2980791,Allapa Ganapati Rao,26-Jun-2025 03:52 PM,Rejected-AOC,1st Lowest,10-Oct-2025 07:19 PM,1.0,2979667.0,KARNI SAPNA,INR,"6,906,694.41",PAITDA,Internal,JE AE AEE and PA ITDA Rayagada,CHANDRAKANTA MAJHI,10-Oct-2025 07:10 PM,finsummary_543138.pdf (2327.56 KB),Technical,Seventeen Bids Accepted for Technical Evaluation,RAM CHANDRA TUDU,07-Jul-2025 05:04 PM,technical_543138.pdf,ST and SC Development Deptt||ITDA Rayagada,2025_STSCD_114472_5,ITDARGDA 01/2025-26,Construction of boundary wall of Tribal Museum at Rayagada of Rayagada Block,AOC,1.0,Fee/PreQual/Technical,.pdf,"cost of tender paper, EMD,PAN,GSTIN, Affidavit, Regd Certificate.",1.0,ICICI BANK,"81,300",Yes,fixed,,Nil,Nil,16-Jun-2025 10:00 AM,27-Jun-2025 11:00 AM,16-Jun-2025 10:00 AM,26-Jun-2025 05:00 PM,16-Jun-2025 10:00 AM ,26-Jun-2025 05:00 PM ,16-Jun-2025 10:00 AM,26-Jun-2025 05:00 PM,08-Jul-2025 10:00 AM,"10,000",0.0,Nil,Nil,No,Construction of boundary wall of Tribal Museum at Rayagada of Rayagada Block,Building works,Please refer Tender documents. ,NA ,"81,24,567",Civil Works - Buildings,NA ,Tender,90.0,120.0,Rayagada,765001.0,NA ,NA ,NA ,PA ITDA RAyagada,No ,No,ST and SC Development Deptt||ITDA Rayagada,ITDARGDA 01/2025-26,2025_STSCD_114472_5,Yes,National Competitive Bid,Percentage,Works,2.0,No,No,Online,No,No,No,PA ITDA RAyagada,PA ITDA RAyagada,AOC
,,,,,,,,,,,,,,,,,,,,2,2980256,BAPINA NAIK,25-Jun-2025 08:18 PM,Rejected-AOC,1st Lowest,10-Oct-2025 07:19 PM,,,,,,,,,,,,,,,,,,,,,AOC,,,.pdf,Other Documents,2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,3,2979960,BIJAYALAXMI SITHA,25-Jun-2025 02:02 PM,Rejected-AOC,1st Lowest,10-Oct-2025 07:19 PM,,,,,,,,,,,,,,,,,,,,,AOC,2.0,Finance,.xls,Bill of Quantity,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,4,2978998,BIKASH SENAPATI,24-Jun-2025 12:46 PM,Rejected-AOC,1st Lowest,10-Oct-2025 07:19 PM,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,5,2980338,CHANDRA SEKHAR SAHUKAR,25-Jun-2025 09:47 PM,Rejected-AOC,1st Lowest,10-Oct-2025 07:19 PM,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,6,2979430,DEVENDRA BISOI,24-Jun-2025 07:42 PM,Rejected-AOC,1st Lowest,10-Oct-2025 07:19 PM,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,7,2980687,JYOTI PRAKASH PADHIARI,26-Jun-2025 01:26 PM,Rejected-AOC,1st Lowest,10-Oct-2025 07:19 PM,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,8,2979667,KARNI SAPNA,25-Jun-2025 09:25 AM,Accepted-AOC,1st Lowest selected through transparent lottery system,10-Oct-2025 07:19 PM,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,9,2980505,KRUSHNA CHANDRA PRUSTY,26-Jun-2025 11:48 AM,Rejected-AOC,1st Lowest,10-Oct-2025 07:19 PM,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,10,2979707,MELAKA MANIKA RAO,25-Jun-2025 10:34 AM,Rejected-AOC,2nd Lowest,10-Oct-2025 07:19 PM,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
