EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,S.No,Bank Name,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Cover No,Cover,Document Type,Description,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Name,Address,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Tender Stage,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,AOC Description :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated on :.1,Document :,Type :,Summary :,Updated By :.2,Updated On :,Document :.1,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Type :.1,Summary :.1,Updated By :.3,Updated On :.1,Document :.2,BOQ Comparative Chart :,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.4,Updated On :.2,Financial Bid Opening Date:,Document :.3,Tender Stage
"53,630",Yes,percentage,1.0%,Nil,Nil,1.0,ICICI BANK,Piped Water Supply to left out village Ratingia and Padikia (Retrofitting) of Ratingia G.P under G.Udayagiri Block.,Piped Water Supply to left out village Ratingia and Padikia (Retrofitting) of Ratingia G.P under G.Udayagiri Block.,Please refer tender docuents ,NA ,"53,63,000",Civil Works - Water Works,NA ,Rate Contract,240.0,NA ,RWSS Division Phulbani,762001.0,RWSS Division Phulbani ,RWSS Division Phulbani ,02-May-2025 01:00 PM ,RWSS Division Phulbani,No ,No,1.0,Fee/PreQual/Technical,.pdf,DTCN,"10,000",0.0,Nil,Nil,No,Rural Water Supply and Sanitation||RWSS Circle Berhampur||RWSS Division Phulbani,EE RWSS(PLB)_06/2025-2026,2025_RWSS_113048_1,Yes,National Competitive Bid,Percentage,Works,2.0,No,No,Online,No,No,No,RWSS Division Phulbani,RWSS Division Phulbani,02-May-2025 01:00 PM,16-May-2025 11:00 AM,02-May-2025 01:00 PM,15-May-2025 01:30 PM,02-May-2025 01:00 PM ,15-May-2025 01:30 PM ,02-May-2025 01:00 PM,15-May-2025 01:30 PM,01-Jul-2025 10:00 AM,AOC,08-Oct-2025,"INR 4,559,322.866",240.0,Ajit Kumar Behera,08-Oct-2025 01:34 PM,5049.pdf (3070.00 KB),LOWEST,EE RWSS,Internal,EE RWSS AEE EST DAO,Ajit Kumar Behera,08-Oct-2025 01:32 PM,finsummary_538221.pdf (3070.15 KB),Technical,Summary,Ajit Kumar Behera,30-Jun-2025 06:46 PM,technical_538221.pdf,1,2917155,Akash Dalai,14-May-2025 10:35 PM,Accepted-AOC,LOWEST,08-Oct-2025 01:34 PM,Finance,Summary,Ajit Kumar Behera,08-Oct-2025 01:28 PM,finance_538221.pdf,BOQ Comparative Chart,Rural Water Supply and Sanitation||RWSS Circle Berhampur||RWSS Division Phulbani,2025_RWSS_113048_1,EE RWSS(PLB)_06/2025-2026,Piped Water Supply to left out village Ratingia and Padikia (Retrofitting) of Ratingia G.P under G.Udayagiri Block.,1.0,2917155.0,Akash Dalai,INR,"4,559,322.866",EE RWSS PLB,Internal,EE RWSS AEE EST DAO,Ajit Kumar Behera,30-Jun-2025 06:54 PM,01-Jul-2025 10:00 AM,techsummary_538221.pdf (1404.67 KB),AOC
,,,,,,2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,2.0,Finance,.xls,BOQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,2,2915056,ANTARYAMI NAYAK,14-May-2025 04:26 PM,Rejected-Finance,Rejected,08-Oct-2025 01:32 PM,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,3,2917965,CHANDAN KUMAR NAYAK,14-May-2025 08:55 PM,Rejected-Finance,Rejected,08-Oct-2025 01:32 PM,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,4,2918759,DEBASIS GOUDA,15-May-2025 12:50 PM,Rejected-Finance,Rejected,08-Oct-2025 01:32 PM,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,5,2918528,Sushanta Ranjan Patra,15-May-2025 12:30 PM,Rejected-Finance,Rejected,08-Oct-2025 01:32 PM,,,,,,,,,,,,,,,,,,,,,,,AOC
