Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Cover No,Cover,Document Type,Description,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,S.No,Bank Name,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Name,Address,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Tender Stage,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated on :,Document :,Type :,Summary :,Updated By :.1,Updated On :,Document :.1,BOQ Comparative Chart :,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.2,Updated on :.1,AOC document :,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated On :.1,Document :.2,Tender Stage
1. Construction of Additional rooms and halls and peripheral development of Champanath Kalyan Mandap at Champeswar,Construction of Additional rooms and halls and peripheral development of Champanath Kalyan Mandap at Champeswar,Please refer Tender documents. ,NA ,"18,00,883",Civil Works - Buildings,NA ,Tender,90.0,180.0,Narasinghpur,754032.0,NA ,NA ,NA ,"O/o the Panchayat Samiti, Narasinghpur",No ,No,1.0,Fee/PreQual/Technical/Finance,.pdf,"Contractor R.C, Affidavit, NRC, undertakings, GSTIN, PAN and any other documents as per SBD/DTCN","18,100",Yes,fixed,,Nil,Nil,1.0,ICICI BANK,"6,000",Nil,Nil,No,Block Development Officer,"O/o the Panchayat Samiti, Narasinghpur, Cuttack",02-Aug-2025 10:00 AM,16-Aug-2025 11:00 AM,02-Aug-2025 10:00 AM,14-Aug-2025 05:30 PM,NA ,NA ,02-Aug-2025 10:00 AM,14-Aug-2025 05:30 PM,Panchayati Raj and Drinking Water Department Odisha||Zilla Parisad Cuttack||NARASINGHPUR Block,NOTICE NO.NPS-03 OF 2025-26,2025_PRBN_116344_1,Yes,Open Tender,Percentage,Works,1.0,No,No,Online,No,No,No,AOC,Block Development Officer,Internal,,PRALAYANANDA SATAPATHY,18-Sep-2025 09:24 AM,finsummary_548053.pdf (1021.77 KB),Finance,"On opening of the Technical and Financial Bid, it is found that all the 11 bidders have been participated in the tender",PRALAYANANDA SATAPATHY,16-Aug-2025 12:19 PM,,BOQ Comparative Chart,31-Oct-2025,"INR 1,530,930",180.0,PRALAYANANDA SATAPATHY,31-Oct-2025 03:50 PM,champanth.pdf (1066.00 KB),1,3028669,ARPITA SARGAM SAHOO,08-Aug-2025 03:46 PM,Rejected-Finance,Due to unsuccessful tender on lottery system,18-Sep-2025 09:24 AM,1.0,3026361.0,SANJAY KUMAR BARIKI,INR,"1,530,930",Panchayati Raj and Drinking Water Department Odisha||Zilla Parisad Cuttack||NARASINGHPUR Block,2025_PRBN_116344_1,NOTICE NO.NPS-03 OF 2025-26,1. Construction of Additional rooms and halls and peripheral development of Champanath Kalyan Mandap at Champeswar,Block Development Officer,Internal,,PRALAYANANDA SATAPATHY,18-Sep-2025 09:20 AM,techsummary_548053.pdf (1021.77 KB),AOC
,,,,,,,,,,,,,,,,,,,,.xls,Bill of Quantity,,,,,,,2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,2,3035817,BASANTA BARAL,14-Aug-2025 01:45 PM,Rejected-Finance,Due to unsuccessful tender on lottery system,18-Sep-2025 09:24 AM,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,3,3025353,DIPAK MALIK,06-Aug-2025 11:42 AM,Rejected-Finance,Due to unsuccessful tender on lottery system,18-Sep-2025 09:24 AM,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,4,3029376,JITENDRA KUMAR SETHI,09-Aug-2025 01:55 PM,Rejected-Finance,Due to unsuccessful tender on lottery system,18-Sep-2025 09:24 AM,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,5,3035792,MITHUN KUMAR BALIARSINGH,14-Aug-2025 01:45 PM,Rejected-Finance,Due to unsuccessful tender on lottery system,18-Sep-2025 09:24 AM,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,6,3035374,PADMA LOCHAN SAHOO,13-Aug-2025 11:17 PM,Rejected-Finance,Due to unsuccessful tender on lottery system,18-Sep-2025 09:24 AM,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,7,3035291,Pradeep Kumar Panda,13-Aug-2025 10:01 PM,Rejected-Finance,Due to unsuccessful tender on lottery system,18-Sep-2025 09:24 AM,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,8,3035164,PRUTHWIRAJ BARIK,14-Aug-2025 04:36 PM,Rejected-Finance,Due to unsuccessful tender on lottery system,18-Sep-2025 09:24 AM,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,9,3026361,SANJAY KUMAR BARIKI,14-Aug-2025 10:19 AM,Accepted-AOC,Work order is been issued in his favour,31-Oct-2025 03:50 PM,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,10,3035416,SUJATA PANDA,14-Aug-2025 08:40 AM,Rejected-Finance,Due to unsuccessful tender on lottery system,18-Sep-2025 09:24 AM,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,11,3025400,UPENDRA KUMAR MALLIK,08-Aug-2025 01:27 PM,Rejected-Finance,Due to unsuccessful tender on lottery system,18-Sep-2025 09:24 AM,,,,,,,,,,,,,,,,AOC
