Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated On :,Document :,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.1,Updated on :,AOC document :,AOC Description :,Type :,Summary :,Updated By :.2,Updated On :.1,Document :.1,BOQ Comparative Chart :,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated on :.1,Document :.2,Tender Stage,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Cover No,Cover,Document Type,Description,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Name,Address,S.No,Bank Name,Tender Stage
Er. Ujal Jani,Internal,,SOUMYARANJAN NAYAK,04-Oct-2025 12:47 PM,techsummary_545977.pdf (1123.90 KB),1,3013058,ABHIMANYU CHHATRIA,26-Jul-2025 11:08 PM,Rejected-Finance,Rejected through transparent lottery process.,08-Oct-2025 05:09 PM,08-Oct-2025,"INR 860,124",120.0,SOUMYARANJAN NAYAK,08-Oct-2025 07:05 PM,6w25.pdf (472.00 KB),Agreement drawn on 19.09.2025,Finance,49 no.s of bidders have participated,SOUMYARANJAN NAYAK,25-Sep-2025 08:36 PM,finance_545977.pdf,BOQ Comparative Chart,1.0,3014530.0,NANDA KISHOR AGRAWAL,INR,"860,124","CE-BM, Tel Basin,Bhawanipatna||SE Western Irr Circle Bhawanipatna",2025_CEBMT_115545_6,e-Procurement Notice No-(NID)01/2025-26,Construction of CC Guard wall with bed lining and repair of falls of Gotma minor RD 00 m to RD 600m of Upper Jonk Irrigation Project for the year 2025-26,Er. Ujal Jani,Internal,,SOUMYARANJAN NAYAK,08-Oct-2025 05:09 PM,finsummary_545977.pdf (1086.58 KB),AOC,"10,200",Yes,fixed,,Nil,Nil,15-Jul-2025 10:00 AM,29-Jul-2025 10:00 AM,15-Jul-2025 10:00 AM,28-Jul-2025 05:30 PM,15-Jul-2025 10:00 AM ,28-Jul-2025 05:30 PM ,15-Jul-2025 10:00 AM,28-Jul-2025 05:30 PM,1.0,Fee/PreQual/Technical/Finance,.pdf,DTCN,"CE-BM, Tel Basin,Bhawanipatna||SE Western Irr Circle Bhawanipatna",e-Procurement Notice No-(NID)01/2025-26,2025_CEBMT_115545_6,Yes,Open Tender,Percentage,Works,1.0,No,No,Online,No,No,No,Construction of CC Guard wall with bed lining and repair of falls of Gotma minor RD 00 m to RD 600m of Upper Jonk Irrigation Project for the year 2025-26,Construction of CC Guard wall with bed lining and repair of falls of Gotma minor RD 00 m to RD 600m of Upper Jonk Irrigation Project for the year 2025-26,Please refer tender documents ,NA ,"10,11,792",Civil Works - Canal,NA ,Tender,90.0,120.0,Nuapada,766105.0,NA ,NA ,NA ,"O/o the SE, Nuapada Irrigation Division",No ,No,"6,000",0.0,Nil,Nil,No,Superintending Engineer,"O/o the SE, Nuapada Irrigation Division",1.0,ICICI BANK,AOC
,,,,,,2,3012355,Achutanand Mund,26-Jul-2025 08:41 AM,Rejected-Finance,Rejected through transparent lottery process.,08-Oct-2025 05:09 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,.xls,Bill of Quantity,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,ICICI NEFT/RTGS,AOC
,,,,,,3,3014633,ADHYAN INFRA,28-Jul-2025 02:11 PM,Rejected-Finance,Rejected through transparent lottery process.,08-Oct-2025 05:09 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,4,3014130,ADITYA KUMAR DURIA,28-Jul-2025 02:01 AM,Rejected-Finance,Rejected through transparent lottery process.,08-Oct-2025 05:09 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,5,3014489,ANJU GUPTA,28-Jul-2025 12:31 PM,Rejected-Finance,Rejected through transparent lottery process.,08-Oct-2025 05:09 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,6,3012505,AYUSH KUMAR JAIN,26-Jul-2025 12:49 PM,Rejected-Finance,Rejected through transparent lottery process.,08-Oct-2025 05:09 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,7,3009514,BHOJRAJ BAG (SC),24-Jul-2025 09:18 PM,Rejected-Finance,Rejected through transparent lottery process.,08-Oct-2025 05:09 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,8,3007577,CHANDRAPRAKASH DANDSENA,25-Jul-2025 01:32 PM,Rejected-Finance,Rejected through transparent lottery process.,08-Oct-2025 05:09 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,9,3014219,DEBRAJ BAG (ST),28-Jul-2025 08:42 AM,Rejected-Finance,Rejected through transparent lottery process.,08-Oct-2025 05:09 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,10,3013255,DEO KUMAR SAHU,27-Jul-2025 11:49 PM,Rejected-Finance,Rejected through transparent lottery process.,08-Oct-2025 05:09 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
