Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated On :,Document :,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.1,Updated on :,AOC document :,AOC Description :,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Type :,Summary :,Updated By :.2,Updated On :.1,Document :.1,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated on :.1,Document :.2,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Tender Stage,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,S.No,Bank Name,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Name,Address,Cover No,Cover,Document Type,Description,Tender Stage
SEDAOAEEAE,Internal,SEDAOAEEAE,Swagatika Naik,14-Jul-2025 08:14 PM,techsummary_542918.pdf (381.67 KB),16-Oct-2025,"INR 523,103",90.0,AMIT KUMAR TUDU,16-Oct-2025 12:14 PM,4904_2025.pdf (332.00 KB),Work order copy,1,2977231,BIRABARA SAHOO,21-Jun-2025 07:18 PM,Rejected-Technical,Schedule-A affidavit not submitted,14-Jul-2025 08:14 PM,1.0,2978053.0,DEVI PRASAD MOHAPATRA,INR,"523,103",Finance,Evaluation Sheet,Swagatika Naik,14-Jul-2025 08:01 PM,finance_542918.pdf,BOQ Comparative Chart,SEDAOAEEAE,Internal,SEDAOAEEAE,AMIT KUMAR TUDU,16-Oct-2025 12:09 PM,finsummary_542918.pdf (332.37 KB),EIC-CIVIL||SERNB-CIRCLE-KEONJHAR||EERNB-DIVN-SUNDERGARH,2025_EICCL_114401_4,Bid Identification No-SE-RandB-SNG-03 OF 2025-26,Repair and Renovation of farm IB Building at Live Stock Breeding and Dairy Farm in the District of Sundargarh for the year 2025.26.,AOC,"4,000",0.0,Nil,Nil,No,EIC-CIVIL||SERNB-CIRCLE-KEONJHAR||EERNB-DIVN-SUNDERGARH,Bid Identification No-SE-RandB-SNG-03 OF 2025-26,2025_EICCL_114401_4,Yes,Open Tender,Percentage,Works,1.0,No,No,Online,No,No,No,13-Jun-2025 10:00 AM,24-Jun-2025 11:00 AM,13-Jun-2025 10:00 AM,23-Jun-2025 05:00 PM,13-Jun-2025 10:00 AM ,23-Jun-2025 05:00 PM ,13-Jun-2025 10:00 AM,23-Jun-2025 05:00 PM,"6,153",Yes,percentage,1.0%,Nil,Nil,1.0,ICICI BANK,Repair and Renovation of farm IB Building at Live Stock Breeding and Dairy Farm in the District of Sundargarh for the year 2025.26.,Repair and Renovation of farm IB Building at Live Stock Breeding and Dairy Farm in the District of Sundargarh for the year 2025.26.,Please refer Tender documents. ,NA ,"6,15,343",Civil Works - Buildings,NA ,Tender,90.0,90.0,Sundargarh,770001.0,NA ,NA ,NA ,"O/O the SE R AND B DIVISION, SUNDARGARH",No ,No,"SE R AND B DIVISION, SUNDARGARH","O/O the SE R AND B DIVISION, SUNDARGAR",1.0,Fee/PreQual/Technical/Finance,.pdf,"Tender Cost, EMD ,Licence ,PAN,GSTIN, Affidavit, Schedule-A, etc.",AOC
,,,,,,,,,,,,,2,2978053,DEVI PRASAD MOHAPATRA,23-Jun-2025 12:17 PM,Accepted-AOC,1st Lowest,16-Oct-2025 12:14 PM,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,,,,,.pdf,Other documents as per DTCN,AOC
,,,,,,,,,,,,,3,2978422,JUDHISTIR KISAN,23-Jun-2025 04:25 PM,Rejected-AOC,Accepted,16-Oct-2025 12:14 PM,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.xls,Bill of Quantity,AOC
,,,,,,,,,,,,,4,2977500,LANDLADY INFRA VERTEX PRIVATE LIMITED,22-Jun-2025 01:07 PM,Rejected-Technical,EMD amount not submitted,14-Jul-2025 08:14 PM,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,5,2978128,MANIK CHARAN NAYAK,23-Jun-2025 02:12 PM,Rejected-AOC,Accepted,16-Oct-2025 12:14 PM,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,6,2978110,MARUTI ENGINEERING AND CONTRACTORS,23-Jun-2025 12:44 PM,Rejected-AOC,Accepted,16-Oct-2025 12:14 PM,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,7,2974027,MITRABHANU PATEL,19-Jun-2025 06:22 PM,Rejected-AOC,Accepted,16-Oct-2025 12:14 PM,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,8,2978232,M/S AJAYA KUMAR PATEL,23-Jun-2025 01:28 PM,Rejected-AOC,Accepted,16-Oct-2025 12:14 PM,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,9,2976814,PANCHAMI TAJAN,21-Jun-2025 02:21 PM,Rejected-Technical,Pan Card not submitted,14-Jul-2025 08:14 PM,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,10,2978341,RAJIV KUMAR JHA,23-Jun-2025 02:37 PM,Rejected-AOC,Accepted,16-Oct-2025 12:14 PM,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,11,2977721,RUPESH KUMAR NAIK,22-Jun-2025 07:50 PM,Rejected-AOC,Accepted,16-Oct-2025 12:14 PM,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,12,2978338,SHARAT KUMAR PATEL,23-Jun-2025 02:32 PM,Rejected-AOC,Accepted,16-Oct-2025 12:14 PM,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,13,2977286,SUBHANKAR NAYAK,21-Jun-2025 08:09 PM,Rejected-AOC,Accepted,16-Oct-2025 12:14 PM,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,14,2975178,VYASDEV GARDIA,20-Jun-2025 02:04 PM,Rejected-AOC,Accepted,16-Oct-2025 12:14 PM,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
