Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,S.No,Bank Name,S.No.1,Corrigendum Title,Corrigendum Type,View,Name,Address,Cover No,Cover,Document Type,Description,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Tender Stage,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,AOC Description :,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Type :,Summary :,Updated By :.1,Updated On :,Document :,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.2,Updated On :.1,Financial Bid Opening Date:,Document :.1,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated on :.1,Document :.2,Type :.1,Summary :.1,Updated By :.4,Updated On :.2,Document :.3,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Tender Stage
CE RW I||RWCIRCLE-KEONJHAR,Road with Bridge Online NCB No.427,2024_CERWI_102853_7,Yes,National Competitive Bid,Percentage,Works,2.0,No,No,Online,No,No,No,02-Apr-2024 05:30 PM,01-May-2024 11:00 AM,02-Apr-2024 05:30 PM,30-Apr-2024 05:00 PM,02-Apr-2024 05:30 PM ,29-Apr-2024 05:00 PM ,02-Apr-2024 05:30 PM,30-Apr-2024 05:00 PM,01-Jul-2024 05:30 PM,1.0,ICICI BANK,1.0,Extension of Date,Date,,"Chief Engineer, R.W. Circle, Keonjhar","O/o C.C.E., R.W. Circle, Keonjhar",1.0,Fee/PreQual/Technical,.pdf,"Tender Paper Cost, EMD, Registration Certificate, GSTIN, PAN, Affidavits etc.","6,60,357",Yes,percentage,1.0%,Nil,Nil,"10,000",0.0,Nil,Nil,No,"Construction of Dalki Sahi to Gopisagar from 0/000 Km. to Ch. 3/000 Km. with construction of H.L. bridge over Local Nallah at 0.43 Km. on Dalki Sahi to Gopisagar road (Span 1 x 30.64 mtr., Open Foundation) under DMF in the District of Keonjhar.","Construction of Dalki Sahi to Gopisagar from 0/000 Km. to Ch. 3/000 Km. with construction of H.L. bridge over Local Nallah at 0.43 Km. on Dalki Sahi to Gopisagar road (Span 1 x 30.64 mtr., Open Foundation) under DMF in the District of Keonjhar.",Please refer Tender documents. ,NA ,"6,60,35,677",Civil Works - Roads,NA ,Tender,90.0,450.0,Keonjhar,758001.0,NA ,NA ,NA ,"O/o C.C.E., R.W. Circle, Keonjhar",No ,No,AOC,18-Sep-2025,"INR 69,073,317.9",450.0,Puspanjali Bangsingh,10-Oct-2025 11:30 AM,DALKISAHIAGT.pdf (1141.00 KB),Award of Contract.,1,2492039,Bibhuti Bhusan Mohapatra,29-Apr-2024 08:57 PM,Rejected-Technical,Insufficient machineries and similar nature of work.,27-Jun-2024 06:33 PM,Finance,COVER-II,Monalisa Behera,24-Sep-2024 01:29 PM,finance_500815.pdf,BOQ Comparative Chart,Shishir Kumar Mishra,Internal,Puspanjali Bangsingh Monalisha Hembram Monalisa Behera,Shishir Kumar Mishra,27-Jun-2024 06:33 PM,01-Jul-2024 05:30 PM,techsummary_500815.pdf (428.47 KB),Shishir Kumar Mishra,Internal,Puspanjali Bangsingh Monalisha Hembram Monalisa Behera,Monalisa Behera,30-Sep-2024 12:09 PM,finsummary_500815.pdf (443.29 KB),Technical,Total 5Nos. bidder participated.,Monalisa Behera,06-May-2024 12:21 PM,technical_500815.pdf,CE RW I||RWCIRCLE-KEONJHAR,2024_CERWI_102853_7,Road with Bridge Online NCB No.427,"Construction of Dalki Sahi to Gopisagar from 0/000 Km. to Ch. 3/000 Km. with construction of H.L. bridge over Local Nallah at 0.43 Km. on Dalki Sahi to Gopisagar road (Span 1 x 30.64 mtr., Open Foundation) under DMF in the District of Keonjhar.",1.0,2492515.0,M/S KHIRODINI INFRASTRUCTURE,INR,"69,073,317.9",AOC
,,,,,,,,,,,,,,,,,,,,,,,2.0,ICICI NEFT/RTGS,2.0,Date,Other,,,,,,.pdf,"Profit Loss statement, List of similar nature of work, Work in hand and other documents as per DTCN.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,2,2492541,CHITTARANJAN MISHRA,30-Apr-2024 03:31 PM,Rejected-Finance,L3,30-Sep-2024 12:09 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Machineries and all other documents required as per DTCN.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,3,2492211,GADADHAR NAYAK,20-Apr-2024 12:20 PM,Rejected-AOC,L2,10-Oct-2025 11:31 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,Finance,.xls,BOQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,4,2492515,M/S KHIRODINI INFRASTRUCTURE,30-Apr-2024 01:39 PM,Accepted-AOC,L1,10-Oct-2025 11:31 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,5,2492216,SURENDRA BHUYAN,20-Apr-2024 12:15 PM,Rejected-Finance,L4,30-Sep-2024 12:09 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
