S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Type :,Summary :,Updated By :,Updated On :,Document :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated on :,Document :.1,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.2,Updated On :.1,Financial Bid Opening Date:,Document :.2,Type :.1,Summary :.1,Updated By :.3,Updated On :.2,Document :.3,BOQ Comparative Chart :,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.4,Updated on :.1,AOC document :,AOC Description :,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Tender Stage,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,S.No,Bank Name,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Name,Address,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Cover No,Cover,Document Type,Description,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Tender Stage
1.0,2640527.0,SWARNADEVI AGENCY,INR,0.0,Municipal Bodies||Digapahandi NAC,2024_ORULB_106425_1,DIGNAC-02/2024-25,"PROVIDING CLEANING AND SANITATION SERVICE IN WARD NO-1, WARD NO-2, WARD NO-5, WARD NO-6, WARD NO-7, WARD NO-8, WARD NO-9, WARD NO-10, AND WARD NO-11 OF DIGAPAHANDI NAC.",Technical,seven umber of bidders are qualified for technical evaluation.,Mamata Kumari Panda,10-Dec-2024 02:16 PM,,CHAIRPERSON,Internal,EO AE JE JSE ACCOUNTANT JR ASSISTANT,Mamata Kumari Panda,07-Jan-2025 07:40 PM,finsummary_514528.pdf (1122.42 KB),CHAIRPERSON,Internal,EO JE AE JSE JR ASSISTANT ACCOUNTANT,Mamata Kumari Panda,26-Dec-2024 05:41 PM,27-Dec-2024 10:30 AM,techsummary_514528.pdf (1274.34 KB),Finance,Cooperative statement uploaded.,Mamata Kumari Panda,07-Jan-2025 07:29 PM,finance_514528.pdf,BOQ Comparative Chart,04-Mar-2025,INR 0,1.0,Rasmi Rani Nahak,13-Oct-2025 10:49 AM,SANITATION_CANCELLED.pdf (617.00 KB),the bid was cancelled by the tender inviting authority.,1,2643573,BIMLA ENTERPRISES,19-Nov-2024 03:02 PM,Rejected-Technical,rejected,26-Dec-2024 05:41 PM,AOC,05-Nov-2024 01:00 PM,20-Nov-2024 11:00 AM,05-Nov-2024 01:00 PM,19-Nov-2024 05:30 PM,05-Nov-2024 01:00 PM ,06-Nov-2024 05:30 PM ,05-Nov-2024 01:00 PM,19-Nov-2024 05:30 PM,27-Dec-2024 10:30 AM,1.0,ICICI BANK,"1,26,000",Yes,fixed,,Nil,Nil,EXECUTIVE OFFICER NAC DIGAPAHANDI,NAC DIGAPAHANDI,"PROVIDING CLEANING AND SANITATION SERVICE IN WARD NO-1, WARD NO-2, WARD NO-5, WARD NO-6, WARD NO-7, WARD NO-8, WARD NO-9, WARD NO-10, AND WARD NO-11 OF DIGAPAHANDI NAC.","PROVIDING CLEANING AND SANITATION SERVICE IN WARD NO-1, WARD NO-2, WARD NO-5, WARD NO-6, WARD NO-7, WARD NO-8, WARD NO-9, WARD NO-10, AND WARD NO-11 OF DIGAPAHANDI NAC.",Please refer Tender documents. ,NA ,"1,25,90,640",Human Resources Supply,NA ,Tender,90.0,365.0,NAC DIGAPAHANDI,761012.0,NA ,NA ,NA ,NAC OFFICE DIGAPAHANDI,No ,No,"10,000",0.0,Nil,Nil,No,1.0,Fee/PreQual/Technical,.pdf,DTCN,Municipal Bodies||Digapahandi NAC,DIGNAC-02/2024-25,2024_ORULB_106425_1,Yes,Open Tender,Percentage,Services,2.0,No,No,Online,No,No,No,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2652112,G.MANJU SERVICES PRIVATE LIMITED,18-Nov-2024 07:20 PM,Rejected-Finance,L2 REJECTED,07-Jan-2025 07:40 PM,AOC,,,,,,,,,,2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,Finance,.xls,BOQ,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,2652061,MS FAMOUS SECURITY SERVICE PROP-SARAT KUMAR BHUYAN,19-Nov-2024 11:24 AM,Rejected-Technical,rejected,26-Dec-2024 05:41 PM,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,2651640,NISCHINT MULTISERVICE PVT. LTD.,19-Nov-2024 04:39 PM,Rejected-Finance,L3 REJECTED,07-Jan-2025 07:40 PM,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,2652187,Quantum Global Infratech Limited,19-Nov-2024 02:36 PM,Rejected-AOC,"Due to unavoidable circumstances, the bid has been cancelled by the tender inviting authority.",13-Oct-2025 10:49 AM,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,2654042,SRI SURENDRA BARIK,19-Nov-2024 02:57 PM,Rejected-AOC,"Due to unavoidable circumstances, the bid has been cancelled by the tender inviting authority.",13-Oct-2025 10:49 AM,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,2640527,SWARNADEVI AGENCY,19-Nov-2024 01:31 PM,Accepted-AOC,"Due to unavoidable circumstances, the bid has been cancelled by the tender inviting authority.",13-Oct-2025 10:49 AM,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
