Cover No,Cover,Document Type,Description,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Name,Address,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,S.No,Bank Name,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Tender Stage,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated on :,Document :,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Type :,Summary :,Updated By :.1,Updated On :,Document :.1,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.2,Updated on :.1,AOC document :,AOC Description :,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Type :.1,Summary :.1,Updated By :.3,Updated On :.1,Document :.2,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.4,Updated On :.2,Financial Bid Opening Date:,Document :.3,Tender Stage
1.0,Fee/PreQual/Technical,.pdf,"EMD, GST, PAN, Contractors R.C., Affidavit, no relationship with Department",22-Feb-2024 01:00 PM,12-Mar-2024 11:00 AM,22-Feb-2024 01:00 PM,11-Mar-2024 05:00 PM,22-Feb-2024 01:00 PM ,09-Mar-2024 05:00 PM ,22-Feb-2024 01:30 PM,11-Mar-2024 05:00 PM,16-Jan-2025 11:00 AM,"CE and BM, S and B Basin, Laxmiposi","Office of the CE and BM, S and B Basin, Laxmiposi",A.Restoration and protection to left bank of river Subarnarekha near village Sekhbazar.,A.Restoration and protection to left bank of river Subarnarekha near village Sekhbazar.,As per Technical bid ,NA ,"16,59,56,625",Civil Works - Others,NA ,Tender,90.0,548.0,Jaleswar Town,756032.0,NA ,NA ,NA ,"Office of the CE and BM, S and B Basin, Laxmiposi",No ,No,"CE-BM,BSB Basin,Laxmiposi","42/ 23-24 of CEBM, SBB, Laxmiposi",2024_CEBML_101577_1,Yes,National Competitive Bid,Percentage,Works,2.0,No,No,Online,No,No,No,1.0,ICICI BANK,"10,000",0.0,Nil,Nil,No,"16,59,600",Yes,fixed,,Nil,Nil,AOC,Smt Anu Garg,External,Er C S padhi Er B K Samal Er L Gouda Er S K Nayak Mr N R Panda Mr B Mallick smt. M Dash,Chitta Ranjan Bhuyan,21-Aug-2025 05:35 PM,finsummary_495619.pdf (2585.06 KB),"CE-BM,BSB Basin,Laxmiposi",2024_CEBML_101577_1,"42/ 23-24 of CEBM, SBB, Laxmiposi",A.Restoration and protection to left bank of river Subarnarekha near village Sekhbazar.,Technical,The Technical bid documents of the above bidder have been downloaded from web site on 12.03.24,Ramakanta Mohapatra,02-Apr-2024 12:32 PM,technical_495619.pdf,1.0,2471796.0,M/S KALINGA COMBINES PRIVATE LIMITED,INR,"141,079,727",21-Aug-2025,"INR 141,079,727",548.0,Chitta Ranjan Bhuyan,04-Oct-2025 12:59 PM,SekhbazarWorkorder.pdf (1004.00 KB),"The work is awarded to Kalinga Combines Pvt Ltd vide Memo No.1579/WE dt.16.08.2025 of SE, BID, Balasore",1,2469007,ANSUMAN ROUT,11-Mar-2024 03:24 PM,Rejected-Finance,As per approval of Financial Bid.,21-Aug-2025 05:35 PM,Finance,The Financial Bid Document of above bidders have been downloaded Successfully .,Ramakanta Mohapatra,17-Jan-2025 11:52 AM,finance_495619.pdf,BOQ Comparative Chart,ACS to Govt. DoWR.,External,,Ramakanta Mohapatra,13-Jan-2025 04:34 PM,16-Jan-2025 11:00 AM,techsummary_495619.pdf (822.08 KB),AOC
,,.pdf,Any other documents as per DTCN.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,ICICI NEFT/RTGS,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2469721,Atanu Kumar Paul,11-Mar-2024 03:09 PM,Rejected-Finance,As per approval of Financial Bid.,21-Aug-2025 05:35 PM,,,,,,,,,,,,,,AOC
2.0,Finance,.xls,BOQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,2472241,BHOOMEE CONDEV PRIVATE LIMITED,09-Mar-2024 02:12 PM,Rejected-Finance,As per approval of Financial Bid.,21-Aug-2025 05:35 PM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,2468985,BIJOY KUMAR ROUT,11-Mar-2024 03:16 PM,Rejected-Finance,As per approval of Financial Bid.,21-Aug-2025 05:35 PM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,2474119,CHINMAYA PARIDA,11-Mar-2024 04:14 PM,Rejected-Finance,As per approval of Financial Bid.,21-Aug-2025 05:35 PM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,2473387,LAXMINARAYAN MALLICK,11-Mar-2024 12:07 PM,Rejected-Finance,As per approval of Financial Bid.,21-Aug-2025 05:35 PM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,2471796,M/S KALINGA COMBINES PRIVATE LIMITED,11-Mar-2024 01:57 PM,Accepted-AOC,Awarded,04-Oct-2025 01:00 PM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,2472632,M/S SARAT CHANDRA SAHOO,10-Mar-2024 11:54 AM,Rejected-Technical,As per DTCN Section-II Clause-4(B) except Clause-4(A).,13-Jan-2025 04:34 PM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,2473679,M/S SHREE GANESH CONSTRUCTION,11-Mar-2024 03:13 PM,Rejected-Technical,As per DTCN Section-II Clause-4(B) except Clause-4(A).,13-Jan-2025 04:34 PM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,2472969,RAJESH KUMAR MOHAPATRA,11-Mar-2024 01:46 PM,Rejected-Finance,As per approval of Financial Bid.,21-Aug-2025 05:35 PM,,,,,,,,,,,,,,AOC
