Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,AOC Description :,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Type :,Summary :,Updated By :.1,Updated On :,Document :,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.2,Updated on :.1,Document :.1,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated On :.1,Document :.2,Tender Stage,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Name,Address,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Cover No,Cover,Document Type,Description,S.No,Bank Name,S.No.1,Corrigendum Title,Corrigendum Type,View,Tender Stage
28-Oct-2025,"INR 157,779",45.0,SUDHANSU MOHAN,28-Oct-2025 01:11 PM,42.pdf (219.00 KB),ok,1,2994233,Alok Kumar Barik,09-Jul-2025 04:40 PM,Accepted-AOC,ok,28-Oct-2025 01:11 PM,1,2994233,Alok Kumar Barik,INR,"157,779",Municipal Bodies||Basudevpur Municipality,2025_ORULB_114987_42,BSP_2025-26_07,Const of paver road from paraba malik house towards mangla road in ward no.10,Finance,ok,SUDHANSU MOHAN,17-Jul-2025 11:50 AM,finance_544761.pdf,BOQ Comparative Chart,Nibedita Behera,Internal,"EO,ME,JE,ACCT",SUDHANSU MOHAN,27-Oct-2025 11:58 AM,finsummary_544761.pdf (8869.81 KB),Nibedita Behera,Internal,"EO,ME,JE,ACCT",SUDHANSU MOHAN,25-Oct-2025 03:44 PM,techsummary_544761.pdf (8869.81 KB),AOC,05-Jul-2025 10:00 AM,14-Jul-2025 11:00 AM,05-Jul-2025 10:00 AM,11-Jul-2025 05:00 PM,NA ,NA ,05-Jul-2025 10:00 AM,11-Jul-2025 05:00 PM,EO,Basudevpur Municipality,Municipal Bodies||Basudevpur Municipality,BSP_2025-26_07,2025_ORULB_114987_42,Yes,Open Tender,Percentage,Works,1.0,No,No,Online,No,No,No,600.0,0.0,Nil,Nil,No,Const of paver road from paraba malik house towards mangla road in ward no.10,Const of paver road from paraba malik house towards mangla road in ward no.10,Please refer Tender documents. ,NA ,"1,57,288",Civil Works - Roads,NA ,Tender,90.0,45.0,Basudevpur Municipality,756125.0,NA ,NA ,NA ,Basudevpur Municipality,No ,No,"1,573",Yes,fixed,,Nil,Nil,1.0,Fee/PreQual/Technical/Finance,.pdf,DTCN,1.0,ICICI BANK,1.0,EMD exemption allowed,Fee,,AOC
,,,,,,,2,2995189,Duryodhan Mohakud,10-Jul-2025 04:23 PM,Accepted-AOC,ok,28-Oct-2025 01:11 PM,2,2994558,Satyabhama Mallick,INR,"157,779",,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.xls,BOQ,2.0,ICICI NEFT/RTGS,,,,,AOC
,,,,,,,3,2994919,RANJITA DASH,10-Jul-2025 01:49 PM,Accepted-AOC,ok,28-Oct-2025 01:11 PM,3,2994919,RANJITA DASH,INR,"157,779",,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,4,2994558,Satyabhama Mallick,09-Jul-2025 08:39 PM,Accepted-AOC,ok,28-Oct-2025 01:11 PM,4,2995189,Duryodhan Mohakud,INR,"157,779",,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
