Type :,Summary :,Updated By :,Updated On :,Document :,BOQ Comparative Chart :,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.1,Updated on :,AOC document :,AOC Description :,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.2,Updated On :.1,Document :.1,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated on :.1,Document :.2,Tender Stage,Cover No,Cover,Document Type,Description,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,S.No,Bank Name,Name,Address,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Tender Stage
Finance,ALL THE BIDDERS ARE VALID BIDDERS,Shatabdi Choudhury,15-Jul-2025 06:45 PM,finance_537725.pdf,BOQ Comparative Chart,22-Jul-2025,"INR 4,133,381",180.0,AMIYA KUMAR SETH,21-Oct-2025 01:59 PM,PID22292P1202526.pdf (659.00 KB),AOC,1,2905545,ABINASH PRASAD BEHERA,05-May-2025 06:18 AM,Rejected-Finance,Reject,21-Jul-2025 07:11 PM,"CE-BM,LMB Basin,BBSR||SE, Central Irr.Circle, BBSR||EE,Puri Irr Division,Puri",2025_CELBB_112841_22,EPROCUREMENT TENDER CALL NOTICE PID01 OF 2025-26,"PID-22, Restoration to Luna right embankment from RD 7.600Km. to 8.800Km.",1.0,2913677.0,Subha Kanta Dash,INR,"3,513,787",ER. AMIYA KUMAR SETH,Internal,"Er. Amiya Kumar Seth, SE, Mrs. Shatabdi Choudhury, AEE (Estimator), Sri Manoj Kumar Chudhury, DAO-I, Sri Himansu Sekhar Mandhata, AE (Estimator) in charge",Shatabdi Choudhury,16-Jul-2025 10:33 AM,techsummary_537725.pdf (447.33 KB),ER. AMIYA KUMAR SETH,Internal,"Er. Amiya Kumar Seth, SE, Mrs. Shatabdi Choudhury, AEE (Estimator), Sri Manoj Kumar Chudhury, DAO-I, Sri Himansu Sekhar Mandhata, AE (Estimator) in charge",Shatabdi Choudhury,21-Jul-2025 07:11 PM,finsummary_537725.pdf (447.33 KB),AOC,1.0,Fee/PreQual/Technical/Finance,.pdf,"TENDERPAPERCOST,EMD,RC,PAN,ACTIVEGSTIN,NRC,AFFIDAVIT FOR EACHWORK,ANY OTHER DOCUMENT ASPER DTCN","CE-BM,LMB Basin,BBSR||SE, Central Irr.Circle, BBSR||EE,Puri Irr Division,Puri",EPROCUREMENT TENDER CALL NOTICE PID01 OF 2025-26,2025_CELBB_112841_22,Yes,Open Tender,Percentage,Works,1.0,No,No,Online,No,No,No,"41,400",Yes,fixed,,Nil,Nil,29-Apr-2025 10:30 AM,14-May-2025 11:00 AM,29-Apr-2025 10:30 AM,13-May-2025 05:30 PM,29-Apr-2025 10:30 AM ,13-May-2025 05:30 PM ,29-Apr-2025 10:30 AM,13-May-2025 05:30 PM,"PID-22, Restoration to Luna right embankment from RD 7.600Km. to 8.800Km.",Restoration to Luna right embankment from RD 7.600Km. to 8.800Km.,Please refer Tender documents. ,NA ,"41,33,381",Civil Works - Others,RIVER ,Tender,90.0,180.0,PURI,752003.0,NA ,NA ,NA ,"O/o SE, Puri Irrigation Division, Puri",No ,No,1.0,ICICI BANK,"SE, Puri Irrigation Division, Puri","O/O THE SUPERINTENDING ENGINEER, PURI IRRIGATION DIVISION, PURI AT, DELTA COLONY, SECHAN VIHAR, SHREE VIHAR, PURI 752003","6,000",0.0,Nil,Nil,No,AOC
,,,,,,,,,,,,,2,2911694,AMAR CHHATOI,11-May-2025 07:38 AM,Rejected-Finance,Reject,21-Jul-2025 07:11 PM,,,,,,,,,,,,,,,,,,,,,,AOC,,,.xls,BILL OF QUANTITY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,ICICI NEFT/RTGS,,,,,,,,AOC
,,,,,,,,,,,,,3,2914892,BIBHUTI BHUSAN JENA,13-May-2025 09:24 AM,Rejected-Finance,Reject,21-Jul-2025 07:11 PM,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,4,2915949,CHANDAN SAHOO,13-May-2025 02:05 PM,Rejected-Finance,Reject,21-Jul-2025 07:11 PM,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,5,2913504,DEEPAK KUMAR TARAI,12-May-2025 03:16 PM,Rejected-Finance,Reject,21-Jul-2025 07:11 PM,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,6,2916565,DILLIP KUMAR MISHRA,13-May-2025 04:28 PM,Rejected-Finance,Reject,21-Jul-2025 07:11 PM,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,7,2912147,DURYODHAN DEBATA,12-May-2025 10:25 PM,Rejected-Finance,Reject,21-Jul-2025 07:11 PM,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,8,2903759,DUSHMANTA KUMAR SWAIN,02-May-2025 12:48 PM,Rejected-Finance,Reject,21-Jul-2025 07:11 PM,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,9,2910328,GANESWAR BEHERA,09-May-2025 12:57 PM,Rejected-Finance,Reject,21-Jul-2025 07:11 PM,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,10,2910141,GITANJALI SWAIN,09-May-2025 11:27 AM,Rejected-Finance,Reject,21-Jul-2025 07:11 PM,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
