S.No,Bank Name,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Name,Address,Cover No,Cover,Document Type,Description,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Tender Stage,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated on :.1,Document :,Type :,Summary :,Updated By :.2,Updated On :,Document :.1,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated On :.1,Document :.2,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Tender Stage
1,ICICI BANK,Const. of Addl. Class room at Dendrabahali Primary school under Narla Block,Building work,Please refer Tender documents. ,NA ,"12,43,065",Civil Works - Buildings,NA ,Tender,90.0,180.0,Narla,766100.0,NA ,NA ,NA ,"Panchayat Samiti, Narla",No ,No,"13,000",Yes,fixed,,Nil,Nil,Panchayati Raj and Drinking Water Department Odisha||Zilla Parisad Kalahandi||NARALA Block,PS-NRL-T-1/2024-25,2024_PRNB_105946_1,Yes,Open Tender,Percentage,Works,1.0,No,No,Online,No,No,No,24-Oct-2024 11:00 AM,08-Nov-2024 11:00 AM,24-Oct-2024 11:00 AM,07-Nov-2024 05:00 PM,24-Oct-2024 11:00 AM ,28-Oct-2024 05:00 PM ,24-Oct-2024 11:00 AM,07-Nov-2024 05:00 PM,"Block Development officer, Narla","Panchayat Samiti, Narla",1.0,Fee/PreQual/Technical/Finance,.pdf,"Affidavit, RC, PAN, GST, No Relation certificate","6,000",Nil,Nil,No,AOC,1,2621085,MANOJ KUMAR PRADHAN,06-Nov-2024 07:51 PM,Rejected-Finance,Disqualified,16-Oct-2025 11:42 AM,16-Oct-2025,"INR 1,056,729",180.0,Bipin Bihari Deep,16-Oct-2025 11:46 AM,DendrabahaliACR.pdf (100.00 KB),"Block Development Officer, Narla",Internal,,Bipin Bihari Deep,16-Oct-2025 11:42 AM,finsummary_511311.pdf (100.05 KB),Finance,2 nos. bidder participated,Ripunath Suna,08-Nov-2024 11:58 AM,,BOQ Comparative Chart,"Block Development Officer, Narla",Internal,,Bipin Bihari Deep,16-Oct-2025 11:40 AM,techsummary_511311.pdf (100.05 KB),1.0,2627876.0,RINESH KUMAR AGRAWAL,INR,"1,056,729",Panchayati Raj and Drinking Water Department Odisha||Zilla Parisad Kalahandi||NARALA Block,2024_PRNB_105946_1,PS-NRL-T-1/2024-25,Const. of Addl. Class room at Dendrabahali Primary school under Narla Block,AOC
2,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.xls,BOQ,,,,,AOC,2,2627876,RINESH KUMAR AGRAWAL,07-Nov-2024 03:25 PM,Accepted-AOC,Qualified,16-Oct-2025 11:46 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
