Name,Address,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,S.No,Bank Name,Cover No,Cover,Document Type,Description,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Tender Stage,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated On :,Financial Bid Opening Date:,Document :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Type :,Summary :,Updated By :.1,Updated On :.1,Document :.1,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Type :.1,Summary :.1,Updated By :.2,Updated On :.2,Document :.2,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated on :,Document :.3,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.4,Updated on :.1,AOC document :,AOC Description :,Tender Stage
"Superintending Engineer, P.H. Division, Balasore","Office of the Executive Engineer, P.H. Division, Balasore","10,000",0.0,Nil,Nil,No,"5,61,000",Yes,fixed,,Nil,Nil,Construction of Storage Reservoir with Distribution system of ZONE -2 SWAP-III of AMRUT-2.0 for improvement of water supply to Balasore Municipality,Construction of Storage Reservoir with Distribution system of ZONE -2 SWAP-III of AMRUT-2.0 for improvement of water supply to Balasore Municipality,Please refer Tender documents. ,NA ,"5,60,83,000",Civil Works - Water Works,NA ,Tender,120.0,360.0,Balasore,756001.0,NA ,NA ,NA ,"O/o the E.E. P.H. Division, Balasore",No ,No,21-Dec-2024 11:00 AM,07-Jan-2025 11:00 AM,21-Dec-2024 11:00 AM,06-Jan-2025 05:00 PM,21-Dec-2024 11:00 AM ,01-Jan-2025 05:00 PM ,21-Dec-2024 11:00 AM,06-Jan-2025 05:00 PM,06-Jun-2025 11:30 AM,1.0,ICICI BANK,1.0,Fee/PreQual/Technical,.pdf,"GST Certificate, PAN, Bidder RC (CDMS), Affidavit, Cost of Tender Paper, EMD",PHEO||PH Circle Balasore||PH Division Balasore,SEPHBLS-22 of 2024-25 Dt.12.12.2024,2024_PHEO_108586_1,Yes,National Competitive Bid,Percentage,Works,2.0,No,No,Online,No,No,No,AOC,"Manoranjan Jena, Additional Chief Engineer PH Circle Balasore",Internal,"ACE. P.H. Division, Balasore, PA to ACE PH Circle Balasore, JE (Estr.) PH Circle Balasore, A.E.E. (Estr.), P.H. Division, Balasore, DAO, AEE PH Sub-Division, Balasore",Nabin Chandra Singh,05-Jun-2025 07:14 PM,06-Jun-2025 11:30 AM,techsummary_521366.pdf (2610.90 KB),1.0,2728297.0,SANJEEB MOHANTY,INR,"47,675,797",PHEO||PH Circle Balasore||PH Division Balasore,2024_PHEO_108586_1,SEPHBLS-22 of 2024-25 Dt.12.12.2024,Construction of Storage Reservoir with Distribution system of ZONE -2 SWAP-III of AMRUT-2.0 for improvement of water supply to Balasore Municipality,Technical,Technical Bid opened,Nabin Chandra Singh,05-Jun-2025 07:10 PM,technical_521366.pdf,1,2732192,ASHISH MOHANTY,06-Jan-2025 03:08 PM,Rejected-Finance,Disqualified in transparent lottery system,26-Oct-2025 12:25 PM,Finance,Financial Bid opened,Nabin Chandra Singh,26-Oct-2025 12:15 PM,finance_521366.pdf,BOQ Comparative Chart,"Er. Manoranjan Jena, Additional Chief Engineer PH Circle Balasore",Internal,"ACE PH Division Balasore, PA to ACE PH Circle Balasore, JE (Estr.) PH Circle Balasore, A.E.E. (Estr.), P.H. Division, Balasore, DAO, AEE PH Sub-Division, Balasore",Nabin Chandra Singh,26-Oct-2025 12:25 PM,finsummary_521366.pdf (225.64 KB),26-Oct-2025,"INR 47,675,797",360.0,Nabin Chandra Singh,26-Oct-2025 12:32 PM,AOC22.pdf (2735.00 KB),Tender awarded due to Qualified in Transparent Lottery System,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,ICICI NEFT/RTGS,,,.pdf,"Certificates, Formats, Affidavits, Schedules and other documents if any as per DTCN",,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,2,2711924,KSHIROD BEHURA,04-Jan-2025 05:43 PM,Rejected-Finance,Quoted rate is higher than the L1 Bidder,26-Oct-2025 12:25 PM,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,Finance,.xls,Bill of quantity,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,3,2732481,M/S SABITA ENTERPRISES,06-Jan-2025 03:44 PM,Rejected-Finance,Quoted rate is higher than the L1 Bidder,26-Oct-2025 12:25 PM,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,4,2728272,Niranjan Parmanik,06-Jan-2025 04:24 PM,Rejected-Finance,Quoted rate is higher than the L1 Bidder,26-Oct-2025 12:25 PM,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,5,2728297,SANJEEB MOHANTY,04-Jan-2025 01:13 PM,Accepted-AOC,Tender awarded due to Qualified in Transparent Lottery System,26-Oct-2025 12:32 PM,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,6,2730042,SUSHREE SASMITA PRADHAN,06-Jan-2025 01:57 PM,Rejected-Finance,Disqualified in transparent lottery system,26-Oct-2025 12:25 PM,,,,,,,,,,,,,,,,,,,,AOC
