S.No,Bank Name,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Cover No,Cover,Document Type,Description,Name,Address,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,S.No.1,Corrigendum Title,Corrigendum Type,View,Tender Stage,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated On :,Document :,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.2,Updated on :.1,Document :.1,Type :,Summary :,Updated By :.3,Updated On :.1,Document :.2,BOQ Comparative Chart :,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Tender Stage
1.0,ICICI BANK,"Supply, fabrication, transportation and erection of HR gate of Pitabali CD of Narasighpur Block under Minor Irrigation Division, Cuttack for the year 2024-25","Supply, fabrication, transportation and erection of HR gate of Pitabali CD of Narasighpur Block under Minor Irrigation Division, Cuttack for the year 2024-25",Please refer Tender documents. ,NA ,"6,16,025",Mechanical Works,NA ,Tender,90.0,30.0,Narasighpur,754032.0,NA ,NA ,NA ,CUTTACK,No ,No,Chief Engineer Mech - WR Bhubaneswar||SE Mechanical Circle Bhubaneswar||EE Mechanical Division Cuttack,SE/MDC-01(04)/2025-26,2025_CEMWR_112243_1,Yes,Open Tender,Percentage,Works,1.0,No,No,Online,No,No,No,"4,000",0.0,Nil,Nil,No,1.0,Fee/PreQual/Technical/Finance,.pdf,"RC,GST,PAN,AFFIDAVIT AND ALL DOCUMENTS AS PER DTCN.","SuperintendingEngineerMechanicalDivision,Cuttack","O/o The SuperintendingEngineerMechanicalDivision,Cuttack","6,200",No,fixed,,Nil,Nil,07-Apr-2025 11:00 AM,22-Apr-2025 11:00 AM,07-Apr-2025 11:00 AM,21-Apr-2025 05:00 PM,07-Apr-2025 11:00 AM ,21-Apr-2025 05:00 PM ,07-Apr-2025 11:00 AM,21-Apr-2025 05:00 PM,1.0,Value of work put to tender and EMD correction,Fee,,AOC,1,2889774,ABHISEKH ENTERPRISERS,21-Apr-2025 10:07 AM,Rejected-Technical,LOSER OF LOTTERY,29-Oct-2025 01:04 PM,30-Oct-2025,"INR 523,683",30.0,BISHNU NARAYAN MOHAPATRA,30-Oct-2025 04:03 PM,14A.pdf (579.00 KB),"SUPERINTENDING ENGINEER, MECHANICAL DIVISION, JAGATPUR, CUTTACK",Internal,,BISHNU NARAYAN MOHAPATRA,29-Oct-2025 01:04 PM,techsummary_535463.pdf (1726.81 KB),Chief Engineer Mech - WR Bhubaneswar||SE Mechanical Circle Bhubaneswar||EE Mechanical Division Cuttack,2025_CEMWR_112243_1,SE/MDC-01(04)/2025-26,"Supply, fabrication, transportation and erection of HR gate of Pitabali CD of Narasighpur Block under Minor Irrigation Division, Cuttack for the year 2024-25","SUPERINTENDING ENGINEER, MECHANICAL DIVISION, JAGATPUR, CUTTACK",Internal,,BISHNU NARAYAN MOHAPATRA,29-Oct-2025 05:47 PM,finsummary_535463.pdf (722.29 KB),Finance,ALL BID DOCUMENTS ARE DOWNLOADED SUCCESSFULLY.,BISHNU NARAYAN MOHAPATRA,22-Apr-2025 06:23 PM,,BOQ Comparative Chart,1.0,2890270.0,Sarkar Engineering Works,INR,"523,683",AOC
2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.xls,BOQ,,,,,,,,,,,,,,,,,,,,,AOC,2,2887197,"ACHYUTA NANDA SWAIN ,PROPRIETOR M/S. ADITYA ENTERPRISER.",19-Apr-2025 11:15 AM,Rejected-Technical,LOSER OF LOTTERY,29-Oct-2025 01:04 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,3,2887936,ANJAN KUMAR JENA,19-Apr-2025 05:20 PM,Rejected-Technical,LOSER OF LOTTERY,29-Oct-2025 01:04 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,4,2879555,BANASHREE BHUYAN,19-Apr-2025 01:32 PM,Rejected-Technical,LOSER OF LOTTERY,29-Oct-2025 01:04 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,5,2883488,DASH ENGINEERING AND WORKS,21-Apr-2025 08:00 AM,Rejected-Technical,LOSER OF LOTTERY,29-Oct-2025 01:04 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,6,2890203,DASH ENTERPRISERS PROP.RAJEEB LOCHAN DASH,21-Apr-2025 02:03 PM,Rejected-Technical,LOSER OF LOTTERY,29-Oct-2025 01:04 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,7,2879577,LAXMIDHRA BHUYAN,19-Apr-2025 01:15 PM,Rejected-Technical,LOSER OF LOTTERY,29-Oct-2025 01:04 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,8,2888469,Manashi Dash (Prop - M/s. Babby Engg. & Works),21-Apr-2025 08:04 AM,Rejected-Technical,LOSER OF LOTTERY,29-Oct-2025 01:04 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,9,2882818,M/S Abirvab Steel Product,17-Apr-2025 04:55 PM,Rejected-Technical,LOSER OF LOTTERY,29-Oct-2025 01:04 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,10,2888127,M/S ADITYA INDUSTRIAL ENTERPRISERS(PROP.SUKANTA SAHOO),19-Apr-2025 05:05 PM,Rejected-Technical,LOSER OF LOTTERY,29-Oct-2025 01:04 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
