Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Name,Address,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Cover No,Cover,Document Type,Description,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,S.No,Bank Name,Tender Stage,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated on :,Document :,Type :,Summary :,Updated By :.1,Updated On :,Document :.1,BOQ Comparative Chart :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.2,Updated on :.1,AOC document :,AOC Description :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated On :.1,Document :.2,Tender Stage
02-Jun-2025 10:00 AM,10-Jun-2025 11:00 AM,02-Jun-2025 10:00 AM,09-Jun-2025 05:00 PM,NA ,NA ,02-Jun-2025 10:00 AM,09-Jun-2025 05:00 PM,"4,000",0.0,Nil,Nil,No,Chief Engineer Mech - WR Bhubaneswar||SE Mechanical Circle Bhubaneswar||EE Mechanical Division Salapada,EE/MDL- 01(2)/ 2025-26,2025_CEMWR_114029_1,Yes,Open Tender,Percentage,Works,1.0,No,No,Online,No,No,No,Executive Engineer Mechanical Division Laxmiposi,Office of the Executive Engineer Mechanical Division Laxmiposi Dist Mayurbhanj Pin 757107,"9,600",No,fixed,,Nil,Nil,1.0,Fee/PreQual/Technical/Finance,.pdf,"PAN, GSTIN, Res. Proof, Labour Licence, ESI Registration Certificate, and other document as per DTCN","Rubber Seal changing, replacement of steel wire rope with socket and turn buckle assembly and maintenance painting of Gate and Hoist of Size( 7600 mm X 4600 mm) at Rd 10581m under Subarnarekha irrigation Division No-I Jharpokharia for the year2025-26",Gate works,Please refer Tender documents. ,NA ,"9,55,834",Mechanical Works,NA ,Tender,90.0,30.0,Jharpokhoria,757086.0,NA ,NA ,NA ,O/o EE Mechanical Division Laxmiposi,No ,No,1.0,ICICI BANK,AOC,Chief Engineer Mech - WR Bhubaneswar||SE Mechanical Circle Bhubaneswar||EE Mechanical Division Salapada,2025_CEMWR_114029_1,EE/MDL- 01(2)/ 2025-26,"Rubber Seal changing, replacement of steel wire rope with socket and turn buckle assembly and maintenance painting of Gate and Hoist of Size( 7600 mm X 4600 mm) at Rd 10581m under Subarnarekha irrigation Division No-I Jharpokharia for the year2025-26",Rajendra kumar Marndi,Internal,"EE, AEE Estimator, DAO",RAJENDRA KUMAR MARNDI,30-Jul-2025 02:18 PM,finsummary_541698.pdf (368.18 KB),Finance,All the Bid documents are downloaded.,RAJENDRA KUMAR MARNDI,18-Jun-2025 12:43 PM,,BOQ Comparative Chart,1.0,2953127.0,M/S Abirvab Steel Product,INR,"812,554.849",1,2955257,"ACHYUTA NANDA SWAIN ,PROPRIETOR M/S. ADITYA ENTERPRISER.",07-Jun-2025 12:55 PM,Rejected-Finance,Not selected by lottery,30-Jul-2025 02:18 PM,30-Jul-2025,"INR 812,554.849",30.0,RAJENDRA KUMAR MARNDI,17-Oct-2025 08:50 PM,10581.pdf (991.00 KB),Mechanical gate Work,Rajendra Kumar Marndi,Internal,"EE, Estimator, DAO",RAJENDRA KUMAR MARNDI,19-Jun-2025 03:03 PM,techsummary_541698.pdf (683.76 KB),AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.xls,BOQ,,,,,,,,,,,,,,,,,,,2.0,ICICI NEFT/RTGS,AOC,,,,,,,,,,,,,,,,,,,,,,2,2948070,BANASHREE BHUYAN,07-Jun-2025 09:13 PM,Rejected-Finance,Not selected by lottery,30-Jul-2025 02:18 PM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,3,2948106,LAXMIDHRA BHUYAN,07-Jun-2025 09:21 PM,Rejected-Technical,Documents are Not Furnished as per DTCN,19-Jun-2025 03:03 PM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,4,2953127,M/S Abirvab Steel Product,09-Jun-2025 12:08 PM,Accepted-AOC,Selected by lottery,17-Oct-2025 08:50 PM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,5,2948023,M/s. ASHIRBAD INDUSTRIES Prp. PRAKASH CHANDRA LENKA,07-Jun-2025 04:58 PM,Rejected-Finance,Not selected by lottery,30-Jul-2025 02:18 PM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,6,2953944,M/S Ashreebad Fabricators,08-Jun-2025 10:17 PM,Rejected-Finance,Not selected by lottery,30-Jul-2025 02:18 PM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,7,2947992,M/s. BHAGABATI INDUSTRIES Prop. NIRANJAN PANDA,07-Jun-2025 04:50 PM,Rejected-Finance,Not selected by lottery,30-Jul-2025 02:18 PM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,8,2958073,M/S JAGANNATH AGRICULTURAL IMPLEMENTS WORKSHOP,09-Jun-2025 04:16 PM,Rejected-Finance,Not selected by lottery,30-Jul-2025 02:18 PM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,9,2954895,M/S KALINGA METAL PRODUCT (PROP. SMT BASANTILATA MOHANTY,06-Jun-2025 09:17 PM,Rejected-Finance,Not selected by lottery,30-Jul-2025 02:18 PM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,10,2954988,"M/S MOHANTY INDUSTRIAL ENTERPRISERS -PROPRIETOR ,MALAYA KUMAR MOHANTY",07-Jun-2025 08:44 AM,Rejected-Finance,Not selected by lottery,30-Jul-2025 02:18 PM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,11,2951943,M/s Pati Enterprises,08-Jun-2025 08:39 PM,Rejected-Finance,Not selected by lottery,30-Jul-2025 02:18 PM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,12,2952867,M/S SAIKRUPA ENTERPRISERS (PROP.UMESH CHANDRA SWAIN),07-Jun-2025 05:29 PM,Rejected-Finance,Not selected by lottery,30-Jul-2025 02:18 PM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,13,2954096,POOJARINI ENTERPRISERS,09-Jun-2025 02:41 PM,Rejected-Finance,Not selected by lottery,30-Jul-2025 02:18 PM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,14,2954912,SABYASACHI BARAL,09-Jun-2025 03:19 PM,Rejected-Finance,Not selected by lottery,30-Jul-2025 02:18 PM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,15,2949270,SPS INDUSTRY,07-Jun-2025 05:07 PM,Rejected-Finance,Not selected by lottery,30-Jul-2025 02:18 PM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,16,2949288,SUSHIL KUMAR DAS,07-Jun-2025 05:16 PM,Rejected-Finance,Not selected by lottery,30-Jul-2025 02:18 PM,,,,,,,,,,,,,,AOC
