Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,S.No,Bank Name,Cover No,Cover,Document Type,Description,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Name,Address,Tender Stage,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated On :,Document :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.1,Updated on :,Document :.1,Type :,Summary :,Updated By :.2,Updated On :.1,Document :.2,BOQ Comparative Chart :,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.3,Updated on :.1,AOC document :,AOC Description :,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Tender Stage
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,11,3038983,Dhiren Pradhan,17-Aug-2025 10:46 AM,Rejected-Finance,Not won in the transparent lottery system,25-Sep-2025 01:44 PM,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,12,3039284,Kamal Bhoi,17-Aug-2025 06:16 PM,Rejected-Finance,Not won in the transparent lottery system,25-Sep-2025 01:44 PM,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,13,3036711,KAMAL KUMAR GOENKA,15-Aug-2025 12:06 PM,Rejected-Finance,Not won in the transparent lottery system,25-Sep-2025 01:44 PM,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,14,3038045,KOMAL AGRAWALA,16-Aug-2025 12:34 PM,Rejected-Finance,Not won in the transparent lottery system,25-Sep-2025 01:44 PM,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,15,3039121,KULAMANI MAJHI,17-Aug-2025 02:04 PM,Rejected-Finance,Not won in the transparent lottery system,25-Sep-2025 01:44 PM,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,16,3037211,MANABHANJAN PANDA,15-Aug-2025 06:53 PM,Rejected-Finance,Not won in the transparent lottery system,25-Sep-2025 01:44 PM,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,17,3039097,Manoj Kumar sahoo,17-Aug-2025 01:49 PM,Rejected-Finance,Not won in the transparent lottery system,25-Sep-2025 01:44 PM,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,18,3035057,M/S PRADHAN CONSTRUCTION PROP SASMITA PRADHAN,16-Aug-2025 07:58 PM,Rejected-Finance,Not won in the transparent lottery system,25-Sep-2025 01:44 PM,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,19,3039593,PADMALOCHAN PRADHAN,18-Aug-2025 08:51 AM,Rejected-Finance,Not won in the transparent lottery system,25-Sep-2025 01:44 PM,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,20,3039586,Prachiprabha Karmi,18-Aug-2025 08:28 AM,Rejected-Finance,Not won in the transparent lottery system,25-Sep-2025 01:44 PM,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,21,3035242,PRATAP SETHY,13-Aug-2025 08:59 PM,Rejected-Finance,Not won in the transparent lottery system,25-Sep-2025 01:44 PM,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,22,3037902,Radheshyam Jena,16-Aug-2025 11:43 AM,Rejected-Finance,Not won in the transparent lottery system,25-Sep-2025 01:44 PM,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,23,3038757,Rajesh Mishra,16-Aug-2025 06:56 PM,Rejected-Finance,Not won in the transparent lottery system,25-Sep-2025 01:44 PM,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,24,3038300,RAKESH KUMAR KUDEI,16-Aug-2025 02:09 PM,Rejected-Finance,Not won in the transparent lottery system,25-Sep-2025 01:44 PM,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,25,3040047,RASHMIREKHA MENDULI,18-Aug-2025 02:17 PM,Rejected-Finance,Not won in the transparent lottery system,25-Sep-2025 01:44 PM,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,26,3039717,RASMITA PRADHAN,18-Aug-2025 11:51 AM,Rejected-Finance,Not won in the transparent lottery system,25-Sep-2025 01:44 PM,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,27,3038785,RENUKA HOTA,16-Aug-2025 07:37 PM,Rejected-Finance,Not won in the transparent lottery system,25-Sep-2025 01:44 PM,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,28,3038257,RUPESH KUMAR KUDEI,16-Aug-2025 01:56 PM,Rejected-Finance,Not won in the transparent lottery system,25-Sep-2025 01:44 PM,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,29,3035900,SANTOSH KUMAR MESUA,14-Aug-2025 01:38 PM,Rejected-Finance,Not won in the transparent lottery system,25-Sep-2025 01:44 PM,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,30,3036791,SARITA AGRAWALA,15-Aug-2025 12:21 PM,Rejected-Finance,Not won in the transparent lottery system,25-Sep-2025 01:44 PM,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,31,3034562,Shimanchal Pradhan,13-Aug-2025 01:15 PM,Rejected-Finance,Not won in the transparent lottery system,25-Sep-2025 01:44 PM,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,32,3039341,SRIKANTA PATRA (S.C),17-Aug-2025 07:44 PM,Rejected-Finance,Not won in the transparent lottery system,25-Sep-2025 01:44 PM,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,33,3039279,SUBODH KUMAR MAHAKUD,17-Aug-2025 07:12 PM,Rejected-Finance,Not won in the transparent lottery system,25-Sep-2025 01:44 PM,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,34,3039895,Sudam Sethy,18-Aug-2025 12:35 PM,Rejected-Finance,Not won in the transparent lottery system,25-Sep-2025 01:44 PM,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,35,3037985,SUMANTA KUMAR SAHOO,16-Aug-2025 12:13 PM,Rejected-Finance,Not won in the transparent lottery system,25-Sep-2025 01:44 PM,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,36,3033112,Sunil Kumar Panda,15-Aug-2025 11:04 AM,Rejected-Finance,Not won in the transparent lottery system,25-Sep-2025 01:44 PM,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,37,3038775,Suraj Kumar Agrawalla,16-Aug-2025 07:23 PM,Rejected-Finance,Not won in the transparent lottery system,25-Sep-2025 01:44 PM,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,38,3035114,TRIBIKRAM MAHAKUD,13-Aug-2025 07:16 PM,Rejected-Finance,Not won in the transparent lottery system,25-Sep-2025 01:44 PM,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,39,3036889,TRUPTIPRIYA PANDA,15-Aug-2025 01:24 PM,Rejected-Finance,Not won in the transparent lottery system,25-Sep-2025 01:44 PM,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,40,3040270,UPENDRA PRADHAN,18-Aug-2025 03:29 PM,Rejected-Finance,Not won in the transparent lottery system,25-Sep-2025 01:44 PM,,,,,,,,,,AOC
