Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,S.No,Bank Name,Cover No,Cover,Document Type,Description,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Name,Address,Tender Stage,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated On :,Document :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.1,Updated on :,Document :.1,Type :,Summary :,Updated By :.2,Updated On :.1,Document :.2,BOQ Comparative Chart :,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.3,Updated on :.1,AOC document :,AOC Description :,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Tender Stage
"4,000",Nil,Nil,Yes,"8,500",Yes,fixed,,Nil,Nil,1.0,ICICI BANK,1.0,Fee/PreQual/Technical/Finance,.pdf,"Tender Cost, EMD, GSTIN, PAN, Contractor R.C, Registered under CDMS portal, NRC.",08-Aug-2025 10:00 AM,19-Aug-2025 11:00 AM,08-Aug-2025 10:00 AM,18-Aug-2025 05:00 PM,08-Aug-2025 10:00 AM ,13-Aug-2025 05:00 PM ,08-Aug-2025 10:00 AM,18-Aug-2025 05:00 PM,Improvement and Desilting of Khadarapada Minor and its system of Left Main Canal of Manjore Irrigation Project.,Improvement and Desilting of Khadarapada Minor and its system of Left Main Canal of Manjore Irrigation Project.,NA ,NA ,,Civil Works - Canal,Canal Works ,Tender,90.0,90.0,Angul,759143.0,NA ,NA ,NA ,"O.O the S.E, Angul Irr. Divn. Angul",No ,No,CE and BM Brahmani Basin Samal||SE Angul Irrigation Circle Angul||EE Angul Irrigation Division Angul,SE-AID-5/2025-26,2025_CEBBS_116503_17,Yes,Open Tender,Percentage,Works,1.0,No,No,Online,No,No,No,"S.E, Angul Irr. Divn. Angul","O.O the S.E, Angul Irr. Divn. Angul, At/P.O- Hakimpada, Dist-Angul",AOC,Superintending Engineer,Internal,"DAO, Estimator",Santoshibala Sahuranta Sahoo,25-Sep-2025 01:23 PM,techsummary_548525.pdf (194.66 KB),Superintending Engineer,Internal,"DAO, Estimator",Santoshibala Sahuranta Sahoo,25-Sep-2025 01:44 PM,finsummary_548525.pdf (484.12 KB),Finance,Bid documents of all the bidders have been downloaded successfully.,Santoshibala Sahuranta Sahoo,22-Aug-2025 04:58 PM,finance_548525.pdf,BOQ Comparative Chart,01-Dec-2025,"INR 721,932",90.0,Samyak Bikash Subudhi,31-Oct-2025 04:48 PM,17WOAchalAgrawal.pdf (1305.00 KB),Winner in the transparent lottery system.,1,3039033,Ajit Kumar Acharya,17-Aug-2025 12:44 PM,Rejected-Finance,Not won in the transparent lottery system,25-Sep-2025 01:44 PM,1.0,3031078.0,ANCHAL AGRAWAL,INR,"721,932",CE and BM Brahmani Basin Samal||SE Angul Irrigation Circle Angul||EE Angul Irrigation Division Angul,2025_CEBBS_116503_17,SE-AID-5/2025-26,Improvement and Desilting of Khadarapada Minor and its system of Left Main Canal of Manjore Irrigation Project.,AOC
,,,,,,,,,,2.0,ICICI NEFT/RTGS,,,.pdf,"Affidavits, undertakings and any other document as per SBD/DTCN.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,2,3038997,Amar Amit Bishi,17-Aug-2025 11:20 AM,Rejected-Finance,Not won in the transparent lottery system,25-Sep-2025 01:44 PM,,,,,,,,,,AOC
,,,,,,,,,,,,,,.xls,BOQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,3,3035026,AMIYARANJAN BEHERAMALI,13-Aug-2025 05:47 PM,Rejected-Finance,Not won in the transparent lottery system,25-Sep-2025 01:44 PM,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,4,3031078,ANCHAL AGRAWAL,18-Aug-2025 12:25 PM,Accepted-AOC,Winner in the transparent lottery system for award of contract.,31-Oct-2025 04:48 PM,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,5,3034951,ANIL KUMAR BHOI,13-Aug-2025 05:01 PM,Rejected-Finance,Not won in the transparent lottery system,25-Sep-2025 01:44 PM,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,6,3039611,ASHOK KUMAR MAHAKUD,18-Aug-2025 09:11 AM,Rejected-Finance,Not won in the transparent lottery system,25-Sep-2025 01:44 PM,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,7,3038952,ASIT RANJAN PADHI,17-Aug-2025 09:47 AM,Rejected-Finance,Not won in the transparent lottery system,25-Sep-2025 01:44 PM,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,8,3040135,BIBHUDATTA PRADHAN,18-Aug-2025 02:24 PM,Rejected-Finance,Not won in the transparent lottery system,25-Sep-2025 01:44 PM,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,9,3037216,BISWAMBHAR BEHERA (SC),15-Aug-2025 09:21 PM,Rejected-Finance,Not won in the transparent lottery system,25-Sep-2025 01:44 PM,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,10,3038884,Chadan Maharana,16-Aug-2025 11:28 PM,Rejected-Finance,Not won in the transparent lottery system,25-Sep-2025 01:44 PM,,,,,,,,,,AOC
