Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated On :,Document :,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.1,Updated on :,AOC document :,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Type :,Summary :,Updated By :.2,Updated On :.1,Document :.1,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated on :.1,Document :.2,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Tender Stage,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,S.No,Bank Name,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Cover No,Cover,Document Type,Description,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Name,Address,Tender Stage
"SUPERINTENDING ENGINEER, MECHANICAL DIVISION, CUTTACK",Internal,,BISHNU NARAYAN MOHAPATRA,27-Oct-2025 05:50 PM,techsummary_535445.pdf (1942.61 KB),1,2889760,ABHISEKH ENTERPRISERS,21-Apr-2025 09:17 AM,Rejected-Technical,LOSER OF LOTTERY,27-Oct-2025 05:50 PM,30-Oct-2025,"INR 483,250",30.0,BISHNU NARAYAN MOHAPATRA,30-Oct-2025 01:33 PM,11A.pdf (699.00 KB),1.0,2883494.0,M/S. SANJEEB ENTERPRISERS,INR,"483,250",Finance,ALL BID DOCUMENTS ARE DOWNLOADED SUCCESSFULLY.,BISHNU NARAYAN MOHAPATRA,22-Apr-2025 01:07 PM,,BOQ Comparative Chart,"SUPERINTENDING ENGINEER, MECHANICAL DIVISION, JAGATPUR, CUTTACK",Internal,,BISHNU NARAYAN MOHAPATRA,29-Oct-2025 05:08 PM,finsummary_535445.pdf (722.31 KB),Chief Engineer Mech - WR Bhubaneswar||SE Mechanical Circle Bhubaneswar||EE Mechanical Division Cuttack,2025_CEMWR_112227_1,SE/MDC-01(01)/2025-26,"Renovation of Fall Board and HR gate of Balibadabandha of Athagarh Block under Minor Irrigation Division, Cuttack for the year 2024-25",AOC,"Renovation of Fall Board and HR gate of Balibadabandha of Athagarh Block under Minor Irrigation Division, Cuttack for the year 2024-25","Renovation of Fall Board and HR gate of Balibadabandha of Athagarh Block under Minor Irrigation Division, Cuttack for the year 2024-25",Please refer Tender documents. ,NA ,"5,68,461",Mechanical Works,NA ,Tender,90.0,30.0,ATHAGARH,754029.0,NA ,NA ,NA ,CUTTACK,No ,No,Chief Engineer Mech - WR Bhubaneswar||SE Mechanical Circle Bhubaneswar||EE Mechanical Division Cuttack,SE/MDC-01(01)/2025-26,2025_CEMWR_112227_1,Yes,Open Tender,Percentage,Works,1.0,No,No,Online,No,No,No,1.0,ICICI BANK,"4,000",0.0,Nil,Nil,No,"5,700",No,fixed,,Nil,Nil,1.0,Fee/PreQual/Technical/Finance,.pdf,"RC,GST,PAN,AFFIDAFIT AND ALL OTHER DOCUMENTS AS PER DTCN.",07-Apr-2025 11:00 AM,22-Apr-2025 11:00 AM,07-Apr-2025 11:00 AM,21-Apr-2025 05:00 PM,07-Apr-2025 11:00 AM ,21-Apr-2025 05:00 PM ,07-Apr-2025 11:00 AM,21-Apr-2025 05:00 PM,"SuperintendingEngineer,Mechanical Division,Cuttack","O/O the Superintending Engineer, Mechanical Division,Cuttack",AOC
,,,,,,2,2886773,"ACHYUTA NANDA SWAIN ,PROPRIETOR M/S. ADITYA ENTERPRISER.",19-Apr-2025 11:14 AM,Rejected-Technical,LOSER OF LOTTERY,27-Oct-2025 05:50 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,.xls,BOQ,,,,,,,,,,,AOC
,,,,,,3,2879548,BANASHREE BHUYAN,19-Apr-2025 01:28 PM,Rejected-Technical,LOSER OF LOTTERY,27-Oct-2025 05:50 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,4,2883484,DASH ENGINEERING AND WORKS,21-Apr-2025 07:59 AM,Rejected-Technical,LOSER OF LOTTERY,27-Oct-2025 05:50 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,5,2889967,DASH ENTERPRISERS PROP.RAJEEB LOCHAN DASH,21-Apr-2025 01:53 PM,Rejected-Technical,LOSER OF LOTTERY,27-Oct-2025 05:50 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,6,2879571,LAXMIDHRA BHUYAN,19-Apr-2025 01:13 PM,Rejected-Technical,LOSER OF LOTTERY,27-Oct-2025 05:50 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,7,2888466,Manashi Dash (Prop - M/s. Babby Engg. & Works),21-Apr-2025 08:03 AM,Rejected-Technical,LOSER OF LOTTERY,27-Oct-2025 05:50 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,8,2880450,M/S Abirvab Steel Product,17-Apr-2025 04:38 PM,Rejected-Technical,LOSER OF LOTTERY,27-Oct-2025 05:50 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,9,2887717,M/S ADITYA INDUSTRIAL ENTERPRISERS(PROP.SUKANTA SAHOO),19-Apr-2025 04:58 PM,Rejected-Technical,LOSER OF LOTTERY,27-Oct-2025 05:50 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,10,2880121,M/s. ASHIRBAD INDUSTRIES Prp. PRAKASH CHANDRA LENKA,20-Apr-2025 11:49 AM,Rejected-Technical,LOSER OF LOTTERY,27-Oct-2025 05:50 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
