Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,S.No,Bank Name,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Cover No,Cover,Document Type,Description,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Name,Address,S.No.1,Corrigendum Title,Corrigendum Type,View,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Tender Stage,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated on :,Document :,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Type :,Summary :,Updated By :.1,Updated On :,Document :.1,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.2,Updated on :.1,AOC document :,AOC Description :,Type :.1,Summary :.1,Updated By :.3,Updated On :.1,Document :.2,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.4,Updated On :.2,Financial Bid Opening Date:,Document :.3,Tender Stage
Odisha State Agricultural Marketing Board||RMC Attabira,RMC ATTABIRA e-Procurement Noice No.01/2024-25 and TCN No.34 dated 11.01.25,2025_OSAMB_109389_3,Yes,Open Tender,Percentage,Works,2.0,No,No,Online,No,No,No,15-Jan-2025 09:55 AM,05-Feb-2025 11:30 AM,15-Jan-2025 10:00 AM,04-Feb-2025 05:00 PM,NA ,NA ,15-Jan-2025 10:00 AM,04-Feb-2025 05:00 PM,28-Feb-2025 11:00 AM,1.0,ICICI BANK,"Construction of developmental work under Bheden Block 1, RMC,Attabira",Building type of work,Please refer Tender documents. ,NA ,"5,91,57,280",Civil Works - Buildings,NA ,Tender,90.0,300.0,"Different PPCs under Bheden Block1,RMC,Attabira",768027.0,NA ,NA ,NA ,"Office of RMC,Attabira",No ,No,1.0,Fee/PreQual/Technical,.pdf,DTCN,"10,000",Nil,Nil,No,"Sub-Collector,Bargarh-cum-Chairman,RMC,Attabira","At/P.O-Attabira, Dist. Bargarh Odisha-768027",1.0,Corrigendum 1,Date,,"5,91,573",Yes,fixed,,Nil,Nil,AOC,"Sub-Collector,Bargarh-cum-Chairman,RMC,Attabira",Internal,"Executive Engineer,OSAM Board,Bhubaneswar,Junior Engineer,OSAM Board, Bhubaneswar,Secretary,RMC,Attabira and Accountant,RMC,Attabira",Sasanka Sekhar Sahani,03-Mar-2025 07:23 PM,finsummary_525635.pdf (4294.52 KB),Odisha State Agricultural Marketing Board||RMC Attabira,2025_OSAMB_109389_3,RMC ATTABIRA e-Procurement Noice No.01/2024-25 and TCN No.34 dated 11.01.25,"Construction of developmental work under Bheden Block 1, RMC,Attabira",Technical,"Bids submitted by the bidders through online mode were downloaded successfully from the e tender odisha portal. The bids will be scrutinized and evaluated by the members of the TEC,RMC, Attabira as per term and conditions of the DTCN.",Sasanka Sekhar Sahani,05-Feb-2025 07:05 PM,technical_525635.pdf,1.0,2781551.0,toshabantadash,INR,"59,109,954",1,2796235,ABAKASH MISHRA,04-Feb-2025 11:38 AM,Rejected-Finance,Quoted at par schedule of rate,03-Mar-2025 07:23 PM,18-Mar-2025,"INR 59,157,280.13",300.0,Prasanna Kumar Pande,27-Oct-2025 09:06 PM,Bheden1ConstofdevworkatRemunda.pdf (1409.00 KB),Work order,Finance,Price bid proceedings prepared as per the rate quoted by the technically qualified bidders.,Prasanna Kumar Pande,03-Mar-2025 06:58 PM,finance_525635.pdf,BOQ Comparative Chart,"Sub-Collector,Bargarh-cum-Chairman,RMC,Attabira",Internal,"Executive Engineer,OSAM Board,Bhubaneswar,Junior Engineer,OSAM Board,Bhubaneswar,Secretary,RMC,Attabira and Accountant,RMC, Attabira",Prasanna Kumar Pande,25-Feb-2025 09:02 PM,28-Feb-2025 11:00 AM,techsummary_525635.pdf (294.80 KB),AOC
,,,,,,,,,,,,,,,,,,,,,,,2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,2.0,Finance,.xls,BOQ,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,2,2796437,SATYA PRAKASH AGRAWAL,04-Feb-2025 12:32 PM,Rejected-Finance,Quoted 0.02 percent less than the tender value,03-Mar-2025 07:23 PM,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,3,2781551,toshabantadash,04-Feb-2025 02:53 PM,Accepted-AOC,L1 Bidder,27-Oct-2025 09:06 PM,,,,,,,,,,,,,,,,,,,,,AOC
