Cover No,Cover,Document Type,Description,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,S.No,Bank Name,Name,Address,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Tender Stage,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,AOC Description :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated On :,Document :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.2,Updated on :.1,Document :.1,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Type :,Summary :,Updated By :.3,Updated On :.1,Document :.2,BOQ Comparative Chart :,Tender Stage
1.0,Fee/PreQual/Technical/Finance,.pdf,"Cost of tender paper, EMD, PAN,GSTIN, Affidavit, Regd. Certificate, and other documents as per DTCN.",16-Jun-2025 10:00 AM,27-Jun-2025 11:00 AM,16-Jun-2025 10:00 AM,26-Jun-2025 05:00 PM,16-Jun-2025 10:00 AM ,26-Jun-2025 05:00 PM ,16-Jun-2025 10:00 AM,26-Jun-2025 05:00 PM,"24,300",Yes,fixed,,Nil,Nil,"6,000",0.0,Nil,Nil,No,1.0,ICICI BANK,PA ITDA RAyagada,PA ITDA RAyagada,ST and SC Development Deptt||ITDA Rayagada,ITDARGDA 02/2025-26,2025_STSCD_114473_4,Yes,National Competitive Bid,Percentage,Works,1.0,No,No,Online,No,No,No,"Construction 2 Nos. of Additional Class Room at Ashram School, Thutibar Colony, G.P-Dudukabahal, Block-Kashipur",Building works,Please refer Tender documents. ,NA ,"24,27,632",Civil Works - Buildings,NA ,Tender,90.0,90.0,Rayagada,765001.0,NA ,NA ,NA ,PA ITDA RAyagada,No ,No,AOC,1,2980258,BHAGYADHAR NAIK,25-Jun-2025 07:47 PM,Rejected-AOC,1st Lowest,10-Oct-2025 12:56 PM,10-Oct-2025,"INR 2,063,730",90.0,CHANDRAKANTA MAJHI,10-Oct-2025 12:55 PM,Work_order_2Nos_Add_Class_Room_at_Thutibar_Colony.pdf (387.00 KB),Letter No 1845 dated 26-09-2025 of PA ITDA Rayagada,PAITDA,Internal,JE AE AEE and PA ITDA Rayagada,CHANDRAKANTA MAJHI,10-Oct-2025 12:41 PM,techsummary_543149.pdf (1014.16 KB),PAITDA,Internal,JE AE AEE and PA ITDA Rayagada,CHANDRAKANTA MAJHI,10-Oct-2025 12:48 PM,finsummary_543149.pdf (1014.16 KB),ST and SC Development Deptt||ITDA Rayagada,2025_STSCD_114473_4,ITDARGDA 02/2025-26,"Construction 2 Nos. of Additional Class Room at Ashram School, Thutibar Colony, G.P-Dudukabahal, Block-Kashipur",1.0,2978124.0,KRUSHNA CHANDRA NAIK,INR,"2,063,730",Finance,Tender opened,CHANDRAKANTA MAJHI,10-Oct-2025 12:31 PM,finance_543149.pdf,BOQ Comparative Chart,AOC
,,.xls,Bill of Quantity,,,,,,,,,,,,,,,,,,,,2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,2,2979268,CHANDRAMA NAIK,24-Jun-2025 04:09 PM,Rejected-AOC,1st Lowest,10-Oct-2025 12:56 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,3,2973588,GOBINDA CHANDRA SAHU,19-Jun-2025 01:52 PM,Rejected-AOC,1st Lowest,10-Oct-2025 12:56 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,4,2978124,KRUSHNA CHANDRA NAIK,23-Jun-2025 01:31 PM,Accepted-AOC,1st Lowest selected through transparent lottery system,10-Oct-2025 12:56 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,5,2979160,RATNAKAR NAIK,24-Jun-2025 05:43 PM,Rejected-AOC,1st Lowest,10-Oct-2025 12:56 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
