S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,AOC Description :,Type :,Summary :,Updated By :.1,Updated On :,Document :,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.2,Updated on :.1,Document :.1,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated On :.1,Document :.2,Tender Stage,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Name,Address,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Cover No,Cover,Document Type,Description,S.No,Bank Name,Tender Stage
1.0,3057439.0,M/S SHREE BALAJI INTERNATIONAL,INR,"248,486.91",Municipal Bodies||Athgarh NAC,2025_ORULB_116989_12,ATH-NAC-01/2025-26,Construction of RCC drain with cover slab from Hrushikesh Behera house to Satichaura Sahi chhack in w.no.11,1,3060821,BISWAJIT SETHY,02-Sep-2025 12:04 PM,Rejected-AOC,Reject,31-Oct-2025 04:15 PM,31-Oct-2025,"INR 248,486.91",30.0,BALAYA DEHURY,31-Oct-2025 04:15 PM,workorder12.pdf (1240.00 KB),work order,Finance,TWO bidders participated. BOQ Comparative Chart is enclosed for reference. The Original documents of bidder to be verified,BALAYA DEHURY,03-Sep-2025 03:06 PM,finance_549669.pdf,BOQ Comparative Chart,Executive Officer,Internal,Assistant Engineer,BALAYA DEHURY,31-Oct-2025 04:10 PM,finsummary_549669.pdf (395.03 KB),Executive Officer,Internal,Assistant Engineer,BALAYA DEHURY,31-Oct-2025 04:07 PM,techsummary_549669.pdf (395.03 KB),AOC,Construction of RCC drain with cover slab from Hrushikesh Behera house to Satichaura Sahi chhack in w.no.11,Construction of RCC drain with cover slab from Hrushikesh Behera house to Satichaura Sahi chhack in w.no.11,Please refer Tender documents. ,NA ,"2,92,303",Civil Works - Canal,NA ,Tender,30.0,NA ,Athgarh NAC,754029.0,NA ,NA ,NA ,Athgarh NAC,No ,No,Municipal Bodies||Athgarh NAC,ATH-NAC-01/2025-26,2025_ORULB_116989_12,Yes,Open Tender,Percentage,Works,1.0,No,No,Online,No,No,No,EXECUTIVE OFFICER,ATHGARH NAC,19-Aug-2025 11:00 AM,03-Sep-2025 11:00 AM,19-Aug-2025 11:00 AM,02-Sep-2025 05:00 PM,NA ,NA ,19-Aug-2025 11:00 AM,02-Sep-2025 05:00 PM,"3,000",Yes,fixed,,Nil,Nil,"2,360",0.0,Nil,Nil,No,1.0,Fee/PreQual/Technical/Finance,.pdf,As per DTCN,1,ICICI BANK,AOC
,,,,,,,,,2,3057439,M/S SHREE BALAJI INTERNATIONAL,31-Aug-2025 11:54 AM,Accepted-AOC,Accepted,31-Oct-2025 04:15 PM,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.xls,BOQ,2,ICICI NEFT/RTGS,AOC
