Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Cover No,Cover,Document Type,Description,Name,Address,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,S.No,Bank Name,Tender Stage,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated On :,Document :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.1,Updated on :,Document :.1,Type :,Summary :,Updated By :.2,Updated On :.1,Document :.2,BOQ Comparative Chart :,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.3,Updated on :.1,AOC document :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Tender Stage
17-Feb-2025 11:00 AM,04-Mar-2025 11:00 AM,17-Feb-2025 11:00 AM,03-Mar-2025 05:00 PM,NA ,NA ,17-Feb-2025 11:00 AM,03-Mar-2025 05:00 PM,Municipal Bodies||Jatni Municipal Council,EO/JMC/082/2024-25,2025_ORULB_110517_43,Yes,Open Tender,Percentage,Works,1.0,No,No,Online,No,No,No,Construction of wet land near PN High School in W.no.-08,Construction of wet land near PN High School in W.no.-08,Please refer Tender documents. ,NA ,"16,94,914",Civil Works - Others,NA ,Tender,30.0,NA ,"EXECUTIVE OFFICER,JATNI MUNICIPALITY",752050.0,NA ,NA ,NA ,"EXECUTIVE OFFICER,JATNI MUNICIPALITY",No ,No,"6,000",0.0,Nil,Nil,No,1.0,Fee/PreQual/Technical/Finance,.pdf,"RC,PAN,GST,EPF ,Affidavits and all Other document as per DTCN.","EXECUTIVE OFFICER,JATNI MUNICIPALITY","EXECUTIVE OFFICER,JATNI MUNICIPALITY","16,949",Yes,percentage,1.0%,Nil,Nil,1.0,ICICI BANK,AOC,chairperson,Internal,,Anuradha Pradhan,13-Oct-2025 04:40 PM,techsummary_530184.pdf (1720.82 KB),chairperson,Internal,,Anuradha Pradhan,13-Oct-2025 04:55 PM,finsummary_530184.pdf (1720.82 KB),Finance,fifteen bidders are found,Suryamani Pattajoshi,11-Mar-2025 05:02 PM,finance_530184.pdf,BOQ Comparative Chart,13-Oct-2025,"INR 1,440,859",30.0,Anuradha Pradhan,13-Oct-2025 05:00 PM,4345.pdf (1721.00 KB),1.0,2843171.0,SATRUGHNA MAJHI,INR,"1,440,859",Municipal Bodies||Jatni Municipal Council,2025_ORULB_110517_43,EO/JMC/082/2024-25,Construction of wet land near PN High School in W.no.-08,1,2842279,AMEEYA BHUJABAL,01-Mar-2025 05:56 PM,Rejected-Finance,Lottery,13-Oct-2025 04:55 PM,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.xls,boq,,,,,,,,,2.0,ICICI NEFT/RTGS,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2842821,BIJAY KUMAR SETHI,02-Mar-2025 06:17 PM,Rejected-Finance,Lottery,13-Oct-2025 04:55 PM,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,2843224,CHINMAYEE JENA,03-Mar-2025 11:59 AM,Rejected-Finance,Lottery,13-Oct-2025 04:55 PM,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,2842465,GOURANGA BALIARSINGH,02-Mar-2025 08:35 AM,Rejected-Finance,Lottery,13-Oct-2025 04:55 PM,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,2843208,JITENDRA KUMAR PATASAHANI,03-Mar-2025 11:54 AM,Rejected-Finance,Lottery,13-Oct-2025 04:55 PM,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,2843000,M/s RANJIT KUMAR KHUNTIA,03-Mar-2025 06:55 AM,Rejected-Finance,Lottery,13-Oct-2025 04:55 PM,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,2842737,PRADHAN CONSTRUCTION,03-Mar-2025 04:37 AM,Rejected-Finance,Lottery,13-Oct-2025 04:55 PM,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,2842704,PRADIP KUMAR BARAL,02-Mar-2025 02:14 PM,Rejected-Finance,Lottery,13-Oct-2025 04:55 PM,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,2842600,PRAMOD KUMAR BALIARSINGH,02-Mar-2025 12:00 PM,Rejected-Finance,Lottery,13-Oct-2025 04:55 PM,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,2842276,PRAMOD KUMAR RANSINGH,01-Mar-2025 05:24 PM,Rejected-Finance,Lottery,13-Oct-2025 04:55 PM,AOC
