Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,S.No,Bank Name,Name,Address,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Cover No,Cover,Document Type,Description,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Tender Stage,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Type :,Summary :,Updated By :,Updated On :,Document :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated on :,Document :.1,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.2,Updated on :.1,AOC document :,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Type :.1,Summary :.1,Updated By :.3,Updated On :.1,Document :.2,BOQ Comparative Chart :,Tender Stage
13-May-2025 10:00 AM,03-Jun-2025 11:00 AM,13-May-2025 10:00 AM,02-Jun-2025 05:30 PM,13-May-2025 10:00 AM ,20-May-2025 05:30 PM ,13-May-2025 10:00 AM,02-Jun-2025 05:30 PM,21-Jun-2025 11:00 AM,1.0,ICICI BANK,Addl. Chief Engineer,"o/o ACE, Balangir Irr. Circle, Balangir","1,17,520",Yes,fixed,,Nil,Nil,"10,000",0.0,Nil,Nil,No,1.0,Fee/PreQual/Technical,.pdf,"Tender cost,GST,PAN,NRC,Contractor RC,Affidavit,other relevant document",Flood Protection works at the right bank of river Salki near daily market at Baghiapada GP of Boudh Block(working RD 00M to 135M.),Flood Protection Embankment work,Please refer Tender documents. ,NA ,"1,17,51,778",Civil Works - Others,NA ,Tender,90.0,365.0,Boudh,762014.0,NA ,NA ,NA ,"o/o ACE, Balangir Irr. Circle, Balangir",No ,No,"CE-BM, Tel Basin,Bhawanipatna||SE Balangir Irr Circle Balangir||EE Boudh Irr Divn Boudh","ACE,BOIC-01/2025-26",2025_CEBMT_113219_1,Yes,National Competitive Bid,Percentage,Works,2.0,No,No,Online,No,No,No,AOC,"CE-BM, Tel Basin,Bhawanipatna||SE Balangir Irr Circle Balangir||EE Boudh Irr Divn Boudh",2025_CEBMT_113219_1,"ACE,BOIC-01/2025-26",Flood Protection works at the right bank of river Salki near daily market at Baghiapada GP of Boudh Block(working RD 00M to 135M.),Technical,Tender opened on date 03.06.2025,NARESH KUMAR BARIK,19-Jun-2025 03:23 PM,,executive engineer,Internal,,BISHNUPRIYA DEHURI,23-Jul-2025 12:57 PM,finsummary_538850.pdf (359.50 KB),1.0,2927651.0,SANJIB KUMAR HOTA,INR,"9,990,187",22-Aug-2025,"INR 9,990,187",365.0,BISHNUPRIYA DEHURI,09-Oct-2025 04:55 PM,sanjib.pdf (1132.00 KB),1,2948202,ABAKASH KUDEI,02-Jun-2025 12:04 PM,Rejected-Finance,Not Found L1 in the lottery process,23-Jul-2025 12:57 PM,Finance,financial bid already opened on dt 21.6.25,BISHNUPRIYA DEHURI,11-Jul-2025 09:23 PM,,BOQ Comparative Chart,AOC
,,,,,,,,,2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,2.0,Finance,.xls,Financial,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2942488,ABHIJIT PANIGRAHI,02-Jun-2025 11:28 AM,Rejected-Finance,Not Found L1 in the lottery process,23-Jul-2025 12:57 PM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,3,2936752,ABINASH NAYAK,28-May-2025 08:59 AM,Rejected-Finance,Not Found L1 in the lottery process,23-Jul-2025 12:57 PM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,4,2948894,ADITYA NARAYAN NAYAK,02-Jun-2025 05:19 PM,Rejected-Finance,Not Found L1 in the lottery process,23-Jul-2025 12:57 PM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,5,2945533,AHSANULLA KHAN,01-Jun-2025 07:37 PM,Rejected-Finance,Not Found L1 in the lottery process,23-Jul-2025 12:57 PM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,6,2945662,AMAN KUMAR AGRAWAL,31-May-2025 07:51 PM,Rejected-Finance,Not Found L1 in the lottery process,23-Jul-2025 12:57 PM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,7,2921536,AMIYA RANJAN DASH,01-Jun-2025 01:26 PM,Rejected-Finance,Not Found L1 in the lottery process,23-Jul-2025 12:57 PM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,8,2941220,ANANTA SAHU,29-May-2025 06:27 PM,Rejected-Finance,Not Found L1 in the lottery process,23-Jul-2025 12:57 PM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,9,2923369,anil kumar mohanty,18-May-2025 11:55 AM,Rejected-Finance,Not Found L1 in the lottery process,23-Jul-2025 12:57 PM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,10,2937680,Anil Kumar Nayak,28-May-2025 01:51 PM,Rejected-Finance,Not Found L1 in the lottery process,23-Jul-2025 12:57 PM,,,,,,,AOC
