Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,S.No,Bank Name,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Cover No,Cover,Document Type,Description,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Name,Address,Tender Stage,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated on :,Document :,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Type :,Summary :,Updated By :.1,Updated On :,Document :.1,BOQ Comparative Chart :,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.2,Updated on :.1,AOC document :,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated On :.1,Document :.2,Tender Stage
"6,000",Nil,Nil,Yes,"16,780",Yes,fixed,,Nil,Nil,1.0,ICICI BANK,Panchayati Raj and Drinking Water Department Odisha||Zilla Parisad Balangir||MURIBAHAL Block,ONLINE-01-2025-26-MURIBAHAL BLOCK,2025_PRBMU_116333_6,Yes,Open Tender,Percentage,Works,1.0,No,No,Online,No,No,No,08-Aug-2025 11:00 AM,06-Sep-2025 11:00 AM,08-Aug-2025 11:00 AM,04-Sep-2025 05:30 PM,08-Aug-2025 11:00 AM ,03-Sep-2025 05:30 PM ,08-Aug-2025 11:00 AM,04-Sep-2025 05:30 PM,1.0,Fee/PreQual/Technical/Finance,.pdf,"PAN,GSTIN,REGISTRATION CERTIFICATE,AFFIDAVIT REGARDING CORRECTNESS AND OTHER DOCUMENTS AS PER DTCN",Construction of 1 no of Additional Class Room at Tentulikhunti High School,Construction of 1 no of Additional Class Room at Tentulikhunti High School,"PAN,GSTIN,REGISTRATION CERTIFICATE,AFFIDAVIT REGARDING CORRECTNESS AND OTHER DOCUMENTS AS PER DTCN ",Please refer the tender documents ,"16,78,005",Civil Works - Buildings,NA ,Tender,180.0,180.0,Muribahal Block,767037.0,NA ,NA ,NA ,"Conference Hall,Muribahal",No ,No,"BDO,Muribahal","Panchayat Samiti,Muribahal",AOC,BDO Muribahal,Internal,,ABINASH MUDI,14-Sep-2025 03:23 PM,finsummary_548149.pdf (413.65 KB),Panchayati Raj and Drinking Water Department Odisha||Zilla Parisad Balangir||MURIBAHAL Block,2025_PRBMU_116333_6,ONLINE-01-2025-26-MURIBAHAL BLOCK,Construction of 1 no of Additional Class Room at Tentulikhunti High School,1.0,3061818.0,PITAMBAR TANDI,INR,"1,426,472.212",Finance,Admitted,ABINASH MUDI,14-Sep-2025 09:56 AM,finance_548149.pdf,BOQ Comparative Chart,08-Oct-2025,"INR 1,678,014",180.0,GHENURAM TANDI,22-Oct-2025 03:12 PM,Tentulikhunti.pdf (2542.00 KB),1,3063494,AJIT PANIKA,04-Sep-2025 02:47 PM,Rejected-AOC,Not Selected in the transparent lottery,22-Oct-2025 03:13 PM,BDO Muribahal,Internal,,ABINASH MUDI,14-Sep-2025 02:25 PM,techsummary_548149.pdf (726.29 KB),AOC
,,,,,,,,,,2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,,,,,,,.xls,BILL OF QUANTITY,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,3051072,BANA BIHARI JOSHI,30-Aug-2025 09:17 PM,Rejected-AOC,Not Selected in the transparent lottery,22-Oct-2025 03:13 PM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,3061785,Bishnu Sahu,03-Sep-2025 08:12 PM,Rejected-AOC,Not Selected in the transparent lottery,22-Oct-2025 03:13 PM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,3061645,DOLAMANI CHHURA,03-Sep-2025 07:35 PM,Rejected-AOC,Not Selected in the transparent lottery,22-Oct-2025 03:13 PM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,3042513,GOLEK NAIK,03-Sep-2025 09:39 PM,Rejected-AOC,Not Selected in the transparent lottery,22-Oct-2025 03:13 PM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,3059948,HARE KRUSHNASABAR,01-Sep-2025 06:49 PM,Rejected-AOC,Not Selected in the transparent lottery,22-Oct-2025 03:13 PM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,3063420,MAA MANGALA TRADERS,04-Sep-2025 03:10 PM,Rejected-AOC,Not Selected in the transparent lottery,22-Oct-2025 03:13 PM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,3060670,MALATI BAG,03-Sep-2025 01:21 PM,Rejected-AOC,Not Selected in the transparent lottery,22-Oct-2025 03:13 PM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,3043207,MAMATA KUMBHAR,03-Sep-2025 11:26 AM,Rejected-AOC,Not Selected in the transparent lottery,22-Oct-2025 03:13 PM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,3062878,manorama sahu,03-Sep-2025 08:46 PM,Rejected-AOC,Not Selected in the transparent lottery,22-Oct-2025 03:13 PM,,,,,,,AOC
