Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Cover No,Cover,Document Type,Description,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Name,Address,S.No,Bank Name,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Tender Stage,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated on :,Document :,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Type :,Summary :,Updated By :.1,Updated On :,Document :.1,BOQ Comparative Chart :,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.2,Updated on :.1,AOC document :,AOC Description :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated On :.1,Document :.2,Tender Stage
"42/6287-Construction of Multipurpose Hall Building at Dr.H.K Mahatab College, Kupari, Balasore for the year 2024-25","42/6287-Construction of Multipurpose Hall Building at Dr.H.K Mahatab College, Kupari, Balasore for the year 2024-25",NA ,NA ,"38,43,682",Civil Works - Buildings,NA ,Tender,90.0,180.0,Balasore,756001.0,NA ,NA ,NA ,"RURAL WORKS DIVISION NO.II, BALASORE",No ,No,1.0,Fee/PreQual/Technical/Finance,.pdf,"T.P Cost, EMD Online, RC, PAN, GSTIN, Affidavit, NRC, Bid Declaration and Other doc. as per DTCN",24-Jul-2025 05:00 PM,05-Aug-2025 11:00 AM,24-Jul-2025 05:00 PM,04-Aug-2025 05:00 PM,24-Jul-2025 05:00 PM ,04-Aug-2025 03:00 PM ,24-Jul-2025 05:00 PM,04-Aug-2025 05:00 PM,CE RW I||RWCIRCLE-BALASORE||RWDIVISION-BALASORE-II,ETCN2-1,2025_CERWI_115989_1,Yes,Open Tender,Percentage,Works,1.0,No,No,Online,No,No,No,Divisional Officer,"RURAL WORKS DIVISION NO.II, BALASORE",1.0,ICICI BANK,"38,437",Yes,percentage,1.0%,Nil,Nil,"6,000",0.0,Nil,Nil,No,AOC,Superintending Engineer,Internal,DAO and Estimator,Amir Kumar Sethy,12-Aug-2025 12:26 PM,finsummary_547114.pdf (202.88 KB),CE RW I||RWCIRCLE-BALASORE||RWDIVISION-BALASORE-II,2025_CERWI_115989_1,ETCN2-1,"42/6287-Construction of Multipurpose Hall Building at Dr.H.K Mahatab College, Kupari, Balasore for the year 2024-25",1.0,3021557.0,AD SERVICES,INR,"3,267,514",Finance,11 noss of bidders are participated and all documents are download,Amir Kumar Sethy,05-Aug-2025 05:21 PM,finance_547114.pdf,BOQ Comparative Chart,1,3021557,AD SERVICES,02-Aug-2025 03:55 PM,Accepted-AOC,Awarded through lottery,31-Oct-2025 05:28 PM,31-Oct-2025,"INR 3,267,514",180.0,Sujata Behera,31-Oct-2025 05:28 PM,115989.pdf (1565.00 KB),Awarded through lottery winner,Superintending Engineer,Internal,DAO AND ESTIMATORS,Amir Kumar Sethy,08-Aug-2025 04:12 PM,techsummary_547114.pdf (412.95 KB),AOC
,,,,,,,,,,,,,,,,,,,,.xls,Boq,,,,,,,,,,,,,,,,,,,,,,,,,2.0,ICICI NEFT/RTGS,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,2,3022453,AJIT KUMAR SWAIN,03-Aug-2025 07:20 PM,Rejected-AOC,Rejected,31-Oct-2025 05:28 PM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,3,3022997,ASHWINI KUMAR MOHANTY,04-Aug-2025 01:49 PM,Rejected-AOC,Rejected,31-Oct-2025 05:28 PM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,4,3023098,BASANTA MAHARANA,04-Aug-2025 01:59 PM,Rejected-AOC,Rejected,31-Oct-2025 05:28 PM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,5,3023380,DAMBORUDHAR BARIK,04-Aug-2025 04:27 PM,Rejected-AOC,Rejected,31-Oct-2025 05:28 PM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,6,3023326,Jaya Prakash Khatua,04-Aug-2025 03:59 PM,Rejected-AOC,Rejected,31-Oct-2025 05:28 PM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,7,3022990,KAMALAKANTA MOHANTY,04-Aug-2025 12:54 PM,Rejected-AOC,Rejected,31-Oct-2025 05:28 PM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,8,3023058,LELIN MOHANTY,04-Aug-2025 01:43 PM,Rejected-AOC,Rejected,31-Oct-2025 05:28 PM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,9,3023089,MADHU SUDAN SAHOO,04-Aug-2025 01:44 PM,Rejected-AOC,Rejected,31-Oct-2025 05:28 PM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,10,3023147,SANJULATA BEHERA,04-Aug-2025 02:21 PM,Rejected-AOC,Rejected,31-Oct-2025 05:28 PM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,11,3023237,SUNIL KUMAR ROUT,04-Aug-2025 04:34 PM,Rejected-AOC,Rejected,31-Oct-2025 05:28 PM,,,,,,,,,,,,,,AOC
