Cover No,Cover,Document Type,Description,S.No,Bank Name,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Name,Address,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Tender Stage,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated on :,Document :,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Type :,Summary :,Updated By :.1,Updated On :,Document :.1,BOQ Comparative Chart :,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.2,Updated on :.1,AOC document :,AOC Description :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated On :.1,Document :.2,Tender Stage
1.0,Fee/PreQual/Technical/Finance,.pdf,"Online proof Copy Tender cost and EMD, Registration Certificate, PAN, GSTIN,etc.",1.0,ICICI BANK,27-May-2025 06:55 PM,06-Jun-2025 11:30 AM,27-May-2025 06:55 PM,05-Jun-2025 05:00 PM,27-May-2025 06:55 PM ,03-Jun-2025 01:00 PM ,27-May-2025 06:55 PM,05-Jun-2025 05:00 PM,"13,000",Yes,fixed,,Nil,Nil,"S.E,Balangir (R and B) Division,Balangir","O/O S.E,Balangir (R and B) Division,Balangir","Repair and Renovation for Muskan at DHH/BBMCH,Balangir",Building work,Please refer tender document ,NA ,"12,97,397",Civil Works - Buildings,NA ,Tender,90.0,90.0,Balangir,767001.0,NA ,NA ,NA ,"O/O S.E,Balangir (R and B) Division,Balangir",No ,No,EIC-CIVIL||SERNB-CIRCLE-BOLANGIR||EERNB DIVN BOLANGIR,BGR (R and B)-22 of 2024-25,2025_EICCL_112777_4,Yes,National Competitive Bid,Percentage,Works,1.0,No,No,Online,No,No,No,"6,000",0.0,Nil,Nil,No,AOC,A jena,Internal,,ASHUTOS JENA,14-Aug-2025 01:24 PM,finsummary_541219.pdf (78.96 KB),EIC-CIVIL||SERNB-CIRCLE-BOLANGIR||EERNB DIVN BOLANGIR,2025_EICCL_112777_4,BGR (R and B)-22 of 2024-25,"Repair and Renovation for Muskan at DHH/BBMCH,Balangir",1.0,2951940.0,CHINMAYA PRADHAN,INR,"1,102,917",Finance,Total 14 (Fourteen)Nos. bidders were participated and their documents are opened for further evaluation.,Prabhasini Sarangi,13-Jun-2025 08:59 PM,finance_541219.pdf,BOQ Comparative Chart,1,2951461,CHANDRAKANTA MISHRA,04-Jun-2025 05:11 PM,Rejected-Finance,Loose in transparent Lottery system,14-Aug-2025 01:24 PM,02-Sep-2025,"INR 1,102,917",90.0,ASHUTOS JENA,06-Oct-2025 01:03 PM,AOCforrepairandrenovationofMuskan.pdf (344.00 KB),"The work is awarded to Sri Chinmaya Pradhan, ""C"" Class Contractor",Ashutos Jena,Internal,,ASHUTOS JENA,26-Jul-2025 10:40 AM,techsummary_541219.pdf (1133.36 KB),AOC
,,.pdf,"No relationship Certificate, affidavit, Work experience certificate etc.",2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,2,2951940,CHINMAYA PRADHAN,05-Jun-2025 07:21 AM,Accepted-AOC,being the 1st lowest percentage bidder the contractor won the transparent lottery system.,06-Oct-2025 01:03 PM,,,,,,,,,,,,,,AOC
,,.pdf,Others document as per DTCN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,3,2952135,CHINMAYA SINGH GADTIA,05-Jun-2025 11:37 AM,Rejected-Finance,Loose in transparent Lottery system,14-Aug-2025 01:24 PM,,,,,,,,,,,,,,AOC
,,.xls,Bill of Quantity,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,4,2950182,H R CONSTRUCTIONS,03-Jun-2025 05:32 PM,Rejected-Finance,Loose in transparent Lottery system,14-Aug-2025 01:24 PM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,5,2952093,MAA MANGALA TRADERS,05-Jun-2025 02:38 PM,Rejected-Finance,Loose in transparent Lottery system,14-Aug-2025 01:24 PM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,6,2942640,M/S GPS ELECTRICALS,01-Jun-2025 01:21 PM,Rejected-Technical,DTCN submitted for different bidder,26-Jul-2025 10:40 AM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,7,2942611,RANJULATA SAHOO,01-Jun-2025 01:11 PM,Rejected-Finance,Loose in transparent Lottery system,14-Aug-2025 01:24 PM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,8,2952107,RUTURAJ PADHI,05-Jun-2025 11:21 AM,Rejected-Finance,Loose in transparent Lottery system,14-Aug-2025 01:24 PM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,9,2951481,SABITA PANIGRAHI,04-Jun-2025 05:39 PM,Rejected-Finance,Loose in transparent Lottery system,14-Aug-2025 01:24 PM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,10,2947877,SANTOSH KUMAR PANIGRAHI,02-Jun-2025 10:49 AM,Rejected-Finance,Loose in transparent Lottery system,14-Aug-2025 01:24 PM,,,,,,,,,,,,,,AOC
