Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,S.No,Bank Name,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Name,Address,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Cover No,Cover,Document Type,Description,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Tender Stage,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated On :,Financial Bid Opening Date:,Document :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.1,Updated on :,Document :.1,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.2,Updated on :.1,AOC document :,AOC Description :,Type :,Summary :,Updated By :.3,Updated On :.1,Document :.2,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Type :.1,Summary :.1,Updated By :.4,Updated On :.2,Document :.3,BOQ Comparative Chart :,Tender Stage
ODISHA CONSTRUCTION CORPORATION LTD,Bid ID - OCCL_DES_CL_VIII/2025-26,2025_OCCL_115708_1,Yes,Open Tender,Item Rate,Works,2.0,No,No,Online,No,No,No,1.0,ICICI BANK,18-Jul-2025 10:00 AM,16-Aug-2025 03:30 PM,18-Jul-2025 10:00 AM,16-Aug-2025 03:00 PM,18-Jul-2025 10:00 AM ,25-Jul-2025 05:30 PM ,18-Jul-2025 10:00 AM,16-Aug-2025 03:00 PM,26-Aug-2025 04:00 PM,0.0,Nil,Nil,No,MANAGING DIRECTOR OF OCC LTD.,"ODISHA CONSTRUCTION CORPORATION Ltd.,UNIT - VIII, GOPABANDHUNAGAR,BBSR-751012","9,99,000",No,fixed,,Nil,Nil,1.0,Fee/PreQual/Technical,.pdf,"GST,PAN,EPF registration certificate,Valid OCC Ltd enlistment certificate and EMD (Mandatory) etc.",e-procurement Notice No.- 18/OCCL/2025-26 (on-line),Desilting of Reservoir Basin of 23 Nos. of MIPs in Keonjhar District (Cluster-VIII) under OIIPCRA Scheme.,AS PER DTCN. ,NA ,"9,99,00,000",Civil Works - Others,NA ,Tender,90.0,510.0,"Keonjhar District, Odisha",758001.0,CONFERENCE HALL OF OCC LTD. ,"ODISHA CONSTRUCTION CORPORATION Ltd.,UNIT - VIII, GOPABANDHUNAGAR,BBSR-751012 ",28-Jul-2025 11:30 AM ,"HEAD OFFICE, OCCL",No ,No,AOC,1.0,3032664.0,SIBA PRASAD PARIDA,INR,"74,256,759",ODISHA CONSTRUCTION CORPORATION LTD,2025_OCCL_115708_1,Bid ID - OCCL_DES_CL_VIII/2025-26,e-procurement Notice No.- 18/OCCL/2025-26 (on-line),MANAGING DIRECTOR OF OCC LTD.,Internal,,Pratap Chandra Chaudhury,25-Aug-2025 09:43 PM,26-Aug-2025 04:00 PM,techsummary_546402.pdf (314.95 KB),MANAGING DIRECTOR OF OCC LTD.,Internal,,Pratap Chandra Chaudhury,29-Oct-2025 05:08 PM,finsummary_546402.pdf (567.47 KB),29-Oct-2025,"INR 99,900,000",510.0,Pratap Chandra Chaudhury,29-Oct-2025 05:12 PM,DES_CL_VIII.pdf (567.00 KB),AOC,Technical,Opened Successfully.,Pratap Chandra Chaudhury,16-Aug-2025 03:43 PM,,1,3035851,ADHUNIK CONSTRUCTION CO,16-Aug-2025 02:20 PM,Rejected-Finance,L4 BIDDER.,29-Oct-2025 05:08 PM,Finance,Opened Successfully.,Pratap Chandra Chaudhury,26-Aug-2025 04:31 PM,,BOQ Comparative Chart,AOC
,,,,,,,,,,,,,,2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Other documents as per DTCN.,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,3035859,SHIVAJYOTI CONPRO PVT. LTD.,15-Aug-2025 06:28 PM,Rejected-Finance,L5 BIDDER.,29-Oct-2025 05:08 PM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,Finance,.xls,BoQ,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,3032664,SIBA PRASAD PARIDA,15-Aug-2025 08:06 AM,Accepted-AOC,L1 SUCCESSFUL BIDDER.,29-Oct-2025 05:12 PM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,3038092,SRI JITENDRA KUMAR NAYAK,16-Aug-2025 12:55 PM,Rejected-Finance,L2 BIDDER.,29-Oct-2025 05:08 PM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,3037006,SUSANTA KUMAR BADHAI,16-Aug-2025 02:43 PM,Rejected-Finance,L3 BIDDER.,29-Oct-2025 05:08 PM,,,,,,,AOC
