S.No,Bank Name,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Cover No,Cover,Document Type,Description,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Name,Address,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Tender Stage,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated on :,Document :,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Type :,Summary :,Updated By :.1,Updated On :,Document :.1,BOQ Comparative Chart :,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.2,Updated on :.1,AOC document :,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated On :.1,Document :.2,Tender Stage
1,ICICI BANK,Municipal Bodies||Remuna NAC,RN_01_2023_24,2023_ORULB_92107_12,Yes,Open Tender,Percentage,Works,1.0,No,No,Online,No,No,No,11-Aug-2023 02:00 PM,23-Aug-2023 11:00 AM,11-Aug-2023 02:00 PM,22-Aug-2023 05:00 PM,NA ,NA ,11-Aug-2023 02:00 PM,22-Aug-2023 05:00 PM,1.0,Fee/PreQual/Technical/Finance,.pdf,DTCN,"Construction of C.C road near Lipan Ku. Das house and C.C. Road from Maheswar Ojha house to towards Patta Polo in W.N 05 under N.A.C , Remuna","Construction of C.C road near Lipan Ku. Das house and C.C. Road from Maheswar Ojha house to towards Patta Polo in W.N 05 under N.A.C , Remuna",Please refer Tender documents. ,NA ,"16,80,303",Civil Works - Others,NA ,Tender,90.0,45.0,Remuna,756019.0,NA ,NA ,NA ,Remuna NAC,No ,No,Executive Officer,Remuna NAC,"6,000",0.0,Nil,Nil,No,"16,803",Yes,percentage,1.0%,Nil,Nil,AOC,Tanuja Giri/Executive Officer,Internal,,Siva Sankar Giri,21-Sep-2025 09:31 AM,finsummary_447434.pdf (470.58 KB),Municipal Bodies||Remuna NAC,2023_ORULB_92107_12,RN_01_2023_24,"Construction of C.C road near Lipan Ku. Das house and C.C. Road from Maheswar Ojha house to towards Patta Polo in W.N 05 under N.A.C , Remuna",1.0,2208155.0,GANGADHAR PRUSTI,INR,"1,680,303",Finance,Opened Tender,BIDYADHAR DANDAPAT,24-Aug-2023 12:01 PM,finance_447434.pdf,BOQ Comparative Chart,21-Sep-2025,"INR 1,680,303",45.0,Siva Sankar Giri,09-Oct-2025 11:32 AM,workorder.pdf (493.00 KB),1,2208155,GANGADHAR PRUSTI,20-Aug-2023 03:50 PM,Accepted-AOC,lowest one,09-Oct-2025 11:32 AM,Tanuja Giri/Executive Officer,Internal,,Siva Sankar Giri,21-Sep-2025 09:28 AM,techsummary_447434.pdf (470.58 KB),AOC
2,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,,,,,,,.xls,BOQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2208237,sanjay gopal behera,20-Aug-2023 04:52 PM,Rejected-Finance,Higher quoted rate,21-Sep-2025 09:31 AM,,,,,,,AOC
