Name,Address,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Cover No,Cover,Document Type,Description,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,S.No,Bank Name,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Tender Stage,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated on :,Document :,Type :,Summary :,Updated By :.1,Updated On :,Document :.1,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.2,Updated On :.1,Financial Bid Opening Date:,Document :.2,Type :.1,Summary :.1,Updated By :.3,Updated On :.2,Document :.3,BOQ Comparative Chart :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.4,Updated on :.1,AOC document :,AOC Description :,Tender Stage
EXECUTIVE OFFICER NAC DIGAPAHANDI,EXECUTIVE OFFICER NAC DIGAPAHANDI,Municipal Bodies||Digapahandi NAC,DIGNAC-02/2025-26,2025_ORULB_112815_17,Yes,Open Tender,Percentage,Works,2.0,No,No,Online,No,No,No,1,Fee/PreQual/Technical,.pdf,DTCN,"2,360",0.0,Nil,Nil,No,"Repair of old CC drain with installation of cc cover plate at Gudia Gorzi AND Kamar sahi ,in ward No- 06","Repair of old CC drain with installation of cc cover plate at Gudia Gorzi AND Kamar sahi ,in ward No- 06",Please refer Tender documents. ,NA ,"2,01,804",Civil Works - Others,NA ,Tender,90.0,90.0,NAC DIGAPAHANDI,761012.0,NA ,NA ,NA ,NAC OFFICE DIGAPAHANDI,No ,No,"2,050",Yes,fixed,,Nil,Nil,1,ICICI BANK,26-Apr-2025 02:00 PM,17-May-2025 11:00 AM,26-Apr-2025 02:00 PM,16-May-2025 01:00 PM,NA ,NA ,26-Apr-2025 02:00 PM,16-May-2025 01:00 PM,29-May-2025 01:00 PM,AOC,CHAIRPERSON,Internal,EO JE AE ME ACCUNTANT,Rasmi Rani Nahak,25-Jun-2025 02:32 PM,finsummary_537694.pdf (712.85 KB),Technical,TWO BIDDERS ARE PATICIPATED AND QUALIFIED FOR FINANCIAL BID,Mamata Kumari Panda,28-May-2025 09:20 AM,,CHAIRPERSON,Internal,"EO,AE,JE,ME",Mamata Kumari Panda,29-May-2025 12:56 PM,29-May-2025 01:00 PM,techsummary_537694.pdf (582.39 KB),Finance,two bidders are paticipted and qualified for financial evaluation,Rasmi Rani Nahak,25-Jun-2025 01:48 PM,,BOQ Comparative Chart,1.0,2919119.0,Asish Kumar Patnaik,INR,"201,400",Municipal Bodies||Digapahandi NAC,2025_ORULB_112815_17,DIGNAC-02/2025-26,"Repair of old CC drain with installation of cc cover plate at Gudia Gorzi AND Kamar sahi ,in ward No- 06",1,2919119,Asish Kumar Patnaik,15-May-2025 03:47 PM,Accepted-AOC,awarded,14-Oct-2025 04:52 PM,22-Jul-2025,"INR 201,400",90.0,Rasmi Rani Nahak,14-Oct-2025 04:52 PM,IMG_0003.pdf (639.00 KB),awarded,AOC
,,,,,,,,,,,,,,,,2,Finance,.xls,BOQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,ICICI NEFT/RTGS,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2919270,GOURI SHANKAR PANDA,15-May-2025 05:13 PM,Rejected-Finance,L2 REJECTED,25-Jun-2025 02:32 PM,,,,,,,,AOC
