S.No,Bank Name,Name,Address,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Cover No,Cover,Document Type,Description,Tender Stage,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated on :,Document :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.1,Updated On :,Document :.1,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.2,Updated on :.1,AOC document :,AOC Description :,Type :,Summary :,Updated By :.3,Updated On :.1,Document :.2,BOQ Comparative Chart :,Tender Stage
1.0,ICICI BANK,SE R and B Division No I Berhampur,SE R and B Division No I Berhampur,"S/R to Haladiapadar-Loudigaon via Kirtipur Road such as bush cutting, painting to road side trees, pothole repair from Ch 0/00 km to 9/200 km and 12/100 km to 17/350 km","S/R to Haladiapadar-Loudigaon via Kirtipur Road such as bush cutting, painting to road side trees, pothole repair from Ch 0/00 km to 9/200 km and 12/100 km to 17/350 km",Please refer Tender documents. ,NA ,"19,55,312",Civil Works - Roads,NA ,Tender,90.0,120.0,Berhampur,760005.0,NA ,NA ,NA ,SE R and B Division No I Berhampur,No ,No,"19,600",Yes,fixed,,Nil,Nil,06-Sep-2025 12:30 PM,12-Sep-2025 11:30 AM,06-Sep-2025 12:30 PM,11-Sep-2025 04:00 PM,06-Sep-2025 12:30 PM ,11-Sep-2025 04:00 PM ,06-Sep-2025 12:30 PM,11-Sep-2025 04:00 PM,EIC-CIVIL||SERNB-CIRCLE-BERHAMPUR||EERNB-DIVN-GANJAM I,SE RandB Divn No.I-BAM-05/2025-26,2025_EICCL_117579_48,Yes,Open Tender,Percentage,Works,1.0,No,No,Online,No,No,No,"6,000",0.0,Nil,Nil,No,1.0,Fee/PreQual/Technical/Finance,.pdf,"Tender Cost EMD(Online) RC,PAN, GSTIN, Affidavit Other Documents and Forms as per DTCN.",AOC,Superintending Engineer Ganajam (R and B) Division No.I Berhampur,Internal,Sr. DAO and A.E.E Estimator,Somanath Tripathy,22-Oct-2025 11:01 AM,finsummary_551681.pdf (330.69 KB),Superintending Engineer Ganajam (R and B) Division No.I Berhampur,Internal,Sr. DAO and A.E.E Estimator,Somanath Tripathy,22-Oct-2025 10:57 AM,techsummary_551681.pdf (330.69 KB),1,3072020,ASISH KUMAR NAYAK,09-Sep-2025 03:03 PM,Rejected-AOC,Reject in Lottery,22-Oct-2025 11:05 AM,EIC-CIVIL||SERNB-CIRCLE-BERHAMPUR||EERNB-DIVN-GANJAM I,2025_EICCL_117579_48,SE RandB Divn No.I-BAM-05/2025-26,"S/R to Haladiapadar-Loudigaon via Kirtipur Road such as bush cutting, painting to road side trees, pothole repair from Ch 0/00 km to 9/200 km and 12/100 km to 17/350 km",1.0,3070656.0,BIGHNESWAR PADHY,INR,"1,662,211",22-Oct-2025,"INR 1,662,211",30.0,Somanath Tripathy,22-Oct-2025 11:05 AM,266.pdf (331.00 KB),Contract awarded to Sri/Smt Bighneswar Padhy,Finance,"13Nos Bidder are participate, Tender Under Scrutiny.",Somanath Tripathy,16-Sep-2025 11:05 AM,finance_551681.pdf,BOQ Comparative Chart,AOC
2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.xls,Bill of Quantity,AOC,,,,,,,,,,,,,2,3070615,Aswini Kumar Dalai,09-Sep-2025 10:29 AM,Rejected-AOC,Reject in Lottery,22-Oct-2025 11:05 AM,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,3,3070656,BIGHNESWAR PADHY,09-Sep-2025 12:58 AM,Accepted-AOC,Win in Lottery,22-Oct-2025 11:05 AM,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,4,3067546,G Kamaraju Reddy,11-Sep-2025 09:43 AM,Rejected-AOC,Reject in Lottery,22-Oct-2025 11:05 AM,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,5,3069732,JOGENDRA SETHY,08-Sep-2025 05:06 PM,Rejected-AOC,Reject in Lottery,22-Oct-2025 11:05 AM,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,6,3069997,KUNA BISHOYI,08-Sep-2025 07:02 PM,Rejected-AOC,Reject in Lottery,22-Oct-2025 11:05 AM,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,7,3071424,LIPUN SAHU,09-Sep-2025 12:42 PM,Rejected-AOC,Reject in Lottery,22-Oct-2025 11:05 AM,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,8,3071849,RABI NARAYANA SAHU,09-Sep-2025 02:08 PM,Rejected-AOC,Reject in Lottery,22-Oct-2025 11:05 AM,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,9,3071303,Ranjan Swain,09-Sep-2025 01:09 PM,Rejected-AOC,Reject in Lottery,22-Oct-2025 11:05 AM,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,10,3067595,R SUNIL REDDY,07-Sep-2025 05:32 PM,Rejected-AOC,Reject in Lottery,22-Oct-2025 11:05 AM,,,,,,,,,,,,,,,,,,,,,,,AOC
