Cover No,Cover,Document Type,Description,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,S.No,Bank Name,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Name,Address,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Tender Stage,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated On :,Financial Bid Opening Date:,Document :,Type :,Summary :,Updated By :.2,Updated On :.1,Document :.1,BOQ Comparative Chart :,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Type :.1,Summary :.1,Updated By :.3,Updated On :.2,Document :.2,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.4,Updated on :.1,Document :.3,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Tender Stage
1.0,Fee/PreQual/Technical,.pdf,"Tender paper cost, EMD, GSTIN, PAN, Contractor RC",Writing Nomenclature in English letter KANUPUR DAM and Odia letter Kanupur Bandha on Earth Dam from RD 00m to 3460m of Kanupur Irrigation Project,Writing Nomenclature in English letter KANUPUR DAM and Odia letter Kanupur Bandha on Earth Dam from RD 00m to 3460m of Kanupur Irrigation Project,please refer tender documents  ,NA ,"99,66,472",Civil Works - Others,NA ,Tender,90.0,180.0,SE Kanupur Head Works Division Basudevpur,758047.0,NA ,NA ,NA ,O/o SE Kanupur Head Works Division Basudevpur,No ,No,Kanupur Irrigation Project||CCE-Kanupur||Kanupur R C AND B,SE KHWD AND BD-01/2025-26,2025_KPRIP_114998_1,Yes,National Competitive Bid,Percentage,Works,2.0,No,No,Online,No,No,No,1.0,ICICI BANK,"10,000",0.0,Nil,Nil,No,01-Jul-2025 10:00 AM,16-Jul-2025 11:00 AM,01-Jul-2025 10:00 AM,15-Jul-2025 05:00 PM,01-Jul-2025 10:00 AM ,15-Jul-2025 11:00 AM ,01-Jul-2025 10:00 AM,15-Jul-2025 05:00 PM,02-Aug-2025 12:30 PM,SE Kanupur Head Works Division Basudevpur,O/o SE Kanupur Head Works Division Basudevpur,"99,700",Yes,fixed,,Nil,Nil,AOC,10-Oct-2025,"INR 8,472,498",180.0,Ajay Kumar Nayak,10-Oct-2025 05:40 PM,Workorderwritingnomenclature.pdf (549.00 KB),1,3000084,BINAYA SIBASUNDAR DHAL,15-Jul-2025 04:50 PM,Rejected-AOC,looser of the lottery programme,10-Oct-2025 05:40 PM,Superintending Engineer Kanupur Rehabilitation camps and Building Division Basudevpur,Internal,,Ajay Kumar Nayak,01-Aug-2025 05:37 PM,02-Aug-2025 12:30 PM,techsummary_544747.pdf (459.17 KB),Finance,The Financial bids of the 18(Eighteen) nos of bidder are downloaded successfully and taken into further evaluation.,Ajay Kumar Nayak,02-Aug-2025 12:48 PM,,BOQ Comparative Chart,Kanupur Irrigation Project||CCE-Kanupur||Kanupur R C AND B,2025_KPRIP_114998_1,SE KHWD AND BD-01/2025-26,Writing Nomenclature in English letter KANUPUR DAM and Odia letter Kanupur Bandha on Earth Dam from RD 00m to 3460m of Kanupur Irrigation Project,Technical,All the Technical Bids of 18(Eighteen) nos of bidder are downloaded successfully and taken into further evaluation.,Ajay Kumar Nayak,16-Jul-2025 12:35 PM,,Superintending Engineer,Internal,,Ajay Kumar Nayak,10-Oct-2025 05:26 PM,finsummary_544747.pdf (4220.21 KB),1.0,2999123.0,KALPATARU DAS,INR,"8,472,498",AOC
,,.pdf,"Affidavits, No Relation Certificate, Labour undertakings and any other documents as per DTCN",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,2,2999897,DEBASISH DANDSENA,15-Jul-2025 01:46 PM,Rejected-AOC,looser of the lottery programme,10-Oct-2025 05:40 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
2.0,Finance,.xls,BOQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,3,2999932,JAY DURGA BUILDCON PRIVATE LIMITED,15-Jul-2025 03:43 PM,Rejected-AOC,looser of the lottery programme,10-Oct-2025 05:40 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,4,2999123,KALPATARU DAS,14-Jul-2025 03:04 PM,Accepted-AOC,winner of the lottery programme,10-Oct-2025 05:40 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,5,2998964,NITYANANDA SAHOO,14-Jul-2025 01:41 PM,Rejected-AOC,looser of the lottery programme,10-Oct-2025 05:40 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,6,2999438,Pabitra Kumar Sahoo,14-Jul-2025 06:47 PM,Rejected-AOC,looser of the lottery programme,10-Oct-2025 05:40 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,7,2999701,PRADIPTA KUMAR KAR,15-Jul-2025 11:56 AM,Rejected-AOC,looser of the lottery programme,10-Oct-2025 05:40 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,8,3000031,PRAGATI BEHERA,15-Jul-2025 03:48 PM,Rejected-AOC,looser of the lottery programme,10-Oct-2025 05:40 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,9,2999085,PRIYATAMA LIKI SETHI,14-Jul-2025 02:50 PM,Rejected-AOC,looser of the lottery programme,10-Oct-2025 05:40 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,10,2999514,RAJA SATYAPRAKASH DALAI,14-Jul-2025 08:15 PM,Rejected-AOC,looser of the lottery programme,10-Oct-2025 05:40 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
