S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Type :,Summary :,Updated By :,Updated On :,Document :,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated on :,Document :.1,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.2,Updated On :.1,Document :.2,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.3,Updated on :.1,AOC document :,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Tender Stage,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Name,Address,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Cover No,Cover,Document Type,Description,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,S.No,Bank Name,Tender Stage
1.0,2877680.0,Benudhara Majhi,INR,"104,587.92",Finance,Tender opened successfully,Pradeep Kumar Nayak,08-Apr-2025 12:08 PM,,BOQ Comparative Chart,EO ME CP AE AEE,Internal,,Pranabananda Sahu,18-Oct-2025 04:30 PM,finsummary_533970.pdf (1021.47 KB),Municipal Bodies||Balasore Municipality,2025_ORULB_111842_7,BM_07_2024_25,Constn. of Drain and Culvert from Debanath Sen Res to Back side of Banthia Jaganath mandir back side Road in W.N-14,EO ME CP AE AEE,Internal,,Pranabananda Sahu,18-Oct-2025 04:28 PM,techsummary_533970.pdf (1021.47 KB),18-Oct-2025,"INR 118,715",60.0,Pranabananda Sahu,18-Oct-2025 04:35 PM,WO0707.pdf (1072.00 KB),1,2877680,Benudhara Majhi,07-Apr-2025 10:31 AM,Accepted-AOC,wo,18-Oct-2025 04:35 PM,AOC,"1,187",Yes,percentage,1.0%,Nil,Nil,Constn. of Drain and Culvert from Debanath Sen Res to Back side of Banthia Jaganath mandir back side Road in W.N-14,Constn. of Drain and Culvert from Debanath Sen Res to Back side of Banthia Jaganath mandir back side Road in W.N-14,Please refer Tender documents. ,NA ,"1,18,715",Civil Works - Others,NA ,Tender,90.0,60.0,Balasore Municipality,756003.0,NA ,NA ,NA ,Balasore Municipality,No ,No,Municipal Bodies||Balasore Municipality,BM_07_2024_25,2025_ORULB_111842_7,Yes,Open Tender,Percentage,Works,1.0,No,No,Online,No,No,No,Executive Officer,Balasore Municipality,600.0,0.0,Nil,Nil,No,1.0,Fee/PreQual/Technical/Finance,.pdf,DTCN,24-Mar-2025 01:00 PM,08-Apr-2025 11:00 AM,24-Mar-2025 01:00 PM,07-Apr-2025 05:00 PM,NA ,NA ,24-Mar-2025 01:00 PM,07-Apr-2025 05:00 PM,1.0,ICICI BANK,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2877310,BHABANI SHANKAR MOHAPATRA,06-Apr-2025 03:27 PM,Rejected-Finance,L1,18-Oct-2025 04:30 PM,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.xls,BOQ,,,,,,,,,2.0,ICICI NEFT/RTGS,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,2878078,bishnupriya mallik,07-Apr-2025 03:28 PM,Rejected-Technical,L3,18-Oct-2025 04:28 PM,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,2877093,BISWAJIT KHATUA,05-Apr-2025 09:44 PM,Rejected-Technical,L4,18-Oct-2025 04:28 PM,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,2877700,DAMBARUDHAR SAHU,07-Apr-2025 10:33 AM,Rejected-Finance,L1,18-Oct-2025 04:30 PM,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
