Name,Address,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,S.No,Bank Name,Cover No,Cover,Document Type,Description,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Tender Stage,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated On :,Document :,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.2,Updated on :.1,Document :.1,Type :,Summary :,Updated By :.3,Updated On :.1,Document :.2,BOQ Comparative Chart :,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Tender Stage
Managing Director,"D2, Sahid Nagar, BBSR",590.0,0.0,Nil,Nil,No,09-Sep-2025 10:00 AM,24-Sep-2025 03:00 PM,09-Sep-2025 10:00 AM,24-Sep-2025 02:00 PM,NA ,NA ,09-Sep-2025 10:00 AM,24-Sep-2025 02:00 PM,"50,000",Yes,fixed,,Nil,Nil,1.0,ICICI BANK,1.0,Fee/PreQual/Technical/Finance,.pdf,"The Tender Paper Cost, EMD, Copy of GST, PAN, GST RETURN,IT Return, Turnover Certificate",supply of 1Kg capacity printed PPCP/PP empty Curd Buckets (IML printing) along with Card Board Box,supply of 1Kg capacity printed PPCP/PP empty Curd Buckets (IML printing) along with Card Board Box,Please refer Tender Document ,NA ,"18,00,000",Miscellaneous Goods,NA ,Tender,180.0,180.0,"D2, Sahid Nagar, BBSR",751007.0,NA ,NA ,NA ,"D2, Sahid Nagar, BBSR",No ,No,Odisha State Co. Milk Producers Federation Ltd.,MM/113/AT/ 2025-26/29,2025_OMFED_117665_1,Yes,Open Tender,Item Rate,Goods,1.0,No,No,Online,No,No,No,AOC,06-Oct-2025,"INR 2,458,800",180.0,Sudhir Ranjan Mallik,06-Oct-2025 10:47 AM,bucketpo.pdf (1768.00 KB),1,3096926,DHAVAL PACKAGING PRIVATE LIMITED,23-Sep-2025 03:58 PM,Rejected-Finance,L3 RATE,06-Oct-2025 10:43 AM,DY. Manager MM,Internal,"GM FIN, Mgr DO, IC MKTG, IC HR",Sudhir Ranjan Mallik,06-Oct-2025 10:40 AM,techsummary_551408.pdf (101.16 KB),Odisha State Co. Milk Producers Federation Ltd.,2025_OMFED_117665_1,MM/113/AT/ 2025-26/29,supply of 1Kg capacity printed PPCP/PP empty Curd Buckets (IML printing) along with Card Board Box,DY. Manager MM,Internal,"GM FIN, Mgr DO, IC MKTG, IC HR",Sudhir Ranjan Mallik,06-Oct-2025 10:43 AM,finsummary_551408.pdf (101.16 KB),Finance,FOR TECHNICAL EVALUATION,Sudhir Ranjan Mallik,06-Oct-2025 10:36 AM,,BOQ Comparative Chart,1.0,3084141.0,Nilkamal Limited,INR,"512,250",AOC
,,,,,,,,,,,,,,,,,,,,,2.0,ICICI NEFT/RTGS,,,.pdf,Other documents as per DTCN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,2,3094007,Infovision Solutions,24-Sep-2025 11:28 AM,Rejected-Technical,Not a Manufacturer,06-Oct-2025 10:40 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,.xls,BILL OF QUANTITY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,3,3097395,MOLD-TEK PACKAGING LIMITED,24-Sep-2025 12:32 PM,Rejected-Finance,L2 RATE,06-Oct-2025 10:43 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,4,3084141,Nilkamal Limited,23-Sep-2025 05:41 PM,Accepted-AOC,L1 RATE,06-Oct-2025 10:47 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,5,3098081,shree varnika techno pack pvt ltd,24-Sep-2025 11:23 AM,Rejected-Technical,Document not found as per ternder terms,06-Oct-2025 10:40 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
