Cover No,Cover,Document Type,Description,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,S.No,Bank Name,Name,Address,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Tender Stage,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated on :,Document :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.1,Updated On :,Document :.1,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.2,Updated on :.1,AOC document :,AOC Description :,Type :,Summary :,Updated By :.3,Updated On :.1,Document :.2,BOQ Comparative Chart :,Tender Stage
1.0,Fee/PreQual/Technical/Finance,.pdf,DTCN,Construction of C.C. guard wall with bed lining from R.D.2560 m to 2750.00m of Bhutmunda Minor of Dumerbahal Irrigation Project for the year 2025-26,Construction of C.C. guard wall with bed lining from R.D.2560 m to 2750.00m of Bhutmunda Minor of Dumerbahal Irrigation Project for the year 2025-26,Please refer tender documents ,NA ,"16,84,709",Civil Works - Canal,NA ,Tender,90.0,120.0,Nuapada,766105.0,NA ,NA ,NA ,"O/o the SE, Nuapada Irrigation Division",No ,No,1.0,ICICI BANK,Superintending Engineer,"O/o the SE, Nuapada Irrigation Division",15-Jul-2025 10:00 AM,29-Jul-2025 10:00 AM,15-Jul-2025 10:00 AM,28-Jul-2025 05:30 PM,15-Jul-2025 10:00 AM ,28-Jul-2025 05:30 PM ,15-Jul-2025 10:00 AM,28-Jul-2025 05:30 PM,"CE-BM, Tel Basin,Bhawanipatna||SE Western Irr Circle Bhawanipatna",e-Procurement Notice No-(NID)01/2025-26,2025_CEBMT_115545_16,Yes,Open Tender,Percentage,Works,1.0,No,No,Online,No,No,No,"6,000",0.0,Nil,Nil,No,"17,000",Yes,fixed,,Nil,Nil,AOC,Er. Ujal Jani,Internal,,SOUMYARANJAN NAYAK,07-Oct-2025 09:02 PM,finsummary_545990.pdf (1263.52 KB),Er. Ujal Jani,Internal,,SOUMYARANJAN NAYAK,06-Oct-2025 12:06 PM,techsummary_545990.pdf (1209.63 KB),1,3013364,ABHIMANYU CHHATRIA,27-Jul-2025 04:43 PM,Rejected-Finance,Rejected through transparent lottery process.,07-Oct-2025 09:02 PM,"CE-BM, Tel Basin,Bhawanipatna||SE Western Irr Circle Bhawanipatna",2025_CEBMT_115545_16,e-Procurement Notice No-(NID)01/2025-26,Construction of C.C. guard wall with bed lining from R.D.2560 m to 2750.00m of Bhutmunda Minor of Dumerbahal Irrigation Project for the year 2025-26,1.0,3012966.0,SAURABH SAHU,INR,"1,432,171",08-Oct-2025,"INR 1,432,171",120.0,SOUMYARANJAN NAYAK,08-Oct-2025 07:46 PM,16w25.pdf (485.00 KB),Agreement drawn on 23.09.2025,Finance,64 no.s of bidders have participated,SOUMYARANJAN NAYAK,25-Sep-2025 09:26 PM,finance_545990.pdf,BOQ Comparative Chart,AOC
,,.xls,Bill of Quantity,,,,,,,,,,,,,,,,,,,2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,2,3012366,Achutanand Mund,26-Jul-2025 08:26 AM,Rejected-Finance,Rejected through transparent lottery process.,07-Oct-2025 09:02 PM,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,3,3014546,ADHYAN INFRA,28-Jul-2025 01:48 PM,Rejected-Finance,Rejected through transparent lottery process.,07-Oct-2025 09:02 PM,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,4,3014001,ADITYA KUMAR DURIA,27-Jul-2025 09:30 PM,Rejected-Finance,Rejected through transparent lottery process.,07-Oct-2025 09:02 PM,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,5,3014158,ALIA KHAN,28-Jul-2025 12:13 PM,Rejected-Finance,Rejected through transparent lottery process.,07-Oct-2025 09:02 PM,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,6,3009089,ALIBHA RAY,22-Jul-2025 06:54 PM,Rejected-Finance,Rejected through transparent lottery process.,07-Oct-2025 09:02 PM,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,7,3012796,ANJU GUPTA,26-Jul-2025 08:55 PM,Rejected-Finance,Rejected through transparent lottery process.,07-Oct-2025 09:02 PM,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,8,3012514,AYUSH KUMAR JAIN,26-Jul-2025 12:53 PM,Rejected-Finance,Rejected through transparent lottery process.,07-Oct-2025 09:02 PM,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,9,3007912,BASANTI PRADHAN,21-Jul-2025 11:04 PM,Rejected-Finance,Rejected through transparent lottery process.,07-Oct-2025 09:02 PM,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,10,3010378,BHOJRAJ BAG (SC),25-Jul-2025 08:44 AM,Rejected-Finance,Rejected through transparent lottery process.,07-Oct-2025 09:02 PM,,,,,,,,,,,,,,,,,,,,,,,AOC
