S.No,Corrigendum Title,Corrigendum Type,View,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Cover No,Cover,Document Type,Description,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,S.No.1,Bank Name,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Name,Address,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Tender Stage,Type :,Summary :,Updated By :,Updated On :,Document :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated On :.1,Document :.1,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.2,Updated on :,AOC document :,AOC Description :,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated on :.1,Document :.2,Tender Stage
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,11,2669123,KMK Global Limited,27-Nov-2024 01:26 PM,Rejected-Technical,Techno-commercially Disqualified,28-Oct-2025 12:03 PM,,,,,,,,11.0,2668834.0,XPOSE ADVERTISING,INR,0.0,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,12,2660969,Lallooji and sons,27-Nov-2024 01:26 PM,Accepted-AOC,Empanelment for Category A,28-Oct-2025 12:45 PM,,,,,,,,12.0,2668953.0,Axis Communications,INR,0.0,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,13,2666878,Max Publicity and Communication Pvt Ltd,27-Nov-2024 02:32 PM,Accepted-AOC,Empanelment for Category A,28-Oct-2025 12:45 PM,,,,,,,,13.0,2669139.0,COLOR PLUS,INR,0.0,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,14,2667533,Paras Art Studio,27-Nov-2024 02:32 PM,Rejected-Technical,Techno-commercially Disqualified,28-Oct-2025 12:03 PM,,,,,,,,14.0,2669217.0,SHADOW ADVERTISING AND COMMUNICATIONS PVT LTD,INR,0.0,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,15,2664556,SANKET COMMUNICATIONS PRIVATE LIMITED,27-Nov-2024 11:08 AM,Accepted-AOC,Empanelment for Category A,28-Oct-2025 12:45 PM,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,16,2665606,Seventhavenue Eventz Pvt Ltd,27-Nov-2024 02:54 PM,Accepted-AOC,Empanelment for Category B,28-Oct-2025 12:45 PM,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,17,2669217,SHADOW ADVERTISING AND COMMUNICATIONS PVT LTD,27-Nov-2024 02:28 PM,Accepted-AOC,Empanelment for Category C,28-Oct-2025 12:45 PM,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,18,2667747,Showcraft Productions Pvt Ltd,27-Nov-2024 01:57 PM,Accepted-AOC,Empanelment for Category A,28-Oct-2025 12:45 PM,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,19,2669084,SHRI SAI EVENTS AND PROMOTIONS PRIVATE LIMITED,27-Nov-2024 02:14 PM,Rejected-Technical,Techno-commercially Disqualified and not scored 70 marks out of 100,28-Oct-2025 12:03 PM,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,20,2664922,STAR ADVERTISING PRIVATE LIMITED,25-Nov-2024 06:06 PM,Rejected-Technical,Techno-commercially Disqualified and not scored 70 marks out of 100,28-Oct-2025 12:03 PM,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,21,2664624,TENVENT COMMUNICATION PRIVATE LIMITED,27-Nov-2024 02:30 PM,Rejected-Technical,Techno-commercially Disqualified and not scored 70 marks out of 100,28-Oct-2025 12:03 PM,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,22,2666414,THE ADVERTISING CORPORATION OF INDIA PVT LTD.,26-Nov-2024 01:17 PM,Accepted-AOC,Empanelment for Category C,28-Oct-2025 12:45 PM,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,23,2668831,THE MANAGERS,27-Nov-2024 02:13 PM,Rejected-Technical,Techno-commercially Disqualified,28-Oct-2025 12:03 PM,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,24,2669308,VIRTU COMMUNICATIONS,27-Nov-2024 02:57 PM,Rejected-Technical,Techno-commercially Disqualified,28-Oct-2025 12:03 PM,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,25,2658581,Wondrlab India Pvt Ltd,27-Nov-2024 02:15 PM,Rejected-Technical,Techno-commercially Disqualified,28-Oct-2025 12:03 PM,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,26,2668834,XPOSE ADVERTISING,27-Nov-2024 12:24 PM,Accepted-AOC,Empanelment for Category B,28-Oct-2025 12:45 PM,,,,,,,,,,,,,,,,,,,,,,,AOC
