S.No,Corrigendum Title,Corrigendum Type,View,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Cover No,Cover,Document Type,Description,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,S.No.1,Bank Name,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Name,Address,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Tender Stage,Type :,Summary :,Updated By :,Updated On :,Document :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated On :.1,Document :.1,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.2,Updated on :,AOC document :,AOC Description :,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated on :.1,Document :.2,Tender Stage
1.0,CORRIGENDUM 4,Date,,"5,900",0.0,Nil,Nil,Yes,Orissa Mining Corporation,OMC/E-PROC/CP/33/2024-25 dtd.03.10.2024,2024_OMC_105448_1,Yes,Open Tender,Empanelment,Services,1.0,No,No,Online,No,No,No,1.0,Fee/PreQual/Technical/Finance,.pdf,"PAN,GSTIN AND OTHER DOCUMENTS AS PER DTCN",Empanelment of Event Management Agencies for organizing various events across the State of Odisha,Empanelment of Event Management Agencies for organizing various events across the State of Odisha,Please refer Tender documents. ,NA ,,Miscellaneous Services,NA ,Empanelment,180.0,1095.0,State of Odisha,751001.0,Through VC ,Through VC ,23-Oct-2024 03:30 PM ,"OMC Ltd., OMC House , Bhubaneswar",No ,No,1.0,ICICI BANK,04-Oct-2024 06:00 PM,27-Nov-2024 05:00 PM,04-Oct-2024 06:00 PM,27-Nov-2024 03:00 PM,04-Oct-2024 06:00 PM ,21-Oct-2024 05:00 PM ,13-Nov-2024 11:00 AM,27-Nov-2024 03:00 PM,Head(Contract and Procurement),"OMC Ltd., OMC House , Bhubaneswar",0.0,No,fixed,,Nil,Nil,AOC,Finance,Technical opening summary,Nandini Nibedita Pal,29-Nov-2024 02:47 PM,finance_508560.pdf,Director(HR),Internal,"CGM(Fin),GM(CP),Advisor(Legal), ED(PA),GM(Persnl),GM(Electrical),GM(Civil),GM(IT), Head(CSR),DGM(CC)",Diptimayee Subhadarshini Dash,28-Oct-2025 12:03 PM,techsummary_508560.pdf (2374.90 KB),1,2668953,Axis Communications,27-Nov-2024 02:04 PM,Accepted-AOC,Empanelment for Category A,28-Oct-2025 12:45 PM,28-Oct-2025,INR 0,1095.0,Diptimayee Subhadarshini Dash,28-Oct-2025 12:45 PM,LOAEVENT.pdf (2375.00 KB),"Empanelled for Category A,B and C",1.0,2651326.0,CATHEXIS,INR,0.0,Orissa Mining Corporation,2024_OMC_105448_1,OMC/E-PROC/CP/33/2024-25 dtd.03.10.2024,Empanelment of Event Management Agencies for organizing various events across the State of Odisha,Director(HR),Internal,"CGM(Fin),GM(CP),Advisor(Legal),ED(PA),GM(Persnl),GM(Electrical),GM(Civil),GM(IT),Head(CSR),DGM(CC)",Diptimayee Subhadarshini Dash,28-Oct-2025 12:31 PM,finsummary_508560.pdf (2374.90 KB),AOC
2.0,CORRIGENDUM 5,Technical Bid,,,,,,,,,,,,,,,,,,,,,,,.pdf,ANY OTHER DOCUMENTS AS PER DTCN,,,,,,,,,,,,,,,,,,,2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,2,2669069,BEST WAY EVENT MANAGMENT PRIVATE LIMITED,27-Nov-2024 02:01 PM,Rejected-Technical,Techno-commercially Disqualified,28-Oct-2025 12:03 PM,,,,,,,,2.0,2658521.0,E Factor Experiences Limited,INR,0.0,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,3,2659800,BIG SHOWS ENTERTAINMENT PVT LTD,27-Nov-2024 01:01 PM,Rejected-Technical,Techno-commercially Disqualified and not scored 70 marks out of 100,28-Oct-2025 12:03 PM,,,,,,,,3.0,2660969.0,Lallooji and sons,INR,0.0,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,4,2651326,CATHEXIS,20-Nov-2024 07:17 PM,Accepted-AOC,Empanelment for Category C,28-Oct-2025 12:45 PM,,,,,,,,4.0,2664331.0,Expression 360 Services India Limited,INR,0.0,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,5,2666698,Collective Heads Experiential Marketing Solution Private Limited,27-Nov-2024 01:53 PM,Rejected-Technical,Techno-commercially Disqualified and not scored 70 marks out of 100,28-Oct-2025 12:03 PM,,,,,,,,5.0,2664556.0,SANKET COMMUNICATIONS PRIVATE LIMITED,INR,0.0,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,6,2669139,COLOR PLUS,27-Nov-2024 01:41 PM,Accepted-AOC,Empanelment for Category B,28-Oct-2025 12:45 PM,,,,,,,,6.0,2665606.0,Seventhavenue Eventz Pvt Ltd,INR,0.0,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,7,2658521,E Factor Experiences Limited,22-Nov-2024 02:30 PM,Accepted-AOC,Empanelment for Category A,28-Oct-2025 12:45 PM,,,,,,,,7.0,2666414.0,THE ADVERTISING CORPORATION OF INDIA PVT LTD.,INR,0.0,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,8,2667400,EVENTURES UNLIMITED,27-Nov-2024 01:16 PM,Rejected-Technical,Techno-commercially Disqualified,28-Oct-2025 12:03 PM,,,,,,,,8.0,2666878.0,Max Publicity and Communication Pvt Ltd,INR,0.0,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,9,2664331,Expression 360 Services India Limited,26-Nov-2024 06:40 PM,Accepted-AOC,Empanelment for Category A,28-Oct-2025 12:45 PM,,,,,,,,9.0,2667747.0,Showcraft Productions Pvt Ltd,INR,0.0,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,10,2667969,IMAGERY,26-Nov-2024 11:25 PM,Accepted-AOC,Empanelment for Category B,28-Oct-2025 12:45 PM,,,,,,,,10.0,2667969.0,IMAGERY,INR,0.0,,,,,,,,,,,AOC
