S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,AOC Description :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated on :.1,Document :,Type :,Summary :,Updated By :.2,Updated On :,Document :.1,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated On :.1,Financial Bid Opening Date:,Document :.2,Type :.1,Summary :.1,Updated By :.4,Updated On :.2,Document :.3,BOQ Comparative Chart :,Tender Stage,S.No,Bank Name,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Name,Address,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Cover No,Cover,Document Type,Description,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Tender Stage
1.0,3044654.0,SUBASH CHANDRA LAKRA,INR,"22,475,881.13",Orissa State Police Housing and Welfare Corporation Ltd,2025_OSPHW_116602_19,09/OPHWC/2025-26,Constn. of 8 nos. F type Staff Qtrs. at Koira Fire Station in Sundargarh District,1,3044227,AKSHAYA KUMAR MOHAPATRA,22-Aug-2025 03:21 PM,Rejected-Finance,DUE TO L1 BIDDER BUT SC BIDDER GET WORK,27-Oct-2025 04:55 PM,27-Oct-2025,"INR 22,475,881.13",300.0,Bikram Keshari Malla,27-Oct-2025 04:58 PM,WOORKED.pdf (1176.00 KB),AWARDED AS L1 TENDERER AND AWARDED ON DATE 24.10.2025,AS PER AS ACCEPTANCE LETTER,Internal,AS PER AS ACCEPTANCE LETTER,Bikram Keshari Malla,27-Oct-2025 04:55 PM,finsummary_548801.pdf (1176.22 KB),Technical,7 Nos. of bidders have been participated,LAXMIPRIYA NAYAK,02-Sep-2025 04:11 PM,,AS PER AS TC MINUTES,Internal,AS PER AS TC MINUTES,Srikanta Samal,23-Sep-2025 07:23 PM,24-Sep-2025 10:30 AM,techsummary_548801.pdf (370.00 KB),Finance,financial bid opened,MONALISHA PADHY,24-Sep-2025 11:01 AM,,BOQ Comparative Chart,AOC,1.0,ICICI BANK,08-Aug-2025 06:55 PM,25-Aug-2025 10:30 AM,08-Aug-2025 06:55 PM,22-Aug-2025 05:00 PM,NA ,NA ,08-Aug-2025 06:55 PM,22-Aug-2025 05:00 PM,24-Sep-2025 10:30 AM,CHIEF ENGINEER OPHWC,OPHWC BHUBANESWAR,"2,49,700",Yes,fixed,,Nil,Nil,"11,800",0.0,Nil,Nil,No,1.0,Fee/PreQual/Technical,.pdf,"GST, GSTR-1, PAN, Contractor Registration Certificate and Affidavit",Orissa State Police Housing and Welfare Corporation Ltd,09/OPHWC/2025-26,2025_OSPHW_116602_19,Yes,National Competitive Bid,Percentage,Works,2.0,No,No,Online,No,No,No,Constn. of 8 nos. F type Staff Qtrs. at Koira Fire Station in Sundargarh District,Building Work,Please refer Tender documents. ,NA ,"2,49,70,427",Civil Works - Buildings,NA ,Tender,90.0,300.0,Sundargarh,751022.0,NA ,NA ,NA ,OPHWC BHUBANESWAR,No ,No,AOC
,,,,,,,,,2,3044707,Bijaya Kumar Jena,22-Aug-2025 04:05 PM,Rejected-Technical,Absent in the Point of Presentation as per DTCN Cl.110(m).,23-Sep-2025 07:23 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Other Document as per DTCN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,3,3043064,RATNAKAR NAIK,20-Aug-2025 09:00 PM,Rejected-Finance,DUE TO L2 BIDDER,27-Oct-2025 04:55 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,2.0,Finance,.xls,Bill of Quantity,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,4,3044693,SHIBA BADAIK,22-Aug-2025 03:58 PM,Rejected-Finance,DUE TO L3 BIDDER,27-Oct-2025 04:55 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,5,3044612,SMRUTI RANJAN BAL,22-Aug-2025 02:49 PM,Rejected-Finance,DUE TO L1 BIDDER BUT SC BIDDER GET WORK,27-Oct-2025 04:55 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,6,3044654,SUBASH CHANDRA LAKRA,22-Aug-2025 04:46 PM,Accepted-AOC,QUALIFIED BIDDER,27-Oct-2025 04:58 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,7,3044094,SUSHANTA KUMAR SUNA,22-Aug-2025 02:54 PM,Rejected-Technical,Absent in the Point of Presentation as per DTCN Cl.110(m).,23-Sep-2025 07:23 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
