EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,S.No,Bank Name,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Name,Address,Cover No,Cover,Document Type,Description,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Tender Stage,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,Type :,Summary :,Updated By :.1,Updated On :,Document :,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.2,Updated On :.1,Financial Bid Opening Date:,Document :.1,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated on :.1,Document :.2,Type :.1,Summary :.1,Updated By :.4,Updated On :.2,Document :.3,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Tender Stage
"5,500",Yes,fixed,,Nil,Nil,"4,720",0.0,Nil,Nil,No,1.0,ICICI BANK,25-Feb-2025 11:00 AM,07-Mar-2025 11:00 AM,25-Feb-2025 11:00 AM,06-Mar-2025 05:30 PM,25-Feb-2025 11:00 AM ,25-Feb-2025 05:30 PM ,25-Feb-2025 11:00 AM,06-Mar-2025 05:30 PM,11-Mar-2025 01:40 PM,Municipal Bodies||Digapahandi NAC,DIGNAC-04/2024-25,2025_ORULB_111095_5,Yes,Open Tender,Percentage,Works,2.0,No,No,Online,No,No,No,EXECUTIVE OFFICER NAC DIGAPAHANDI,NAC OFFICE DIGAPAHANDI,1.0,Fee/PreQual/Technical,.pdf,TENDER DOCUMENTS,Repair and Renovation of Hanuman Vatika in ward No 08 NAC Digapahandi,Repair AND Renovation of Hanuman Vatika in ward No 08 NAC Digapahandi,Please refer Tender documents. ,NA ,"5,49,922",Civil Works - Others,NA ,Tender,90.0,45.0,NAC DIGAPAHANDI,761012.0,NA ,NA ,NA ,NAC OFFICE DIGAPAHANDI,No ,No,AOC,1,2846073,BHAGYALATA DEVI,06-Mar-2025 03:56 PM,Rejected-AOC,rejected,14-Oct-2025 03:44 PM,22-Jul-2025,"INR 467,472.216",45.0,Rasmi Rani Nahak,14-Oct-2025 03:44 PM,IMG_0001.pdf (538.00 KB),Finance,all are admitted,Rasmi Rani Nahak,22-Jul-2025 12:45 PM,,BOQ Comparative Chart,chairperson,Internal,eo je me ae,Mamata Kumari Panda,11-Mar-2025 01:36 PM,11-Mar-2025 01:40 PM,techsummary_531436.pdf (642.20 KB),CHAIRPERSON,Internal,EO JE ME ACCOUNTANT AE,Rasmi Rani Nahak,22-Jul-2025 01:00 PM,finsummary_531436.pdf (821.15 KB),Technical,6 nos of bidders participated and qualified for financial bid,Mamata Kumari Panda,11-Mar-2025 01:19 PM,technical_531436.pdf,Municipal Bodies||Digapahandi NAC,2025_ORULB_111095_5,DIGNAC-04/2024-25,Repair and Renovation of Hanuman Vatika in ward No 08 NAC Digapahandi,1.0,2845817.0,Manoj Kumar Panigrahy,INR,"467,472",AOC
,,,,,,,,,,,2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,Finance,.xls,BOQ,,,,,,,,,,,,,,,,,,,AOC,2,2845634,DURGA MADHAB SAHU,06-Mar-2025 12:21 PM,Rejected-Finance,ON LOTTERY L2 BIDDER REJECTED,22-Jul-2025 01:00 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,3,2846143,IPILI NARASINGH,06-Mar-2025 04:24 PM,Rejected-Finance,ON LOTTERY L4 BIDDER REJECTED,22-Jul-2025 01:00 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,4,2844901,KANHU CHARAN PATNAIK,05-Mar-2025 04:09 PM,Rejected-Finance,ON LOTTERY L3 BIDDER REJECTED,22-Jul-2025 01:00 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,5,2844019,KRUSHNA GOUDA,04-Mar-2025 12:39 PM,Rejected-Finance,REJECTED,22-Jul-2025 01:00 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,6,2845817,Manoj Kumar Panigrahy,06-Mar-2025 01:36 PM,Accepted-AOC,awarded,14-Oct-2025 03:44 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
