Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Name,Address,S.No,Bank Name,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Cover No,Cover,Document Type,Description,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Tender Stage,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated on :.1,Document :,Type :,Summary :,Updated By :.2,Updated On :,Document :.1,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated On :.1,Document :.2,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Tender Stage
Const. of GPLF building with market complex at RUSHIPADA,Const. of GPLF building with market complex at RUSHIPADA,Please refer Tender documents. ,NA ,"22,63,213",Civil Works - Buildings,NA ,Tender,90.0,NA ,RUSHIPADA,754032.0,NA ,NA ,NA ,"PANCHAYAT SAMITI, NARSINGHPUR",No ,No,Panchayati Raj and Drinking Water Department Odisha||Zilla Parisad Cuttack||NARASINGHPUR Block,NSP/03/2025-26,2025_PRBN_113051_1,Yes,Open Tender,Percentage,Works,1.0,No,No,Online,No,No,No,BDO NARSINGHPUR,"PANCHAYAT SAMITI, NARSINGHPUR",1.0,ICICI BANK,05-May-2025 10:00 AM,20-May-2025 11:00 AM,05-May-2025 10:00 AM,19-May-2025 05:00 PM,05-May-2025 10:00 AM ,19-May-2025 03:00 PM ,05-May-2025 10:00 AM,19-May-2025 05:00 PM,"6,000",Nil,Nil,Yes,1.0,Fee/PreQual/Technical/Finance,.xls,BOQ,"23,000",Yes,fixed,,Nil,Nil,AOC,1,2923235,ALOKRANJAN BHOI,17-May-2025 10:38 PM,Rejected-Finance,Due to unsuccessful tender on lottery system,29-Jul-2025 07:57 AM,28-Oct-2025,"INR 1,923,957",180.0,PRALAYANANDA SATAPATHY,28-Oct-2025 08:06 AM,Rusipada.pdf (976.00 KB),Block Development Officer,Internal,,PRALAYANANDA SATAPATHY,29-Jul-2025 07:57 AM,finsummary_538233.pdf (851.68 KB),Finance,OPENED,PRALAYANANDA SATAPATHY,24-Jun-2025 11:37 AM,,BOQ Comparative Chart,Block Development Officer,Internal,,PRALAYANANDA SATAPATHY,29-Jul-2025 07:47 AM,techsummary_538233.pdf (851.68 KB),Panchayati Raj and Drinking Water Department Odisha||Zilla Parisad Cuttack||NARASINGHPUR Block,2025_PRBN_113051_1,NSP/03/2025-26,Const. of GPLF building with market complex at RUSHIPADA,1.0,2924035.0,SATYA SANKAR SAHU,INR,"1,923,957",AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,,.pdf,DTCN,,,,,,,AOC,2,2925320,PRASANT KUMAR GURU,19-May-2025 04:35 PM,Rejected-Finance,Due to unsuccessful tender on lottery system,29-Jul-2025 07:57 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,3,2915265,ROSALIN NAYAK,13-May-2025 12:11 PM,Rejected-Finance,Due to unsuccessful tender on lottery system,29-Jul-2025 07:57 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,4,2924035,SATYA SANKAR SAHU,18-May-2025 11:42 PM,Accepted-AOC,Work Order issued in his favour,28-Oct-2025 08:06 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
