Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated On :,Document :,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.1,Updated on :,AOC document :,AOC Description :,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Type :,Summary :,Updated By :.2,Updated On :.1,Document :.1,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated on :.1,Document :.2,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Tender Stage,Cover No,Cover,Document Type,Description,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Name,Address,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,S.No,Bank Name,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Tender Stage
Er Saroj Sha,Internal,"Nikhil Patel, DAO, Aswini Kumar Sethi, JE, Estimator are the committee members",SAROJ SHA,17-Sep-2025 03:17 PM,techsummary_550699.pdf (788.37 KB),11-Oct-2025,"INR 1,057,813.69",90.0,SAROJ SHA,11-Oct-2025 07:41 PM,2LatkanapadaPadnava.pdf (312.00 KB),Padmanava Naik is the Lottery winner,1,3066859,ABHIMANYU CHHATRIA,07-Sep-2025 09:08 AM,Rejected-AOC,Rejected by lottery,11-Oct-2025 07:42 PM,1.0,3065915.0,PADMANAVA NAIK,INR,"1,057,813.69",Finance,all bids are open in schedule time,SAROJ SHA,09-Sep-2025 08:02 PM,finance_550699.pdf,BOQ Comparative Chart,Er Saroj Sha,Internal,"Nikhil Patel, DAO, Aswini Kumar Sethi, JE (Estr.) are the committee member",SAROJ SHA,11-Oct-2025 07:31 PM,finsummary_550699.pdf (312.46 KB),"CE,Minor Irrigation,BBSR||SEKBKMIC-BHAWANIPATNA||KALAHANDI",2025_CEMIB_117458_2,02/ SE MIDKHR/2025-26,sl2 Improvement to Distribution System of Latkanpada MIP in Komna Block of Nuapada District under Critical Grant for the year 2025-26,AOC,1.0,Fee/PreQual/Technical/Finance,.pdf,"License, GSTIN, PAN, Affidavit, EMDs, Paper cost, no relation certificate etc as per DTCN","CE,Minor Irrigation,BBSR||SEKBKMIC-BHAWANIPATNA||KALAHANDI",02/ SE MIDKHR/2025-26,2025_CEMIB_117458_2,Yes,Open Tender,Percentage,Works,1.0,No,No,Online,No,No,No,sl2 Improvement to Distribution System of Latkanpada MIP in Komna Block of Nuapada District under Critical Grant for the year 2025-26,Improvement to Distribution System of Latkanpada MIP in Komna Block of Nuapada District under Critical Grant for the year 2025-26,Please refer Tender documents. ,NA ,"12,44,340",Civil Works - Others,Imp to IMP ,Tender,90.0,90.0,Khariar,766107.0,NA ,NA ,NA ,"O/o the SE, M.I. Division, Khariar",No ,No,"SE, M.I. Division, Khariar","O/o the SE, M.I. Division, Khariar","12,450",Yes,fixed,,Nil,Nil,01-Sep-2025 10:00 AM,09-Sep-2025 11:00 AM,01-Sep-2025 10:00 AM,08-Sep-2025 05:30 PM,01-Sep-2025 10:00 AM ,08-Sep-2025 05:30 PM ,01-Sep-2025 10:00 AM,08-Sep-2025 05:30 PM,1.0,ICICI BANK,"6,000",0.0,Nil,Nil,No,AOC
,,,,,,,,,,,,,2,3065196,Achutanand Mund,06-Sep-2025 04:25 PM,Rejected-AOC,Rejected by lottery,11-Oct-2025 07:42 PM,,,,,,,,,,,,,,,,,,,,,,AOC,,,.xls,Bill of Quantity,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,ICICI NEFT/RTGS,,,,,,AOC
,,,,,,,,,,,,,3,3069042,ADHYAN INFRA,08-Sep-2025 04:22 PM,Rejected-AOC,Rejected by lottery,11-Oct-2025 07:42 PM,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,4,3068974,AGRAWAL STORES,08-Sep-2025 04:24 PM,Rejected-AOC,Rejected by lottery,11-Oct-2025 07:42 PM,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,5,3069003,AKASH KUMAR JAIN,08-Sep-2025 01:59 PM,Rejected-AOC,Rejected by lottery,11-Oct-2025 07:42 PM,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,6,3067882,ANUJ PADHI,07-Sep-2025 09:05 PM,Rejected-AOC,Rejected by lottery,11-Oct-2025 07:42 PM,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,7,3068591,ASHOK KUMAR SAHU,08-Sep-2025 03:37 PM,Rejected-AOC,Rejected by lottery,11-Oct-2025 07:42 PM,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,8,3067951,CHANDRAPRAKASH DANDSENA,08-Sep-2025 02:09 PM,Rejected-AOC,Rejected by lottery,11-Oct-2025 07:42 PM,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,9,3069503,DEBASIS TANDI,08-Sep-2025 04:10 PM,Rejected-AOC,Rejected by lottery,11-Oct-2025 07:42 PM,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,10,3068090,DEBRAJ BAG (ST),08-Sep-2025 09:41 AM,Rejected-AOC,Rejected by lottery,11-Oct-2025 07:42 PM,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
