EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,S.No,Bank Name,Name,Address,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Cover No,Cover,Document Type,Description,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Tender Stage,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated On :,Document :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.1,Updated on :,Document :.1,Type :,Summary :,Updated By :.2,Updated On :.1,Document :.2,BOQ Comparative Chart :,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.3,Updated on :.1,AOC document :,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Tender Stage
"14,700",Yes,fixed,,Nil,Nil,1.0,ICICI BANK,BDO NARASINGHPUR,PANCHAYAT SAMITI NARSINGHPUR,Panchayati Raj and Drinking Water Department Odisha||Zilla Parisad Cuttack||NARASINGHPUR Block,NSP/12/2025-26,2025_PRBN_114279_1,Yes,Open Tender,Percentage,Works,1.0,No,No,Online,No,No,No,"6,000",Nil,Nil,No,Const. of Additional Class Room at Guhal Sahi Prymary School,Const. of Additional Class Room at Guhal Sahi Prymary School,Please refer Tender documents. ,NA ,"14,61,953",Civil Works - Buildings,NA ,Tender,90.0,NA ,GUHALSAHI,754032.0,NA ,NA ,NA ,PANCHAYAT SAMITI NARSINGHPUR,No ,No,1.0,Fee/PreQual/Technical/Finance,.xls,boq,09-Jun-2025 10:00 AM,21-Jun-2025 11:00 AM,09-Jun-2025 10:00 AM,20-Jun-2025 05:00 PM,09-Jun-2025 10:00 AM ,20-Jun-2025 03:00 PM ,09-Jun-2025 10:00 AM,20-Jun-2025 05:00 PM,AOC,1.0,2965609.0,ROSALIN NAYAK,INR,"1,242,806",Panchayati Raj and Drinking Water Department Odisha||Zilla Parisad Cuttack||NARASINGHPUR Block,2025_PRBN_114279_1,NSP/12/2025-26,Const. of Additional Class Room at Guhal Sahi Prymary School,Block Development Officer,Internal,,PRALAYANANDA SATAPATHY,07-Aug-2025 09:28 PM,techsummary_542451.pdf (409.26 KB),Block Development Officer,Internal,,PRALAYANANDA SATAPATHY,09-Aug-2025 12:18 PM,finsummary_542451.pdf (409.26 KB),Finance,OPENED,PRALAYANANDA SATAPATHY,24-Jun-2025 11:46 AM,,BOQ Comparative Chart,28-Oct-2025,"INR 1,242,806",240.0,PRALAYANANDA SATAPATHY,28-Oct-2025 08:45 AM,Nizigarh.pdf (1844.00 KB),1,2974311,BIRANCHI SAHOO,19-Jun-2025 08:53 PM,Rejected-Finance,Due to unsuccessful tender on lottery system,09-Aug-2025 12:18 PM,AOC
,,,,,,2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,dtcn,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2972535,DIPAK MALIK,18-Jun-2025 06:33 PM,Rejected-Finance,Due to unsuccessful tender on lottery system,09-Aug-2025 12:18 PM,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,2973519,JITENDRA KUMAR SETHI,19-Jun-2025 01:26 PM,Rejected-Finance,Due to unsuccessful tender on lottery system,09-Aug-2025 12:18 PM,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,2965994,LAXMIKANT SAHOO,13-Jun-2025 06:18 PM,Rejected-Finance,Due to unsuccessful tender on lottery system,09-Aug-2025 12:18 PM,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,2974103,MITHUN KUMAR BALIARSINGH,19-Jun-2025 06:52 PM,Rejected-Finance,Due to unsuccessful tender on lottery system,09-Aug-2025 12:18 PM,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,2966918,Mr Kedar Behera (SC),15-Jun-2025 10:45 AM,Rejected-Finance,Due to unsuccessful tender on lottery system,09-Aug-2025 12:18 PM,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,2975425,PADMA LOCHAN SAHOO,20-Jun-2025 03:34 PM,Rejected-Finance,Due to unsuccessful tender on lottery system,09-Aug-2025 12:18 PM,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,2975437,RITANJALI DALEI,20-Jun-2025 03:39 PM,Rejected-Finance,Due to unsuccessful tender on lottery system,09-Aug-2025 12:18 PM,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,2965609,ROSALIN NAYAK,13-Jun-2025 02:17 PM,Accepted-AOC,Work Order issued in his favour,28-Oct-2025 08:45 AM,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,2974295,SAI CHANDAN MOHAPATRA,19-Jun-2025 08:42 PM,Rejected-Finance,Due to unsuccessful tender on lottery system,09-Aug-2025 12:18 PM,AOC
