Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Cover No,Cover,Document Type,Description,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,S.No,Bank Name,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Name,Address,Tender Stage,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated on :,Document :,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Type :,Summary :,Updated By :.1,Updated On :,Document :.1,BOQ Comparative Chart :,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.2,Updated on :.1,AOC document :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated On :.1,Document :.2,Tender Stage
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,11,2880127,M/s. ASHIRBAD INDUSTRIES Prp. PRAKASH CHANDRA LENKA,20-Apr-2025 11:54 AM,Accepted-AOC,SUCESSFUL BIDDER AND WINNER OF LOTTERY,30-Oct-2025 04:24 PM,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,12,2882795,M/S Ashreebad Fabricators,22-Apr-2025 01:30 PM,Rejected-Technical,LOSER OF LOTTERY,29-Oct-2025 01:22 PM,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,13,2880140,M/s. BHAGABATI INDUSTRIES Prop. NIRANJAN PANDA,21-Apr-2025 11:56 AM,Rejected-Technical,LOSER OF LOTTERY,29-Oct-2025 01:22 PM,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,14,2889434,M/S JAGANNATH AGRICULTURAL IMPLEMENTS WORKSHOP,20-Apr-2025 08:18 PM,Rejected-Technical,LOSER OF LOTTERY,29-Oct-2025 01:22 PM,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,15,2887694,"M/S MOHANTY INDUSTRIAL ENTERPRISERS -PROPRIETOR ,MALAYA KUMAR MOHANTY",18-Apr-2025 09:07 AM,Rejected-Technical,LOSER OF LOTTERY,29-Oct-2025 01:22 PM,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,16,2883509,M/s Pati Enterprises,21-Apr-2025 04:45 AM,Rejected-Technical,LOSER OF LOTTERY,29-Oct-2025 01:22 PM,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,17,2878741,M/S SAIKRUPA ENTERPRISERS (PROP.UMESH CHANDRA SWAIN),16-Apr-2025 08:35 PM,Rejected-Technical,LOSER OF LOTTERY,29-Oct-2025 01:22 PM,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,18,2883500,M/S. SANJEEB ENTERPRISERS,21-Apr-2025 07:56 AM,Rejected-Technical,LOSER OF LOTTERY,29-Oct-2025 01:22 PM,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,19,2886491,M/S SHREE INDUSTRIES,18-Apr-2025 11:35 AM,Rejected-Technical,LOSER OF LOTTERY,29-Oct-2025 01:22 PM,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,20,2887025,NATIONAL ENGINEERING WORKS,17-Apr-2025 12:19 PM,Rejected-Technical,LOSER OF LOTTERY,29-Oct-2025 01:22 PM,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,21,2890663,ORIFEB INDUSTRIES,21-Apr-2025 06:03 PM,Rejected-Technical,LOSER OF LOTTERY,29-Oct-2025 01:22 PM,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,22,2887925,POOJARINI ENTERPRISERS,19-Apr-2025 05:29 PM,Rejected-Technical,LOSER OF LOTTERY,29-Oct-2025 01:22 PM,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,23,2891193,RENUBALA DASH,22-Apr-2025 10:37 AM,Rejected-Technical,LOSER OF LOTTERY,29-Oct-2025 01:22 PM,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,24,2890031,Sarkar Engineering Works,21-Apr-2025 12:53 PM,Rejected-Technical,LOSER OF LOTTERY,29-Oct-2025 01:22 PM,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,25,2879644,SPS INDUSTRY,19-Apr-2025 08:40 PM,Rejected-Technical,LOSER OF LOTTERY,29-Oct-2025 01:22 PM,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,26,2879624,SUSHIL KUMAR DAS,19-Apr-2025 08:28 PM,Rejected-Technical,LOSER OF LOTTERY,29-Oct-2025 01:22 PM,,,,,,,,,,,,,AOC
