Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Cover No,Cover,Document Type,Description,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,S.No,Bank Name,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Name,Address,Tender Stage,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated on :,Document :,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Type :,Summary :,Updated By :.1,Updated On :,Document :.1,BOQ Comparative Chart :,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.2,Updated on :.1,AOC document :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated On :.1,Document :.2,Tender Stage
Chief Engineer Mech - WR Bhubaneswar||SE Mechanical Circle Bhubaneswar||EE Mechanical Division Cuttack,SE/MDC-02(02)/2025-26,2025_CEMWR_112257_1,Yes,Open Tender,Percentage,Works,1.0,No,No,Online,No,No,No,08-Apr-2025 11:00 AM,23-Apr-2025 11:00 AM,08-Apr-2025 11:00 AM,22-Apr-2025 05:00 PM,08-Apr-2025 11:00 AM ,22-Apr-2025 05:00 PM ,08-Apr-2025 11:00 AM,22-Apr-2025 05:00 PM,1.0,Fee/PreQual/Technical/Finance,.pdf,"RC,GST,PAN,AFFIDAVIT AND ALL OTHER DOCUMENTS AS PER DTCN.","4,000",0.0,Nil,Nil,No,1.0,ICICI BANK,"8,000",No,fixed,,Nil,Nil,"Fabrication, supply, transportation and erection of Sunamunhi gate of Tangi- Choudwar Block, under M.I. Division, Cuttack for the year 2024 - 25","Fabrication, supply, transportation and erection of Sunamunhi gate of Tangi- Choudwar Block, under M.I. Division, Cuttack for the year 2024 - 25",Please refer Tender documents. ,NA ,"7,95,465",Mechanical Works,NA ,Tender,90.0,30.0,CHOUDWAR,754025.0,NA ,NA ,NA ,CUTTACK,No ,No,"SuperintendingEngineer,MechanicalDivision,Cuttack","O/O The Superintending Engineer, Mechanical Division, Cuttack",AOC,"SUPERINTENDING ENGINEER, MECHANICAL DIVISION, JAGATPUR, CUTTACK",Internal,,BISHNU NARAYAN MOHAPATRA,29-Oct-2025 06:09 PM,finsummary_535551.pdf (718.76 KB),Chief Engineer Mech - WR Bhubaneswar||SE Mechanical Circle Bhubaneswar||EE Mechanical Division Cuttack,2025_CEMWR_112257_1,SE/MDC-02(02)/2025-26,"Fabrication, supply, transportation and erection of Sunamunhi gate of Tangi- Choudwar Block, under M.I. Division, Cuttack for the year 2024 - 25",1.0,2880127.0,M/s. ASHIRBAD INDUSTRIES Prp. PRAKASH CHANDRA LENKA,INR,"676,225",Finance,ALL BID DOCUMENTS ARE DOWNLOADED SUCCESSFULLY.,BISHNU NARAYAN MOHAPATRA,23-Apr-2025 02:25 PM,,BOQ Comparative Chart,1,2890579,ABHISEKH ENTERPRISERS,21-Apr-2025 04:49 PM,Rejected-Technical,LOSER OF LOTTERY,29-Oct-2025 01:22 PM,30-Oct-2025,"INR 676,225",30.0,BISHNU NARAYAN MOHAPATRA,30-Oct-2025 04:24 PM,22A.pdf (691.00 KB),"SUPERINTENDING ENGINEER, MECHANICAL DIVISION, JAGATPUR, CUTTACK",Internal,,BISHNU NARAYAN MOHAPATRA,29-Oct-2025 01:22 PM,techsummary_535551.pdf (1491.15 KB),AOC
,,,,,,,,,,,,,,,,,,,,,,,,.xls,BOQ,,,,,,2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,2,2887266,"ACHYUTA NANDA SWAIN ,PROPRIETOR M/S. ADITYA ENTERPRISER.",19-Apr-2025 11:13 AM,Rejected-Technical,LOSER OF LOTTERY,29-Oct-2025 01:22 PM,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,3,2887916,ANJAN KUMAR JENA,21-Apr-2025 05:15 PM,Rejected-Technical,LOSER OF LOTTERY,29-Oct-2025 01:22 PM,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,4,2879560,BANASHREE BHUYAN,19-Apr-2025 01:35 PM,Rejected-Technical,LOSER OF LOTTERY,29-Oct-2025 01:22 PM,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,5,2883490,DASH ENGINEERING AND WORKS,21-Apr-2025 08:01 AM,Rejected-Technical,LOSER OF LOTTERY,29-Oct-2025 01:22 PM,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,6,2891158,DASH ENTERPRISERS PROP.RAJEEB LOCHAN DASH,22-Apr-2025 10:13 AM,Rejected-Technical,LOSER OF LOTTERY,29-Oct-2025 01:22 PM,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,7,2879581,LAXMIDHRA BHUYAN,19-Apr-2025 01:17 PM,Rejected-Technical,LOSER OF LOTTERY,29-Oct-2025 01:22 PM,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,8,2888472,Manashi Dash (Prop - M/s. Babby Engg. & Works),21-Apr-2025 08:05 AM,Rejected-Technical,LOSER OF LOTTERY,29-Oct-2025 01:22 PM,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,9,2882813,M/S Abirvab Steel Product,22-Apr-2025 12:58 PM,Rejected-Technical,LOSER OF LOTTERY,29-Oct-2025 01:22 PM,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,10,2888711,M/S ADITYA INDUSTRIAL ENTERPRISERS(PROP.SUKANTA SAHOO),19-Apr-2025 05:16 PM,Rejected-Technical,LOSER OF LOTTERY,29-Oct-2025 01:22 PM,,,,,,,,,,,,,AOC
